X	wo_clust4_RELA
-150	0.0859538784067
-149	0.0691823899371
-148	0.0440251572327
-147	0.0461215932914
-146	0.0440251572327
-145	0.062893081761
-144	0.062893081761
-143	0.0461215932914
-142	0.0503144654088
-141	0.0670859538784
-140	0.0377358490566
-139	0.0545073375262
-138	0.0712788259958
-137	0.0482180293501
-136	0.0587002096436
-135	0.0670859538784
-134	0.0733752620545
-133	0.0691823899371
-132	0.0607966457023
-131	0.041928721174
-130	0.0796645702306
-129	0.0712788259958
-128	0.0524109014675
-127	0.0817610062893
-126	0.0733752620545
-125	0.0670859538784
-124	0.104821802935
-123	0.0754716981132
-122	0.0922431865828
-121	0.0649895178197
-120	0.0796645702306
-119	0.0545073375262
-118	0.0670859538784
-117	0.0880503144654
-116	0.0607966457023
-115	0.0691823899371
-114	0.0901467505241
-113	0.0754716981132
-112	0.0461215932914
-111	0.0943396226415
-110	0.062893081761
-109	0.0691823899371
-108	0.0754716981132
-107	0.0901467505241
-106	0.0587002096436
-105	0.0922431865828
-104	0.0817610062893
-103	0.0754716981132
-102	0.0712788259958
-101	0.0880503144654
-100	0.0712788259958
-99	0.0670859538784
-98	0.0503144654088
-97	0.0691823899371
-96	0.0482180293501
-95	0.0754716981132
-94	0.0796645702306
-93	0.106918238994
-92	0.0587002096436
-91	0.083857442348
-90	0.0817610062893
-89	0.100628930818
-88	0.0754716981132
-87	0.0796645702306
-86	0.0545073375262
-85	0.0712788259958
-84	0.083857442348
-83	0.0754716981132
-82	0.0754716981132
-81	0.0775681341719
-80	0.0607966457023
-79	0.0691823899371
-78	0.0817610062893
-77	0.0754716981132
-76	0.11320754717
-75	0.0733752620545
-74	0.062893081761
-73	0.0587002096436
-72	0.0607966457023
-71	0.115303983229
-70	0.0712788259958
-69	0.115303983229
-68	0.104821802935
-67	0.0796645702306
-66	0.062893081761
-65	0.0733752620545
-64	0.0566037735849
-63	0.0754716981132
-62	0.0754716981132
-61	0.0796645702306
-60	0.0566037735849
