X	with_clust5_RELA	wo_clust5_RELA
-150	0.0906832298137	0.0509554140127
-149	0.0670807453416	0.0713375796178
-148	0.0732919254658	0.0496815286624
-147	0.0782608695652	0.0522292993631
-146	0.0782608695652	0.0649681528662
-145	0.0807453416149	0.0522292993631
-144	0.0931677018634	0.0624203821656
-143	0.127950310559	0.0484076433121
-142	0.0857142857143	0.0726114649682
-141	0.0857142857143	0.0726114649682
-140	0.0869565217391	0.0611464968153
-139	0.0795031055901	0.056050955414
-138	0.088198757764	0.0496815286624
-137	0.0906832298137	0.0535031847134
-136	0.0944099378882	0.0751592356688
-135	0.116770186335	0.0611464968153
-134	0.12049689441	0.0764331210191
-133	0.111801242236	0.0624203821656
-132	0.103105590062	0.0675159235669
-131	0.0931677018634	0.0751592356688
-130	0.0894409937888	0.0496815286624
-129	0.114285714286	0.0535031847134
-128	0.111801242236	0.0573248407643
-127	0.0695652173913	0.056050955414
-126	0.0807453416149	0.0751592356688
-125	0.0919254658385	0.0764331210191
-124	0.127950310559	0.056050955414
-123	0.106832298137	0.0802547770701
-122	0.088198757764	0.0675159235669
-121	0.119254658385	0.0993630573248
-120	0.0844720496894	0.0789808917197
-119	0.0857142857143	0.0700636942675
-118	0.108074534161	0.084076433121
-117	0.0869565217391	0.0675159235669
-116	0.0857142857143	0.0929936305732
-115	0.104347826087	0.0713375796178
-114	0.095652173913	0.0789808917197
-113	0.0894409937888	0.0522292993631
-112	0.0993788819876	0.0738853503185
-111	0.121739130435	0.0942675159236
-110	0.103105590062	0.0828025477707
-109	0.130434782609	0.0726114649682
-108	0.104347826087	0.103184713376
-107	0.0944099378882	0.056050955414
-106	0.101863354037	0.0815286624204
-105	0.113043478261	0.0675159235669
-104	0.110559006211	0.0738853503185
-103	0.115527950311	0.205095541401
-102	0.11801242236	0.0764331210191
-101	0.115527950311	0.0980891719745
-100	0.088198757764	0.0980891719745
-99	0.088198757764	0.103184713376
-98	0.0981366459627	0.087898089172
-97	0.12049689441	0.0828025477707
-96	0.0944099378882	0.0611464968153
-95	0.116770186335	0.0726114649682
-94	0.113043478261	0.0738853503185
-93	0.0931677018634	0.0738853503185
-92	0.0770186335404	0.0777070063694
-91	0.0981366459627	0.059872611465
-90	0.101863354037	0.0751592356688
-89	0.12049689441	0.0675159235669
-88	0.0869565217391	0.0738853503185
-87	0.104347826087	0.0700636942675
-86	0.130434782609	0.0726114649682
-85	0.121739130435	0.0535031847134
-84	0.108074534161	0.0713375796178
-83	0.0670807453416	0.0585987261146
-82	0.111801242236	0.0675159235669
-81	0.115527950311	0.0751592356688
-80	0.0894409937888	0.0980891719745
-79	0.109316770186	0.0815286624204
-78	0.12298136646	0.0815286624204
-77	0.103105590062	0.0636942675159
-76	0.0906832298137	0.0713375796178
-75	0.114285714286	0.0853503184713
-74	0.108074534161	0.0777070063694
-73	0.111801242236	0.0917197452229
-72	0.132919254658	0.0726114649682
-71	0.12049689441	0.0777070063694
-70	0.103105590062	0.0789808917197
-69	0.0968944099379	0.084076433121
-68	0.114285714286	0.0522292993631
-67	0.106832298137	0.084076433121
-66	0.136645962733	0.0700636942675
-65	0.11801242236	0.0777070063694
-64	0.124223602484	0.0675159235669
-63	0.154037267081	0.087898089172
-62	0.139130434783	0.101910828025
-61	0.121739130435	0.087898089172
-60	0.0906832298137	0.0764331210191
-59	0.100621118012	0.0891719745223
-58	0.12049689441	0.0662420382166
-57	0.137888198758	0.0675159235669
-56	0.114285714286	0.0611464968153
-55	0.109316770186	0.0764331210191
-54	0.105590062112	0.100636942675
-53	0.129192546584	0.0509554140127
-52	0.146583850932	0.0815286624204
-51	0.129192546584	0.0828025477707
-50	0.12049689441	0.0802547770701
-49	0.137888198758	0.0713375796178
-48	0.12298136646	0.0611464968153
-47	0.131677018634	0.0675159235669
-46	0.155279503106	0.084076433121
-45	0.135403726708	0.109554140127
-44	0.103105590062	0.0828025477707
-43	0.140372670807	0.115923566879
-42	0.141614906832	0.0955414012739
-41	0.125465838509	0.114649681529
-40	0.149068322981	0.0751592356688
-39	0.127950310559	0.0917197452229
-38	0.160248447205	0.0891719745223
-37	0.151552795031	0.087898089172
-36	0.151552795031	0.0993630573248
-35	0.140372670807	0.110828025478
-34	0.151552795031	0.0751592356688
-33	0.137888198758	0.0700636942675
-32	0.166459627329	0.0675159235669
-31	0.130434782609	0.0866242038217
-30	0.135403726708	0.0777070063694
-29	0.154037267081	0.0713375796178
-28	0.141614906832	0.0700636942675
-27	0.144099378882	0.0828025477707
-26	0.139130434783	0.0891719745223
-25	0.125465838509	0.0751592356688
-24	0.15900621118	0.0955414012739
-23	0.178881987578	0.0955414012739
-22	0.149068322981	0.0942675159236
-21	0.129192546584	0.0726114649682
-20	0.126708074534	0.087898089172
-19	0.121739130435	0.0764331210191
-18	0.146583850932	0.100636942675
-17	0.171428571429	0.117197452229
-16	0.201242236025	0.0853503184713
-15	0.168944099379	0.108280254777
-14	0.218633540373	0.056050955414
-13	0.136645962733	0.0700636942675
-12	0.115527950311	0.108280254777
-11	0.130434782609	0.112101910828
-10	0.172670807453	0.0700636942675
-9	0.170186335404	0.0891719745223
-8	0.135403726708	0.0891719745223
-7	0.160248447205	0.0649681528662
-6	0.157763975155	0.0687898089172
-5	0.196273291925	0.0942675159236
-4	0.208695652174	0.0917197452229
-3	0.239751552795	0.12101910828
-2	0.116770186335	0.0624203821656
-1	0.0633540372671	0.0343949044586
0	0.0621118012422	0.0191082802548
1	0.116770186335	0.0547770700637
2	0.187577639752	0.0891719745223
3	0.188819875776	0.103184713376
4	0.150310559006	0.0904458598726
5	0.131677018634	0.0904458598726
6	0.132919254658	0.0802547770701
7	0.114285714286	0.0751592356688
8	0.152795031056	0.0751592356688
9	0.142857142857	0.087898089172
10	0.12298136646	0.087898089172
11	0.129192546584	0.0636942675159
12	0.12298136646	0.0751592356688
13	0.185093167702	0.0828025477707
14	0.175155279503	0.137579617834
15	0.214906832298	0.087898089172
16	0.182608695652	0.0700636942675
17	0.152795031056	0.0802547770701
18	0.127950310559	0.084076433121
19	0.136645962733	0.122292993631
20	0.142857142857	0.100636942675
21	0.168944099379	0.0917197452229
22	0.170186335404	0.0891719745223
23	0.167701863354	0.104458598726
24	0.154037267081	0.0980891719745
25	0.166459627329	0.0777070063694
26	0.154037267081	0.0585987261146
27	0.150310559006	0.0993630573248
28	0.154037267081	0.0713375796178
29	0.15652173913	0.0649681528662
30	0.121739130435	0.0764331210191
31	0.113043478261	0.0764331210191
32	0.129192546584	0.0955414012739
33	0.15652173913	0.0866242038217
34	0.141614906832	0.0764331210191
35	0.139130434783	0.0726114649682
36	0.141614906832	0.100636942675
37	0.145341614907	0.0700636942675
38	0.131677018634	0.0789808917197
39	0.130434782609	0.0980891719745
40	0.155279503106	0.0777070063694
41	0.144099378882	0.0942675159236
42	0.149068322981	0.0726114649682
43	0.147826086957	0.0866242038217
44	0.15900621118	0.0547770700637
45	0.12298136646	0.0980891719745
46	0.114285714286	0.0891719745223
47	0.105590062112	0.0968152866242
48	0.130434782609	0.0828025477707
49	0.131677018634	0.0866242038217
50	0.134161490683	0.101910828025
51	0.0894409937888	0.0738853503185
52	0.095652173913	0.0738853503185
53	0.108074534161	0.0687898089172
54	0.124223602484	0.0764331210191
55	0.115527950311	0.0815286624204
56	0.116770186335	0.0700636942675
57	0.131677018634	0.0585987261146
58	0.142857142857	0.0815286624204
59	0.12298136646	0.0815286624204
60	0.126708074534	0.0904458598726
61	0.121739130435	0.0777070063694
62	0.121739130435	0.0726114649682
63	0.11801242236	0.0942675159236
64	0.110559006211	0.0764331210191
65	0.104347826087	0.0675159235669
66	0.116770186335	0.0929936305732
67	0.127950310559	0.0509554140127
68	0.134161490683	0.059872611465
69	0.15900621118	0.0687898089172
70	0.155279503106	0.0777070063694
71	0.106832298137	0.0764331210191
72	0.101863354037	0.0585987261146
73	0.130434782609	0.0980891719745
74	0.114285714286	0.0904458598726
75	0.114285714286	0.0585987261146
76	0.106832298137	0.056050955414
77	0.12298136646	0.0585987261146
78	0.113043478261	0.0738853503185
79	0.111801242236	0.0687898089172
80	0.193788819876	0.0636942675159
81	0.137888198758	0.0726114649682
82	0.15652173913	0.0789808917197
83	0.136645962733	0.0611464968153
84	0.147826086957	0.059872611465
85	0.154037267081	0.0573248407643
86	0.136645962733	0.0611464968153
87	0.104347826087	0.059872611465
88	0.0894409937888	0.0624203821656
89	0.119254658385	0.0522292993631
90	0.114285714286	0.0394904458599
91	0.135403726708	0.0535031847134
92	0.152795031056	0.087898089172
93	0.12049689441	0.0509554140127
94	0.106832298137	0.0585987261146
95	0.110559006211	0.059872611465
96	0.12298136646	0.0662420382166
97	0.114285714286	0.0535031847134
98	0.121739130435	0.0687898089172
99	0.116770186335	0.0356687898089
100	0.121739130435	0.0611464968153
101	0.088198757764	0.056050955414
102	0.113043478261	0.0458598726115
103	0.100621118012	0.0343949044586
104	0.116770186335	0.0496815286624
105	0.130434782609	0.0713375796178
106	0.109316770186	0.0535031847134
107	0.105590062112	0.0649681528662
108	0.132919254658	0.0522292993631
109	0.141614906832	0.0611464968153
110	0.103105590062	0.0585987261146
111	0.0919254658385	0.0535031847134
112	0.111801242236	0.0343949044586
113	0.0993788819876	0.0636942675159
114	0.109316770186	0.0585987261146
115	0.119254658385	0.0484076433121
116	0.109316770186	0.0394904458599
117	0.105590062112	0.0585987261146
118	0.110559006211	0.0484076433121
119	0.105590062112	0.0687898089172
120	0.0968944099379	0.056050955414
121	0.0757763975155	0.0420382165605
122	0.0745341614907	0.0458598726115
123	0.0844720496894	0.0445859872611
124	0.0869565217391	0.0445859872611
125	0.113043478261	0.059872611465
126	0.0844720496894	0.059872611465
127	0.0894409937888	0.0624203821656
128	0.104347826087	0.0496815286624
129	0.100621118012	0.0484076433121
130	0.0894409937888	0.0484076433121
131	0.0919254658385	0.0675159235669
132	0.0919254658385	0.0496815286624
133	0.0944099378882	0.0471337579618
134	0.0645962732919	0.0624203821656
135	0.0745341614907	0.0496815286624
136	0.0869565217391	0.0369426751592
137	0.0770186335404	0.0573248407643
138	0.0782608695652	0.0522292993631
139	0.072049689441	0.0382165605096
140	0.0571428571429	0.0547770700637
141	0.0708074534161	0.0573248407643
142	0.0770186335404	0.0535031847134
143	0.0931677018634	0.0522292993631
144	0.0857142857143	0.0369426751592
145	0.0708074534161	0.0420382165605
146	0.0931677018634	0.0687898089172
147	0.0894409937888	0.0471337579618
148	0.0931677018634	0.0394904458599
149	0.101863354037	0.0343949044586
150	0.0906832298137	0.0522292993631
