with_RELA	wo_RELA
0.318936877076	0.0132890365449
0.0398671096346	0.0398671096346
0.212624584718	0.0365448504983
0.205980066445	0.0299003322259
0.179401993355	0.0
0.179401993355	0.0199335548173
0.179401993355	0.0299003322259
0.179401993355	0.0132890365449
1.03322259136	0.647840531561
0.0232558139535	0.00664451827243
0.548172757475	0.53488372093
0.548172757475	0.0232558139535
0.0232558139535	0.229235880399
0.172757475083	0.0132890365449
0.132890365449	0.0132890365449
0.0166112956811	0.0365448504983
0.0132890365449	0.0132890365449
0.0166112956811	0.0199335548173
0.0132890365449	0.063122923588
0.0	0.0664451827243
0.0	0.215946843854
0.0132890365449	0.215946843854
0.00996677740864	0.262458471761
0.00996677740864	0.0132890365449
0.00664451827243	0.0132890365449
0.0132890365449	0.594684385382
0.0564784053156	0.0166112956811
0.00996677740864	0.00996677740864
0.0332225913621	0.0132890365449
0.0365448504983	0.126245847176
0.172757475083	0.00332225913621
0.0897009966777	0.00996677740864
0.0199335548173	0.471760797342
0.405315614618	0.0199335548173
0.215946843854	0.0166112956811
0.215946843854	0.126245847176
0.215946843854	0.00332225913621
0.222591362126	0.0232558139535
0.222591362126	0.182724252492
0.0199335548173	0.0232558139535
0.00996677740864	0.00664451827243
0.0166112956811	0.00332225913621
0.139534883721	0.239202657807
0.00332225913621	0.0166112956811
0.0132890365449	0.00996677740864
0.0365448504983	0.0232558139535
0.159468438538	0.00996677740864
0.159468438538	0.00996677740864
0.00332225913621	0.00664451827243
0.0996677740864	0.00664451827243
0.0299003322259	0.00664451827243
0.0299003322259	0.00332225913621
0.0996677740864	0.0132890365449
0.451827242525	0.0199335548173
0.24584717608	0.00996677740864
0.242524916944	0.00332225913621
0.0	0.0
0.136212624585	0.00332225913621
0.235880398671	0.0863787375415
0.232558139535	0.00664451827243
0.225913621262	0.00664451827243
0.189368770764	0.362126245847
0.189368770764	0.109634551495
0.00996677740864	0.00332225913621
0.0897009966777	0.0132890365449
0.196013289037	0.00664451827243
0.129568106312	0.00664451827243
0.119601328904	0.00332225913621
0.0332225913621	0.269102990033
0.00332225913621	0.0232558139535
0.0232558139535	0.0166112956811
0.681063122924	0.00996677740864
0.681063122924	0.136212624585
0.681063122924	0.00996677740864
0.594684385382	0.00332225913621
0.378737541528	0.00664451827243
0.398671096346	0.00996677740864
0.0365448504983	0.0132890365449
0.252491694352	0.00332225913621
0.843853820598	0.00332225913621
0.405315614618	0.0
0.0132890365449	0.00332225913621
0.235880398671	0.0166112956811
0.235880398671	0.0132890365449
0.102990033223	0.249169435216
0.146179401993	0.209302325581
0.146179401993	0.468438538206
0.644518272425	0.0265780730897
0.259136212625	0.0265780730897
0.724252491694	0.0132890365449
0.0166112956811	0.0
0.00332225913621	0.00664451827243
0.0132890365449	0.0
0.116279069767	0.00996677740864
0.385382059801	0.00332225913621
0.112956810631	0.00664451827243
0.46511627907	0.382059800664
0.468438538206	0.46511627907
0.468438538206	0.0132890365449
0.162790697674	0.388704318937
0.119601328904	0.00664451827243
0.00996677740864	0.00664451827243
0.0897009966777	0.0199335548173
0.0598006644518	0.00996677740864
0.0166112956811	0.0232558139535
0.0166112956811	0.0166112956811
0.362126245847	0.0
0.00996677740864	0.0
0.0132890365449	0.0
0.00332225913621	0.0
0.00332225913621	0.0166112956811
0.00664451827243	0.0
0.0498338870432	0.56146179402
0.335548172757	0.00332225913621
0.0199335548173	0.388704318937
0.0897009966777	0.355481727575
0.0897009966777	0.0
0.00332225913621	0.0132890365449
0.0963455149502	0.265780730897
0.0963455149502	0.797342192691
0.0199335548173	0.166112956811
0.511627906977	0.787375415282
0.511627906977	0.00664451827243
0.00996677740864	0.176079734219
