X	with_clust4_RELA	wo_clust4_RELA
-150	0.090395480226	0.0859538784067
-149	0.124293785311	0.0691823899371
-148	0.127118644068	0.0440251572327
-147	0.0988700564972	0.0461215932914
-146	0.0988700564972	0.0440251572327
-145	0.113935969868	0.062893081761
-144	0.129943502825	0.062893081761
-143	0.10263653484	0.0461215932914
-142	0.0866290018832	0.0503144654088
-141	0.126177024482	0.0670859538784
-140	0.0998116760829	0.0377358490566
-139	0.104519774011	0.0545073375262
-138	0.090395480226	0.0712788259958
-137	0.107344632768	0.0482180293501
-136	0.0828625235405	0.0587002096436
-135	0.100753295669	0.0670859538784
-134	0.103578154426	0.0733752620545
-133	0.129001883239	0.0691823899371
-132	0.0969868173258	0.0607966457023
-131	0.108286252354	0.041928721174
-130	0.119585687382	0.0796645702306
-129	0.112994350282	0.0712788259958
-128	0.116760828625	0.0524109014675
-127	0.103578154426	0.0817610062893
-126	0.103578154426	0.0733752620545
-125	0.11581920904	0.0670859538784
-124	0.113935969868	0.104821802935
-123	0.0913370998117	0.0754716981132
-122	0.0866290018832	0.0922431865828
-121	0.119585687382	0.0649895178197
-120	0.113935969868	0.0796645702306
-119	0.118644067797	0.0545073375262
-118	0.112994350282	0.0670859538784
-117	0.0998116760829	0.0880503144654
-116	0.105461393597	0.0607966457023
-115	0.118644067797	0.0691823899371
-114	0.0960451977401	0.0901467505241
-113	0.10922787194	0.0754716981132
-112	0.100753295669	0.0461215932914
-111	0.101694915254	0.0943396226415
-110	0.119585687382	0.062893081761
-109	0.121468926554	0.0691823899371
-108	0.110169491525	0.0754716981132
-107	0.120527306968	0.0901467505241
-106	0.106403013183	0.0587002096436
-105	0.0932203389831	0.0922431865828
-104	0.0979284369115	0.0817610062893
-103	0.116760828625	0.0754716981132
-102	0.100753295669	0.0712788259958
-101	0.103578154426	0.0880503144654
-100	0.101694915254	0.0712788259958
-99	0.123352165725	0.0670859538784
-98	0.119585687382	0.0503144654088
-97	0.107344632768	0.0691823899371
-96	0.132768361582	0.0482180293501
-95	0.117702448211	0.0754716981132
-94	0.127118644068	0.0796645702306
-93	0.130885122411	0.106918238994
-92	0.132768361582	0.0587002096436
-91	0.131826741996	0.083857442348
-90	0.15065913371	0.0817610062893
-89	0.118644067797	0.100628930818
-88	0.114877589454	0.0754716981132
-87	0.112052730697	0.0796645702306
-86	0.113935969868	0.0545073375262
-85	0.126177024482	0.0712788259958
-84	0.112994350282	0.083857442348
-83	0.10263653484	0.0754716981132
-82	0.120527306968	0.0754716981132
-81	0.131826741996	0.0775681341719
-80	0.123352165725	0.0607966457023
-79	0.135593220339	0.0691823899371
-78	0.121468926554	0.0817610062893
-77	0.131826741996	0.0754716981132
-76	0.13747645951	0.11320754717
-75	0.152542372881	0.0733752620545
-74	0.106403013183	0.062893081761
-73	0.107344632768	0.0587002096436
-72	0.106403013183	0.0607966457023
-71	0.124293785311	0.115303983229
-70	0.128060263653	0.0712788259958
-69	0.139359698682	0.115303983229
-68	0.119585687382	0.104821802935
-67	0.107344632768	0.0796645702306
-66	0.160075329567	0.062893081761
-65	0.13747645951	0.0733752620545
-64	0.132768361582	0.0566037735849
-63	0.13747645951	0.0754716981132
-62	0.120527306968	0.0754716981132
-61	0.121468926554	0.0796645702306
-60	0.145951035782	0.0566037735849
-59	0.127118644068	0.0817610062893
-58	0.138418079096	0.083857442348
-57	0.14406779661	0.0943396226415
-56	0.165725047081	0.0817610062893
-55	0.136534839925	0.0859538784067
-54	0.120527306968	0.083857442348
-53	0.121468926554	0.0712788259958
-52	0.129943502825	0.0670859538784
-51	0.121468926554	0.083857442348
-50	0.140301318267	0.106918238994
-49	0.123352165725	0.11320754717
-48	0.143126177024	0.0985324947589
-47	0.129001883239	0.0901467505241
-46	0.147834274953	0.0817610062893
-45	0.114877589454	0.106918238994
-44	0.124293785311	0.0566037735849
-43	0.151600753296	0.121593291405
-42	0.112052730697	0.0901467505241
-41	0.122410546139	0.0587002096436
-40	0.134651600753	0.0649895178197
-39	0.15725047081	0.041928721174
-38	0.135593220339	0.0985324947589
-37	0.13747645951	0.0649895178197
-36	0.117702448211	0.119496855346
-35	0.131826741996	0.136268343816
-34	0.111111111111	0.109014675052
-33	0.134651600753	0.0880503144654
-32	0.15065913371	0.083857442348
-31	0.204331450094	0.11320754717
