X	wo_clust1_RELA
-150	0.0606060606061
-149	0.0227272727273
-148	0.0454545454545
-147	0.0454545454545
-146	0.0340909090909
-145	0.0340909090909
-144	0.0340909090909
-143	0.0454545454545
-142	0.0719696969697
-141	0.0681818181818
-140	0.0530303030303
-139	0.0719696969697
-138	0.0454545454545
-137	0.0265151515152
-136	0.0454545454545
-135	0.0227272727273
-134	0.0227272727273
-133	0.0492424242424
-132	0.0530303030303
-131	0.0340909090909
-130	0.0340909090909
-129	0.0681818181818
-128	0.0227272727273
-127	0.0227272727273
-126	0.0227272727273
-125	0.0151515151515
-124	0.0378787878788
-123	0.0151515151515
-122	0.0719696969697
-121	0.0378787878788
-120	0.0340909090909
-119	0.0416666666667
-118	0.0416666666667
-117	0.030303030303
-116	0.0492424242424
-115	0.0416666666667
-114	0.0492424242424
-113	0.0416666666667
-112	0.0530303030303
-111	0.0454545454545
-110	0.030303030303
-109	0.030303030303
-108	0.0454545454545
-107	0.0227272727273
-106	0.0340909090909
-105	0.0492424242424
-104	0.030303030303
-103	0.0871212121212
-102	0.0151515151515
-101	0.0606060606061
-100	0.0606060606061
-99	0.0833333333333
-98	0.0492424242424
-97	0.0492424242424
-96	0.094696969697
-95	0.0416666666667
-94	0.0454545454545
-93	0.0416666666667
-92	0.0378787878788
-91	0.0416666666667
-90	0.0757575757576
-89	0.0227272727273
-88	0.0340909090909
-87	0.0681818181818
-86	0.0681818181818
-85	0.0606060606061
-84	0.0492424242424
-83	0.030303030303
-82	0.0416666666667
-81	0.0378787878788
-80	0.0568181818182
-79	0.0492424242424
-78	0.0795454545455
-77	0.0643939393939
-76	0.0568181818182
-75	0.0719696969697
-74	0.0416666666667
-73	0.0757575757576
-72	0.0643939393939
-71	0.0416666666667
-70	0.0340909090909
-69	0.0681818181818
-68	0.0643939393939
-67	0.0492424242424
-66	0.094696969697
-65	0.0833333333333
-64	0.0416666666667
-63	0.0151515151515
-62	0.0378787878788
-61	0.0492424242424
-60	0.0454545454545
-59	0.0492424242424
-58	0.0568181818182
-57	0.0833333333333
-56	0.0871212121212
-55	0.0833333333333
-54	0.0492424242424
-53	0.0795454545455
-52	0.0530303030303
-51	0.0492424242424
-50	0.0454545454545
-49	0.0757575757576
-48	0.0719696969697
-47	0.0454545454545
-46	0.0606060606061
-45	0.0416666666667
-44	0.0378787878788
-43	0.0606060606061
-42	0.106060606061
-41	0.0568181818182
-40	0.0643939393939
-39	0.0492424242424
-38	0.0454545454545
-37	0.0681818181818
-36	0.0643939393939
-35	0.0416666666667
-34	0.0606060606061
-33	0.0757575757576
-32	0.0530303030303
-31	0.0492424242424
-30	0.0643939393939
-29	0.0833333333333
-28	0.0681818181818
-27	0.0378787878788
-26	0.0378787878788
-25	0.0719696969697
-24	0.0416666666667
-23	0.0871212121212
-22	0.0530303030303
-21	0.0530303030303
-20	0.0530303030303
-19	0.0757575757576
-18	0.0643939393939
-17	0.0568181818182
-16	0.0909090909091
-15	0.0719696969697
-14	0.0568181818182
-13	0.0795454545455
-12	0.0568181818182
-11	0.0643939393939
-10	0.0530303030303
-9	0.0454545454545
-8	0.0606060606061
-7	0.0719696969697
-6	0.0719696969697
-5	0.0719696969697
-4	0.0492424242424
-3	0.0643939393939
-2	0.0416666666667
-1	0.0265151515152
0	0.0151515151515
1	0.030303030303
2	0.0530303030303
3	0.0795454545455
4	0.0871212121212
5	0.0378787878788
6	0.0719696969697
7	0.0378787878788
8	0.0492424242424
9	0.0416666666667
10	0.121212121212
11	0.0606060606061
12	0.0606060606061
13	0.0719696969697
14	0.0606060606061
15	0.0606060606061
16	0.0606060606061
17	0.0492424242424
18	0.0606060606061
19	0.0530303030303
20	0.0833333333333
21	0.0719696969697
22	0.0719696969697
23	0.0568181818182
24	0.0643939393939
25	0.0378787878788
26	0.0492424242424
27	0.0492424242424
28	0.0568181818182
29	0.0568181818182
30	0.109848484848
31	0.0757575757576
32	0.030303030303
33	0.0530303030303
34	0.0681818181818
35	0.0340909090909
36	0.0643939393939
37	0.0681818181818
38	0.0643939393939
39	0.0871212121212
40	0.0833333333333
41	0.0416666666667
42	0.0606060606061
43	0.0530303030303
44	0.0530303030303
45	0.0606060606061
46	0.0568181818182
47	0.0643939393939
48	0.0606060606061
49	0.0719696969697
50	0.113636363636
51	0.102272727273
52	0.0643939393939
53	0.0871212121212
54	0.0681818181818
55	0.0833333333333
56	0.0568181818182
57	0.0681818181818
58	0.0984848484848
59	0.0984848484848
60	0.0719696969697
61	0.0265151515152
62	0.0568181818182
63	0.0416666666667
64	0.0454545454545
65	0.0340909090909
66	0.0492424242424
67	0.0568181818182
68	0.0833333333333
69	0.0416666666667
70	0.0378787878788
71	0.0265151515152
72	0.0378787878788
73	0.0340909090909
74	0.0643939393939
75	0.0606060606061
76	0.0113636363636
77	0.0340909090909
78	0.0340909090909
79	0.030303030303
80	0.030303030303
81	0.0189393939394
82	0.0492424242424
83	0.0340909090909
84	0.030303030303
85	0.0340909090909
86	0.030303030303
87	0.0492424242424
88	0.030303030303
89	0.0378787878788
90	0.0454545454545
91	0.0568181818182
92	0.0340909090909
93	0.0454545454545
94	0.0606060606061
95	0.0378787878788
96	0.030303030303
97	0.0265151515152
98	0.0568181818182
99	0.0606060606061
100	0.0227272727273
101	0.0378787878788
102	0.0492424242424
103	0.0454545454545
104	0.030303030303
105	0.0871212121212
106	0.0606060606061
107	0.0606060606061
108	0.121212121212
109	0.125
110	0.0909090909091
111	0.106060606061
112	0.0681818181818
113	0.0416666666667
114	0.0378787878788
115	0.0416666666667
116	0.0606060606061
117	0.0681818181818
118	0.0643939393939
119	0.0492424242424
120	0.0416666666667
121	0.0530303030303
122	0.132575757576
123	0.143939393939
124	0.0833333333333
125	0.0568181818182
126	0.0530303030303
127	0.0568181818182
128	0.030303030303
129	0.0265151515152
130	0.0530303030303
131	0.0265151515152
132	0.0568181818182
133	0.0227272727273
134	0.0265151515152
135	0.030303030303
136	0.0530303030303
137	0.0454545454545
138	0.0416666666667
139	0.0530303030303
140	0.0378787878788
141	0.159090909091
142	0.0984848484848
143	0.0227272727273
144	0.0909090909091
145	0.0530303030303
146	0.0340909090909
147	0.0340909090909
148	0.0454545454545
149	0.0643939393939
150	0.0265151515152
