X	all_RELA
-150	0.0882882882883
-149	0.0884684684685
-148	0.0789189189189
-147	0.0823423423423
-146	0.0891891891892
-145	0.0895495495495
-144	0.0855855855856
-143	0.0823423423423
-142	0.0845045045045
-141	0.0958558558559
-140	0.0861261261261
-139	0.0846846846847
-138	0.0861261261261
-137	0.0940540540541
-136	0.0879279279279
-135	0.0935135135135
-134	0.106126126126
-133	0.0951351351351
-132	0.0861261261261
-131	0.0864864864865
-130	0.0882882882883
-129	0.0893693693694
-128	0.0899099099099
-127	0.0836036036036
-126	0.0803603603604
-125	0.0915315315315
-124	0.0983783783784
-123	0.0953153153153
-122	0.0886486486486
-121	0.10018018018
-120	0.0875675675676
-119	0.0873873873874
-118	0.0888288288288
-117	0.0864864864865
-116	0.103063063063
-115	0.0965765765766
-114	0.094954954955
-113	0.0888288288288
-112	0.0942342342342
-111	0.0989189189189
-110	0.0942342342342
-109	0.106846846847
-108	0.0994594594595
-107	0.0947747747748
-106	0.0992792792793
-105	0.0938738738739
-104	0.0900900900901
-103	0.125045045045
-102	0.0998198198198
-101	0.101801801802
-100	0.0933333333333
-99	0.0996396396396
-98	0.0936936936937
-97	0.0963963963964
-96	0.100900900901
-95	0.101261261261
-94	0.0983783783784
-93	0.102162162162
-92	0.100540540541
-91	0.10972972973
-90	0.103423423423
-89	0.105945945946
-88	0.10036036036
-87	0.108288288288
-86	0.111711711712
-85	0.103963963964
-84	0.0994594594595
-83	0.0967567567568
-82	0.107027027027
-81	0.11027027027
-80	0.103963963964
-79	0.105405405405
-78	0.108288288288
-77	0.102702702703
-76	0.117297297297
-75	0.113693693694
-74	0.1
-73	0.104684684685
-72	0.107027027027
-71	0.109189189189
-70	0.106846846847
-69	0.107927927928
-68	0.106486486486
-67	0.106666666667
-66	0.119459459459
-65	0.119279279279
-64	0.108468468468
-63	0.112072072072
-62	0.106846846847
-61	0.108108108108
-60	0.11045045045
-59	0.107387387387
-58	0.108828828829
-57	0.114414414414
-56	0.111711711712
-55	0.118558558559
-54	0.116216216216
-53	0.106126126126
-52	0.111531531532
-51	0.116036036036
-50	0.117297297297
-49	0.113513513514
-48	0.107387387387
-47	0.106666666667
-46	0.118738738739
-45	0.117837837838
-44	0.116576576577
-43	0.135495495495
-42	0.121441441441
-41	0.120900900901
-40	0.114414414414
-39	0.124324324324
-38	0.126846846847
-37	0.121981981982
-36	0.124864864865
-35	0.12018018018
-34	0.111531531532
-33	0.124504504505
-32	0.124324324324
-31	0.134774774775
-30	0.124324324324
-29	0.124324324324
-28	0.123963963964
-27	0.126666666667
-26	0.135675675676
-25	0.118018018018
-24	0.131891891892
-23	0.136216216216
-22	0.132072072072
-21	0.118918918919
-20	0.125045045045
-19	0.121981981982
-18	0.126666666667
-17	0.148648648649
-16	0.156756756757
-15	0.14036036036
-14	0.137837837838
-13	0.125045045045
-12	0.11981981982
-11	0.124864864865
-10	0.128108108108
-9	0.124864864865
-8	0.107207207207
-7	0.123243243243
-6	0.112252252252
-5	0.125585585586
-4	0.152792792793
-3	0.171711711712
-2	0.0933333333333
-1	0.0461261261261
0	0.0445045045045
1	0.0881081081081
2	0.158018018018
3	0.145045045045
4	0.130990990991
5	0.116756756757
6	0.114234234234
7	0.0967567567568
8	0.123963963964
9	0.128288288288
10	0.132612612613
11	0.106846846847
12	0.123243243243
13	0.129009009009
14	0.143423423423
15	0.142162162162
16	0.136036036036
17	0.118378378378
18	0.10972972973
19	0.11963963964
20	0.126306306306
21	0.13045045045
22	0.139459459459
23	0.147027027027
24	0.137117117117
25	0.117477477477
26	0.114774774775
27	0.115315315315
28	0.115495495495
29	0.122342342342
30	0.121261261261
31	0.122702702703
32	0.115675675676
33	0.121261261261
34	0.130810810811
35	0.119279279279
36	0.115315315315
37	0.117657657658
38	0.123783783784
39	0.119279279279
40	0.123423423423
41	0.115675675676
42	0.109009009009
43	0.122702702703
44	0.128828828829
45	0.115675675676
46	0.125225225225
47	0.127207207207
48	0.116216216216
49	0.126666666667
50	0.133873873874
51	0.118558558559
52	0.109189189189
53	0.124324324324
54	0.111531531532
55	0.12018018018
56	0.111891891892
57	0.104504504505
58	0.115675675676
59	0.107927927928
60	0.112072072072
61	0.10972972973
62	0.115315315315
63	0.12018018018
64	0.115855855856
65	0.117837837838
66	0.10990990991
67	0.11027027027
68	0.10972972973
69	0.121981981982
70	0.117477477477
71	0.112072072072
72	0.106306306306
73	0.114954954955
74	0.108648648649
75	0.112432432432
76	0.0967567567568
77	0.100540540541
78	0.1
79	0.107927927928
80	0.11963963964
81	0.107567567568
82	0.114054054054
83	0.104684684685
84	0.109369369369
85	0.10972972973
86	0.102162162162
87	0.104144144144
88	0.102342342342
89	0.11045045045
90	0.102162162162
91	0.10990990991
92	0.112252252252
93	0.102522522523
94	0.0985585585586
95	0.109369369369
96	0.101621621622
97	0.0945945945946
98	0.0962162162162
99	0.103603603604
100	0.107927927928
101	0.0965765765766
102	0.0990990990991
103	0.100900900901
104	0.0969369369369
105	0.101081081081
106	0.0886486486486
107	0.0917117117117
108	0.0998198198198
109	0.108288288288
110	0.104324324324
111	0.103783783784
112	0.0888288288288
113	0.0938738738739
114	0.0963963963964
115	0.0971171171171
116	0.096036036036
117	0.10990990991
118	0.0917117117117
119	0.103063063063
120	0.0962162162162
121	0.0906306306306
122	0.0915315315315
123	0.0962162162162
124	0.0783783783784
125	0.0926126126126
126	0.0953153153153
127	0.0830630630631
128	0.0900900900901
129	0.0913513513514
130	0.101981981982
131	0.098018018018
132	0.0875675675676
133	0.0837837837838
134	0.0776576576577
135	0.0830630630631
136	0.0906306306306
137	0.0913513513514
138	0.0821621621622
139	0.072972972973
140	0.0854054054054
141	0.0855855855856
142	0.0818018018018
143	0.0747747747748
144	0.0837837837838
145	0.0803603603604
146	0.0911711711712
147	0.0969369369369
148	0.094954954955
149	0.0855855855856
150	0.0810810810811
