X	wo_RELA
-150	0.0673934588702
-149	0.0604558969277
-148	0.0525272547076
-147	0.0535183349851
-146	0.0584737363726
-145	0.0530227948464
-144	0.0555004955401
-143	0.0535183349851
-142	0.0574826560951
-141	0.0644202180377
-140	0.0505450941526
-139	0.0564915758176
-138	0.0559960356789
-137	0.0520317145689
-136	0.0589692765114
-135	0.0574826560951
-134	0.0703666997027
-133	0.0559960356789
-132	0.0619425173439
-131	0.0559960356789
-130	0.0530227948464
-129	0.0559960356789
-128	0.0500495540139
-127	0.0609514370664
-126	0.0619425173439
-125	0.0624380574827
-124	0.0659068384539
-123	0.0688800792864
-122	0.0688800792864
-121	0.0649157581764
-120	0.0668979187314
-119	0.0574826560951
-118	0.0688800792864
-117	0.0584737363726
-116	0.0753221010902
-115	0.0609514370664
-114	0.0703666997027
-113	0.0604558969277
-112	0.0654112983152
-111	0.0733399405352
-110	0.0639246778989
-109	0.0668979187314
-108	0.0807730426165
-107	0.0535183349851
-106	0.0609514370664
-105	0.0718533201189
-104	0.0619425173439
-103	0.130327056492
-102	0.0644202180377
-101	0.0867195242815
-100	0.0748265609514
-99	0.0787908820614
-98	0.0579781962339
-97	0.0693756194252
-96	0.0678889990089
-95	0.0827552031715
-94	0.0673934588702
-93	0.081764122894
-92	0.0599603567889
-91	0.0733399405352
-90	0.0718533201189
-89	0.0668979187314
-88	0.0718533201189
-87	0.0792864222002
-86	0.0782953419227
-85	0.0639246778989
-84	0.0713577799802
-83	0.0634291377602
-82	0.0683845391477
-81	0.0673934588702
-80	0.0773042616452
-79	0.0763131813677
-78	0.0787908820614
-77	0.0698711595639
-76	0.0827552031715
-75	0.0797819623389
-74	0.0718533201189
-73	0.0763131813677
-72	0.0787908820614
-71	0.0812685827552
-70	0.0703666997027
-69	0.0773042616452
-68	0.0768087215064
-67	0.0738354806739
-66	0.081764122894
-65	0.0802775024777
-64	0.0540138751239
-63	0.0664023785927
-62	0.0713577799802
-61	0.0693756194252
-60	0.0654112983152
-59	0.0763131813677
-58	0.0678889990089
-57	0.0753221010902
-56	0.0683845391477
-55	0.0738354806739
-54	0.091674925669
-53	0.0604558969277
-52	0.0758176412289
-51	0.0777998017839
-50	0.0758176412289
-49	0.0842418235877
-48	0.0639246778989
-47	0.0743310208127
-46	0.0763131813677
-45	0.0862239841427
-44	0.0614469772052
-43	0.095639246779
-42	0.0882061446977
-41	0.0827552031715
-40	0.0629335976214
-39	0.0678889990089
-38	0.0832507433102
-37	0.0738354806739
-36	0.0862239841427
-35	0.0931615460852
-34	0.0777998017839
-33	0.0802775024777
-32	0.0703666997027
-31	0.0887016848365
-30	0.0753221010902
-29	0.0753221010902
-28	0.0773042616452
-27	0.0802775024777
-26	0.0782953419227
-25	0.0688800792864
-24	0.0822596630327
-23	0.0946481665015
-22	0.0807730426165
-21	0.0708622398414
-20	0.083746283449
-19	0.0753221010902
-18	0.0787908820614
-17	0.0961347869177
-16	0.0986124876115
-15	0.091674925669
-14	0.0738354806739
-13	0.0743310208127
-12	0.0768087215064
-11	0.0827552031715
-10	0.0802775024777
-9	0.0822596630327
-8	0.0713577799802
-7	0.0802775024777
-6	0.0698711595639
-5	0.0787908820614
-4	0.0792864222002
-3	0.087710604559
-2	0.0505450941526
-1	0.0227948463826
0	0.0292368681863
1	0.0475718533201
2	0.087710604559
3	0.0862239841427
4	0.087710604559
5	0.0782953419227
6	0.0758176412289
7	0.0629335976214
8	0.0753221010902
9	0.0847373637265
10	0.0921704658077
11	0.0624380574827
12	0.0703666997027
13	0.0748265609514
14	0.10703666997
15	0.0792864222002
16	0.0753221010902
17	0.0708622398414
18	0.0629335976214
19	0.0792864222002
20	0.0797819623389
21	0.0777998017839
22	0.0782953419227
23	0.0887016848365
24	0.0832507433102
25	0.0659068384539
26	0.0589692765114
27	0.0847373637265
28	0.0733399405352
29	0.0693756194252
30	0.0827552031715
31	0.0763131813677
32	0.0624380574827
33	0.0673934588702
34	0.0708622398414
35	0.0644202180377
36	0.0787908820614
37	0.0584737363726
38	0.0743310208127
39	0.0802775024777
40	0.0743310208127
41	0.0802775024777
42	0.0659068384539
43	0.0659068384539
44	0.0649157581764
45	0.0797819623389
46	0.0673934588702
47	0.087710604559
48	0.0782953419227
49	0.0802775024777
50	0.0946481665015
51	0.0822596630327
52	0.0664023785927
53	0.0713577799802
54	0.0683845391477
55	0.0787908820614
56	0.0688800792864
57	0.0584737363726
58	0.0698711595639
59	0.0743310208127
60	0.0698711595639
61	0.0688800792864
62	0.0812685827552
63	0.0827552031715
64	0.0748265609514
65	0.0678889990089
66	0.0713577799802
67	0.0594648166501
68	0.0604558969277
69	0.0599603567889
70	0.0673934588702
71	0.0678889990089
72	0.0629335976214
73	0.0718533201189
74	0.0693756194252
75	0.0579781962339
76	0.0525272547076
77	0.0520317145689
78	0.0659068384539
79	0.0564915758176
80	0.0609514370664
81	0.0604558969277
82	0.0619425173439
83	0.0589692765114
84	0.0634291377602
85	0.0550049554014
86	0.0555004955401
87	0.0619425173439
88	0.0609514370664
89	0.0589692765114
90	0.0530227948464
91	0.0480673934589
92	0.0594648166501
93	0.0525272547076
94	0.0559960356789
95	0.0659068384539
96	0.0574826560951
97	0.0550049554014
98	0.0624380574827
99	0.0436075322101
100	0.0579781962339
101	0.0520317145689
102	0.0619425173439
103	0.0629335976214
104	0.0564915758176
105	0.0718533201189
106	0.0599603567889
107	0.0579781962339
108	0.0569871159564
109	0.0768087215064
110	0.0698711595639
111	0.0688800792864
112	0.0460852329039
113	0.0589692765114
114	0.0545094152626
115	0.0495540138751
116	0.0475718533201
117	0.0683845391477
118	0.0584737363726
119	0.0545094152626
120	0.0465807730426
121	0.0460852329039
122	0.0624380574827
123	0.0659068384539
124	0.0540138751239
125	0.0569871159564
126	0.0564915758176
127	0.0550049554014
128	0.0525272547076
129	0.0515361744301
130	0.0445986124876
131	0.0594648166501
132	0.0505450941526
133	0.0455896927651
134	0.0431119920714
135	0.0475718533201
136	0.0495540138751
137	0.0569871159564
138	0.0515361744301
139	0.0431119920714
140	0.0426164519326
141	0.0540138751239
142	0.0520317145689
143	0.0391476709613
144	0.0470763131814
145	0.0490584737364
146	0.0460852329039
147	0.0391476709613
148	0.0396432111001
149	0.0416253716551
150	0.0510406342914
