X	with_clust2_RELA	wo_clust2_RELA
-150	0.18954248366	0.142857142857
-149	0.130718954248	0.05
-148	0.0806100217865	0.0357142857143
-147	0.102396514161	0.0857142857143
-146	0.132897603486	0.0714285714286
-145	0.119825708061	0.0142857142857
-144	0.0675381263617	0.0285714285714
-143	0.0936819172113	0.0642857142857
-142	0.111111111111	0.0642857142857
-141	0.143790849673	0.0571428571429
-140	0.0958605664488	0.0285714285714
-139	0.128540305011	0.05
-138	0.148148148148	0.0285714285714
-137	0.135076252723	0.0214285714286
-136	0.119825708061	0.0857142857143
-135	0.113289760349	0.0857142857143
-134	0.154684095861	0.05
-133	0.111111111111	0.0285714285714
-132	0.100217864924	0.0714285714286
-131	0.0871459694989	0.0714285714286
-130	0.108932461874	0.0142857142857
-129	0.0893246187364	0.0214285714286
-128	0.139433551198	0.0928571428571
-127	0.126361655773	0.0428571428571
-126	0.082788671024	0.0428571428571
-125	0.0915032679739	0.05
-124	0.0849673202614	0.0285714285714
-123	0.115468409586	0.0928571428571
-122	0.102396514161	0.0857142857143
-121	0.122004357298	0.0285714285714
-120	0.111111111111	0.0214285714286
-119	0.0958605664488	0.0357142857143
-118	0.0718954248366	0.0857142857143
-117	0.0893246187364	0.0428571428571
-116	0.143790849673	0.0714285714286
-115	0.111111111111	0.0928571428571
-114	0.108932461874	0.0642857142857
-113	0.117647058824	0.05
-112	0.115468409586	0.0357142857143
-111	0.117647058824	0.0285714285714
-110	0.0936819172113	0.0357142857143
-109	0.106753812636	0.0857142857143
-108	0.106753812636	0.05
-107	0.156862745098	0.0357142857143
-106	0.161220043573	0.0428571428571
-105	0.130718954248	0.0142857142857
-104	0.100217864924	0.0285714285714
-103	0.119825708061	0.0857142857143
-102	0.113289760349	0.0214285714286
-101	0.100217864924	0.05
-100	0.082788671024	0.0142857142857
-99	0.0915032679739	0.0428571428571
-98	0.126361655773	0.0
-97	0.119825708061	0.0142857142857
-96	0.115468409586	0.107142857143
-95	0.0893246187364	0.0714285714286
-94	0.126361655773	0.0928571428571
-93	0.128540305011	0.135714285714
-92	0.132897603486	0.0285714285714
-91	0.141612200436	0.0571428571429
-90	0.139433551198	0.0428571428571
-89	0.0915032679739	0.0214285714286
-88	0.0849673202614	0.0428571428571
-87	0.111111111111	0.107142857143
-86	0.124183006536	0.15
-85	0.106753812636	0.0857142857143
-84	0.082788671024	0.0785714285714
-83	0.0936819172113	0.05
-82	0.0915032679739	0.0428571428571
-81	0.154684095861	0.0285714285714
-80	0.124183006536	0.0928571428571
-79	0.104575163399	0.0214285714286
-78	0.102396514161	0.0571428571429
-77	0.104575163399	0.0785714285714
-76	0.137254901961	0.0428571428571
-75	0.122004357298	0.0642857142857
-74	0.119825708061	0.0428571428571
-73	0.122004357298	0.05
-72	0.117647058824	0.142857142857
-71	0.100217864924	0.05
-70	0.128540305011	0.107142857143
-69	0.132897603486	0.05
-68	0.124183006536	0.0857142857143
-67	0.119825708061	0.0857142857143
-66	0.0806100217865	0.05
-65	0.0936819172113	0.0857142857143
-64	0.111111111111	0.0571428571429
-63	0.119825708061	0.0428571428571
-62	0.106753812636	0.0571428571429
-61	0.115468409586	0.1
-60	0.148148148148	0.0642857142857
-59	0.111111111111	0.0714285714286
-58	0.126361655773	0.107142857143
-57	0.124183006536	0.128571428571
-56	0.106753812636	0.0714285714286
-55	0.152505446623	0.142857142857
-54	0.108932461874	0.171428571429
-53	0.100217864924	0.0857142857143
-52	0.145969498911	0.0714285714286
-51	0.135076252723	0.0785714285714
-50	0.135076252723	0.0642857142857
-49	0.124183006536	0.0928571428571
-48	0.115468409586	0.0642857142857
-47	0.0871459694989	0.0857142857143
-46	0.113289760349	0.0785714285714
-45	0.128540305011	0.0571428571429
-44	0.137254901961	0.0642857142857
-43	0.115468409586	0.0642857142857
-42	0.117647058824	0.0857142857143
-41	0.139433551198	0.1
-40	0.124183006536	0.0357142857143
-39	0.119825708061	0.0357142857143
-38	0.119825708061	0.0785714285714
-37	0.117647058824	0.0142857142857
-36	0.124183006536	0.0928571428571
-35	0.104575163399	0.0357142857143
-34	0.126361655773	0.0714285714286
-33	0.115468409586	0.0642857142857
-32	0.0915032679739	0.0785714285714
-31	0.102396514161	0.0357142857143
-30	0.193899782135	0.05
-29	0.0980392156863	0.05
-28	0.141612200436	0.0785714285714
-27	0.104575163399	0.0428571428571
-26	0.0806100217865	0.0214285714286
-25	0.122004357298	0.0428571428571
-24	0.154684095861	0.0714285714286
-23	0.139433551198	0.0571428571429
-22	0.156862745098	0.0642857142857
-21	0.148148148148	0.0785714285714
-20	0.132897603486	0.164285714286
-19	0.148148148148	0.0428571428571
-18	0.161220043573	0.0428571428571
-17	0.18082788671	0.0642857142857
-16	0.191721132898	0.0928571428571
-15	0.135076252723	0.0642857142857
-14	0.132897603486	0.0357142857143
-13	0.0980392156863	0.0285714285714
-12	0.117647058824	0.05
-11	0.143790849673	0.135714285714
-10	0.141612200436	0.107142857143
-9	0.115468409586	0.0857142857143
-8	0.100217864924	0.05
-7	0.102396514161	0.0428571428571
-6	0.100217864924	0.0928571428571
-5	0.0806100217865	0.0714285714286
-4	0.124183006536	0.0285714285714
-3	0.16339869281	0.0928571428571
-2	0.082788671024	0.0214285714286
-1	0.0348583877996	0.00714285714286
0	0.0675381263617	0.0285714285714
1	0.0479302832244	0.0928571428571
2	0.156862745098	0.0857142857143
3	0.115468409586	0.114285714286
4	0.126361655773	0.107142857143
5	0.106753812636	0.0357142857143
6	0.106753812636	0.0714285714286
7	0.126361655773	0.05
8	0.122004357298	0.05
9	0.122004357298	0.05
10	0.130718954248	0.0642857142857
11	0.145969498911	0.0214285714286
12	0.152505446623	0.107142857143
13	0.082788671024	0.0928571428571
14	0.0871459694989	0.0857142857143
15	0.159041394336	0.0714285714286
16	0.148148148148	0.0571428571429
17	0.124183006536	0.107142857143
18	0.115468409586	0.0142857142857
19	0.130718954248	0.0357142857143
20	0.126361655773	0.0642857142857
21	0.119825708061	0.05
22	0.141612200436	0.0142857142857
23	0.159041394336	0.0357142857143
24	0.143790849673	0.0357142857143
25	0.119825708061	0.0714285714286
26	0.130718954248	0.00714285714286
27	0.126361655773	0.0714285714286
28	0.102396514161	0.0571428571429
29	0.119825708061	0.0857142857143
30	0.115468409586	0.05
31	0.106753812636	0.0642857142857
32	0.117647058824	0.0571428571429
33	0.141612200436	0.0571428571429
34	0.106753812636	0.05
35	0.150326797386	0.0571428571429
36	0.130718954248	0.0571428571429
37	0.0915032679739	0.0571428571429
38	0.0915032679739	0.0571428571429
39	0.0915032679739	0.0714285714286
