X	with_clust3_RELA	wo_clust3_RELA
-150	0.100552486188	0.0538922155689
-149	0.104972375691	0.0419161676647
-148	0.101657458564	0.0718562874251
-147	0.140331491713	0.0389221556886
-146	0.133701657459	0.0748502994012
-145	0.140331491713	0.062874251497
-144	0.104972375691	0.0479041916168
-143	0.0950276243094	0.0508982035928
-142	0.117127071823	0.0479041916168
-141	0.125966850829	0.0508982035928
-140	0.127071823204	0.0419161676647
-139	0.100552486188	0.0508982035928
-138	0.114917127072	0.0419161676647
-137	0.129281767956	0.062874251497
-136	0.122651933702	0.0359281437126
-135	0.118232044199	0.0329341317365
-134	0.15138121547	0.062874251497
-133	0.137016574586	0.0479041916168
-132	0.117127071823	0.0688622754491
-131	0.102762430939	0.0568862275449
-130	0.117127071823	0.0269461077844
-129	0.102762430939	0.059880239521
-128	0.0983425414365	0.0329341317365
-127	0.0994475138122	0.0479041916168
-126	0.0994475138122	0.0239520958084
-125	0.117127071823	0.0389221556886
-124	0.127071823204	0.0568862275449
-123	0.127071823204	0.0299401197605
-122	0.130386740331	0.0329341317365
-121	0.133701657459	0.0479041916168
-120	0.0906077348066	0.0479041916168
-119	0.111602209945	0.0508982035928
-118	0.100552486188	0.0718562874251
-117	0.123756906077	0.0479041916168
-116	0.148066298343	0.059880239521
-115	0.124861878453	0.0359281437126
-114	0.130386740331	0.0538922155689
-113	0.107182320442	0.0808383233533
-112	0.134806629834	0.0868263473054
-111	0.123756906077	0.0508982035928
-110	0.118232044199	0.0568862275449
-109	0.161325966851	0.0359281437126
-108	0.130386740331	0.0359281437126
-107	0.119337016575	0.0269461077844
-106	0.139226519337	0.0389221556886
-105	0.121546961326	0.0868263473054
-104	0.118232044199	0.0389221556886
-103	0.122651933702	0.059880239521
-102	0.111602209945	0.0868263473054
-101	0.106077348066	0.0658682634731
-100	0.11270718232	0.0748502994012
-99	0.121546961326	0.062874251497
-98	0.125966850829	0.0419161676647
-97	0.104972375691	0.059880239521
-96	0.127071823204	0.0508982035928
-95	0.113812154696	0.0928143712575
-94	0.101657458564	0.0269461077844
-93	0.116022099448	0.0508982035928
-92	0.160220994475	0.0538922155689
-91	0.148066298343	0.0958083832335
-90	0.119337016575	0.0449101796407
