X	wo_clust3_RELA
-150	0.0538922155689
-149	0.0419161676647
-148	0.0718562874251
-147	0.0389221556886
-146	0.0748502994012
-145	0.062874251497
-144	0.0479041916168
-143	0.0508982035928
-142	0.0479041916168
-141	0.0508982035928
-140	0.0419161676647
-139	0.0508982035928
-138	0.0419161676647
-137	0.062874251497
-136	0.0359281437126
-135	0.0329341317365
-134	0.062874251497
-133	0.0479041916168
-132	0.0688622754491
-131	0.0568862275449
-130	0.0269461077844
-129	0.059880239521
-128	0.0329341317365
-127	0.0479041916168
-126	0.0239520958084
-125	0.0389221556886
-124	0.0568862275449
-123	0.0299401197605
-122	0.0329341317365
-121	0.0479041916168
-120	0.0479041916168
-119	0.0508982035928
-118	0.0718562874251
-117	0.0479041916168
-116	0.059880239521
-115	0.0359281437126
-114	0.0538922155689
-113	0.0808383233533
-112	0.0868263473054
-111	0.0508982035928
-110	0.0568862275449
-109	0.0359281437126
-108	0.0359281437126
-107	0.0269461077844
-106	0.0389221556886
-105	0.0868263473054
-104	0.0389221556886
-103	0.059880239521
-102	0.0868263473054
-101	0.0658682634731
-100	0.0748502994012
-99	0.062874251497
-98	0.0419161676647
-97	0.059880239521
-96	0.0508982035928
-95	0.0928143712575
-94	0.0269461077844
-93	0.0508982035928
-92	0.0538922155689
-91	0.0958083832335
-90	0.0449101796407
-89	0.0538922155689
-88	0.0898203592814
-87	0.0688622754491
-86	0.062874251497
-85	0.0568862275449
-84	0.0748502994012
-83	0.062874251497
-82	0.0449101796407
-81	0.0508982035928
-80	0.0688622754491
-79	0.0658682634731
-78	0.0538922155689
-77	0.062874251497
-76	0.125748502994
-75	0.0658682634731
-74	0.0868263473054
-73	0.062874251497
-72	0.0718562874251
-71	0.0718562874251
-70	0.0838323353293
-69	0.062874251497
-68	0.0988023952096
-67	0.0928143712575
-66	0.0988023952096
-65	0.0868263473054
-64	0.0658682634731
-63	0.0898203592814
-62	0.0449101796407
-61	0.0479041916168
-60	0.0449101796407
-59	0.0479041916168
-58	0.0538922155689
-57	0.0269461077844
-56	0.059880239521
-55	0.0538922155689
-54	0.0868263473054
-53	0.059880239521
-52	0.0868263473054
-51	0.0658682634731
-50	0.0658682634731
-49	0.0808383233533
-48	0.0389221556886
-47	0.0718562874251
-46	0.0718562874251
-45	0.0389221556886
-44	0.0508982035928
-43	0.0778443113772
-42	0.0688622754491
-41	0.0838323353293
-40	0.0718562874251
-39	0.0868263473054
-38	0.0778443113772
-37	0.0688622754491
-36	0.059880239521
-35	0.0778443113772
-34	0.0748502994012
-33	0.0958083832335
-32	0.059880239521
-31	0.0808383233533
-30	0.0748502994012
-29	0.0568862275449
-28	0.0718562874251
-27	0.0419161676647
-26	0.0508982035928
-25	0.0748502994012
-24	0.101796407186
-23	0.110778443114
-22	0.0868263473054
-21	0.0658682634731
-20	0.0568862275449
-19	0.0778443113772
-18	0.0718562874251
-17	0.0778443113772
-16	0.0449101796407
-15	0.0838323353293
-14	0.0868263473054
-13	0.0748502994012
-12	0.059880239521
-11	0.0538922155689
-10	0.0958083832335
-9	0.107784431138
-8	0.0748502994012
-7	0.0688622754491
-6	0.0688622754491
-5	0.0658682634731
-4	0.116766467066
-3	0.0898203592814
-2	0.0359281437126
-1	0.0239520958084
0	0.0209580838323
1	0.0389221556886
2	0.0778443113772
3	0.062874251497
4	0.0808383233533
5	0.062874251497
6	0.0538922155689
7	0.0568862275449
8	0.0568862275449
9	0.059880239521
10	0.101796407186
11	0.0508982035928
12	0.0718562874251
13	0.059880239521
14	0.0538922155689
15	0.0479041916168
16	0.0479041916168
17	0.0688622754491
18	0.0449101796407
19	0.0688622754491
20	0.0449101796407
21	0.0658682634731
22	0.101796407186
23	0.101796407186
24	0.0688622754491
25	0.0658682634731
26	0.0449101796407
27	0.0778443113772
28	0.0718562874251
29	0.0688622754491
30	0.0778443113772
31	0.0748502994012
32	0.0449101796407
33	0.0568862275449
34	0.0748502994012
35	0.0658682634731
36	0.0508982035928
37	0.062874251497
38	0.0479041916168
39	0.059880239521
40	0.0778443113772
41	0.0808383233533
42	0.0568862275449
43	0.0538922155689
44	0.0718562874251
45	0.0688622754491
46	0.0808383233533
47	0.107784431138
48	0.0658682634731
49	0.0449101796407
50	0.110778443114
51	0.062874251497
52	0.0568862275449
53	0.0808383233533
54	0.0718562874251
55	0.0748502994012
56	0.0988023952096
57	0.062874251497
58	0.0419161676647
59	0.0958083832335
60	0.0748502994012
61	0.059880239521
62	0.104790419162
63	0.0748502994012
64	0.0868263473054
65	0.0538922155689
66	0.059880239521
67	0.0988023952096
68	0.0508982035928
69	0.0718562874251
70	0.0958083832335
71	0.0658682634731
72	0.0508982035928
73	0.0718562874251
74	0.0898203592814
75	0.0688622754491
76	0.059880239521
77	0.0419161676647
78	0.0688622754491
79	0.0988023952096
80	0.0748502994012
81	0.110778443114
82	0.0838323353293
83	0.0778443113772
84	0.0658682634731
85	0.104790419162
86	0.0658682634731
87	0.0748502994012
88	0.0658682634731
89	0.0778443113772
90	0.0688622754491
91	0.0538922155689
92	0.0658682634731
93	0.0808383233533
94	0.0958083832335
95	0.0868263473054
96	0.059880239521
97	0.0658682634731
98	0.0808383233533
99	0.0538922155689
100	0.0658682634731
101	0.059880239521
102	0.0958083832335
103	0.107784431138
104	0.0778443113772
105	0.0778443113772
106	0.101796407186
107	0.0419161676647
108	0.0479041916168
