X	with_clust1_RELA	wo_clust1_RELA
-150	0.0640668523677	0.0606060606061
-149	0.091922005571	0.0227272727273
-148	0.066852367688	0.0454545454545
-147	0.0779944289694	0.0454545454545
-146	0.0640668523677	0.0340909090909
-145	0.0529247910864	0.0340909090909
-144	0.0947075208914	0.0340909090909
-143	0.0779944289694	0.0454545454545
-142	0.103064066852	0.0719696969697
-141	0.108635097493	0.0681818181818
-140	0.125348189415	0.0530303030303
-139	0.0779944289694	0.0719696969697
-138	0.0947075208914	0.0454545454545
-137	0.108635097493	0.0265151515152
-136	0.108635097493	0.0454545454545
-135	0.0807799442897	0.0227272727273
-134	0.133704735376	0.0227272727273
-133	0.075208913649	0.0492424242424
-132	0.0947075208914	0.0530303030303
-131	0.108635097493	0.0340909090909
-130	0.0891364902507	0.0340909090909
-129	0.136490250696	0.0681818181818
-128	0.122562674095	0.0227272727273
-127	0.091922005571	0.0227272727273
-126	0.105849582173	0.0227272727273
-125	0.144846796657	0.0151515151515
-124	0.136490250696	0.0378787878788
-123	0.133704735376	0.0151515151515
-122	0.0947075208914	0.0719696969697
-121	0.103064066852	0.0378787878788
-120	0.105849582173	0.0340909090909
-119	0.108635097493	0.0416666666667
-118	0.0863509749304	0.0416666666667
-117	0.111420612813	0.030303030303
-116	0.122562674095	0.0492424242424
-115	0.105849582173	0.0416666666667
-114	0.103064066852	0.0492424242424
-113	0.122562674095	0.0416666666667
-112	0.111420612813	0.0530303030303
-111	0.158774373259	0.0454545454545
-110	0.091922005571	0.030303030303
-109	0.114206128134	0.030303030303
-108	0.0891364902507	0.0454545454545
-107	0.08356545961	0.0227272727273
-106	0.0891364902507	0.0340909090909
-105	0.100278551532	0.0492424242424
-104	0.0863509749304	0.030303030303
-103	0.147632311978	0.0871212121212
-102	0.144846796657	0.0151515151515
-101	0.147632311978	0.0606060606061
-100	0.150417827298	0.0606060606061
-99	0.128133704735	0.0833333333333
-98	0.114206128134	0.0492424242424
-97	0.0974930362117	0.0492424242424
-96	0.133704735376	0.094696969697
-95	0.144846796657	0.0416666666667
-94	0.100278551532	0.0454545454545
-93	0.119777158774	0.0416666666667
-92	0.08356545961	0.0378787878788
-91	0.122562674095	0.0416666666667
-90	0.108635097493	0.0757575757576
-89	0.128133704735	0.0227272727273
-88	0.116991643454	0.0340909090909
-87	0.194986072423	0.0681818181818
-86	0.175487465181	0.0681818181818
-85	0.150417827298	0.0606060606061
-84	0.136490250696	0.0492424242424
-83	0.0891364902507	0.030303030303
-82	0.16713091922	0.0416666666667
-81	0.105849582173	0.0378787878788
