X	wo_clust5_RELA
-150	0.0509554140127
-149	0.0713375796178
-148	0.0496815286624
-147	0.0522292993631
-146	0.0649681528662
-145	0.0522292993631
-144	0.0624203821656
-143	0.0484076433121
-142	0.0726114649682
-141	0.0726114649682
-140	0.0611464968153
-139	0.056050955414
-138	0.0496815286624
-137	0.0535031847134
-136	0.0751592356688
-135	0.0611464968153
-134	0.0764331210191
-133	0.0624203821656
-132	0.0675159235669
-131	0.0751592356688
-130	0.0496815286624
-129	0.0535031847134
-128	0.0573248407643
-127	0.056050955414
-126	0.0751592356688
-125	0.0764331210191
-124	0.056050955414
-123	0.0802547770701
-122	0.0675159235669
-121	0.0993630573248
-120	0.0789808917197
-119	0.0700636942675
-118	0.084076433121
-117	0.0675159235669
-116	0.0929936305732
-115	0.0713375796178
-114	0.0789808917197
-113	0.0522292993631
-112	0.0738853503185
-111	0.0942675159236
-110	0.0828025477707
-109	0.0726114649682
-108	0.103184713376
-107	0.056050955414
-106	0.0815286624204
-105	0.0675159235669
-104	0.0738853503185
-103	0.205095541401
-102	0.0764331210191
-101	0.0980891719745
-100	0.0980891719745
-99	0.103184713376
-98	0.087898089172
-97	0.0828025477707
-96	0.0611464968153
-95	0.0726114649682
-94	0.0738853503185
-93	0.0738853503185
-92	0.0777070063694
-91	0.059872611465
-90	0.0751592356688
-89	0.0675159235669
-88	0.0738853503185
-87	0.0700636942675
-86	0.0726114649682
-85	0.0535031847134
-84	0.0713375796178
-83	0.0585987261146
-82	0.0675159235669
-81	0.0751592356688
-80	0.0980891719745
-79	0.0815286624204
-78	0.0815286624204
-77	0.0636942675159
-76	0.0713375796178
-75	0.0853503184713
-74	0.0777070063694
-73	0.0917197452229
-72	0.0726114649682
-71	0.0777070063694
-70	0.0789808917197
-69	0.084076433121
-68	0.0522292993631
-67	0.084076433121
-66	0.0700636942675
-65	0.0777070063694
-64	0.0675159235669
-63	0.087898089172
-62	0.101910828025
-61	0.087898089172
-60	0.0764331210191
-59	0.0891719745223
-58	0.0662420382166
-57	0.0675159235669
-56	0.0611464968153
-55	0.0764331210191
-54	0.100636942675
-53	0.0509554140127
-52	0.0815286624204
-51	0.0828025477707
-50	0.0802547770701
-49	0.0713375796178
-48	0.0611464968153
-47	0.0675159235669
-46	0.084076433121
-45	0.109554140127
-44	0.0828025477707
-43	0.115923566879
-42	0.0955414012739
-41	0.114649681529
-40	0.0751592356688
-39	0.0917197452229
-38	0.0891719745223
-37	0.087898089172
-36	0.0993630573248
-35	0.110828025478
-34	0.0751592356688
-33	0.0700636942675
-32	0.0675159235669
