X	with_clust2_RELA
-150	0.18954248366
-149	0.130718954248
-148	0.0806100217865
-147	0.102396514161
-146	0.132897603486
-145	0.119825708061
-144	0.0675381263617
-143	0.0936819172113
-142	0.111111111111
-141	0.143790849673
-140	0.0958605664488
-139	0.128540305011
-138	0.148148148148
-137	0.135076252723
-136	0.119825708061
-135	0.113289760349
-134	0.154684095861
-133	0.111111111111
-132	0.100217864924
-131	0.0871459694989
-130	0.108932461874
-129	0.0893246187364
-128	0.139433551198
-127	0.126361655773
-126	0.082788671024
-125	0.0915032679739
-124	0.0849673202614
-123	0.115468409586
-122	0.102396514161
-121	0.122004357298
-120	0.111111111111
-119	0.0958605664488
-118	0.0718954248366
-117	0.0893246187364
-116	0.143790849673
-115	0.111111111111
-114	0.108932461874
-113	0.117647058824
-112	0.115468409586
-111	0.117647058824
-110	0.0936819172113
-109	0.106753812636
-108	0.106753812636
-107	0.156862745098
-106	0.161220043573
-105	0.130718954248
-104	0.100217864924
-103	0.119825708061
-102	0.113289760349
-101	0.100217864924
-100	0.082788671024
-99	0.0915032679739
-98	0.126361655773
-97	0.119825708061
-96	0.115468409586
-95	0.0893246187364
-94	0.126361655773
-93	0.128540305011
-92	0.132897603486
-91	0.141612200436
-90	0.139433551198
-89	0.0915032679739
-88	0.0849673202614
-87	0.111111111111
-86	0.124183006536
-85	0.106753812636
-84	0.082788671024
-83	0.0936819172113
-82	0.0915032679739
-81	0.154684095861
-80	0.124183006536
-79	0.104575163399
-78	0.102396514161
-77	0.104575163399
-76	0.137254901961
-75	0.122004357298
-74	0.119825708061
-73	0.122004357298
-72	0.117647058824
-71	0.100217864924
-70	0.128540305011
-69	0.132897603486
-68	0.124183006536
-67	0.119825708061
-66	0.0806100217865
-65	0.0936819172113
-64	0.111111111111
-63	0.119825708061
-62	0.106753812636
-61	0.115468409586
-60	0.148148148148
-59	0.111111111111
-58	0.126361655773
-57	0.124183006536
-56	0.106753812636
-55	0.152505446623
-54	0.108932461874
-53	0.100217864924
-52	0.145969498911
-51	0.135076252723
-50	0.135076252723
-49	0.124183006536
-48	0.115468409586
-47	0.0871459694989
-46	0.113289760349
-45	0.128540305011
-44	0.137254901961
-43	0.115468409586
-42	0.117647058824
-41	0.139433551198
-40	0.124183006536
-39	0.119825708061
-38	0.119825708061
-37	0.117647058824
-36	0.124183006536
-35	0.104575163399
