X	with_clust2_RELA
-34	0.126361655773
-33	0.115468409586
-32	0.0915032679739
-31	0.102396514161
-30	0.193899782135
-29	0.0980392156863
-28	0.141612200436
-27	0.104575163399
-26	0.0806100217865
-25	0.122004357298
-24	0.154684095861
-23	0.139433551198
-22	0.156862745098
-21	0.148148148148
-20	0.132897603486
-19	0.148148148148
-18	0.161220043573
-17	0.18082788671
-16	0.191721132898
-15	0.135076252723
-14	0.132897603486
-13	0.0980392156863
-12	0.117647058824
-11	0.143790849673
-10	0.141612200436
-9	0.115468409586
-8	0.100217864924
-7	0.102396514161
-6	0.100217864924
-5	0.0806100217865
-4	0.124183006536
-3	0.16339869281
-2	0.082788671024
-1	0.0348583877996
0	0.0675381263617
1	0.0479302832244
2	0.156862745098
3	0.115468409586
4	0.126361655773
5	0.106753812636
6	0.106753812636
7	0.126361655773
8	0.122004357298
9	0.122004357298
10	0.130718954248
11	0.145969498911
12	0.152505446623
13	0.082788671024
14	0.0871459694989
15	0.159041394336
16	0.148148148148
17	0.124183006536
18	0.115468409586
19	0.130718954248
20	0.126361655773
21	0.119825708061
22	0.141612200436
23	0.159041394336
24	0.143790849673
25	0.119825708061
26	0.130718954248
27	0.126361655773
28	0.102396514161
29	0.119825708061
30	0.115468409586
31	0.106753812636
32	0.117647058824
33	0.141612200436
34	0.106753812636
35	0.150326797386
36	0.130718954248
37	0.0915032679739
38	0.0915032679739
39	0.0915032679739
40	0.100217864924
41	0.124183006536
42	0.102396514161
43	0.119825708061
44	0.078431372549
45	0.117647058824
46	0.0893246187364
47	0.0893246187364
48	0.0893246187364
49	0.117647058824
50	0.119825708061
51	0.130718954248
52	0.0915032679739
53	0.0936819172113
54	0.082788671024
55	0.104575163399
56	0.0675381263617
57	0.0610021786492
58	0.0849673202614
59	0.0806100217865
60	0.0762527233115
61	0.106753812636
62	0.078431372549
63	0.082788671024
64	0.0871459694989
65	0.0980392156863
66	0.082788671024
67	0.0653594771242
68	0.0740740740741
69	0.0936819172113
70	0.106753812636
71	0.0915032679739
72	0.0936819172113
73	0.0936819172113
74	0.100217864924
75	0.137254901961
76	0.117647058824
77	0.0849673202614
78	0.0958605664488
79	0.0958605664488
80	0.0544662309368
81	0.0871459694989
82	0.119825708061
83	0.0936819172113
84	0.0718954248366
85	0.100217864924
86	0.100217864924
87	0.0871459694989
88	0.0871459694989
89	0.100217864924
90	0.0697167755991
91	0.115468409586
92	0.0806100217865
93	0.0980392156863
94	0.106753812636
95	0.104575163399
96	0.113289760349
97	0.0544662309368
98	0.102396514161
99	0.102396514161
100	0.0936819172113
101	0.0806100217865
102	0.082788671024
103	0.106753812636
104	0.108932461874
105	0.0980392156863
106	0.078431372549
107	0.082788671024
108	0.0697167755991
109	0.0871459694989
110	0.0958605664488
111	0.0849673202614
112	0.0958605664488
113	0.0806100217865
114	0.0740740740741
115	0.0980392156863
116	0.111111111111
117	0.108932461874
118	0.0610021786492
119	0.0806100217865
120	0.082788671024
121	0.078431372549
122	0.0762527233115
123	0.0871459694989
124	0.0566448801743
125	0.0806100217865
126	0.0915032679739
127	0.0718954248366
128	0.082788671024
129	0.0653594771242
130	0.106753812636
131	0.0915032679739
132	0.0718954248366
133	0.0980392156863
134	0.082788671024
135	0.0697167755991
136	0.113289760349
137	0.0675381263617
138	0.0631808278867
139	0.0544662309368
140	0.126361655773
141	0.0653594771242
142	0.0915032679739
143	0.0566448801743
144	0.0762527233115
145	0.0479302832244
146	0.108932461874
147	0.119825708061
148	0.113289760349
149	0.082788671024
150	0.0718954248366
