"  "	" "
"MA0477.1.FOSL1"	-13.9412655689115	-13.9412655689115
"MA0489.1.JUN.var.2"	-13.0435819693723	-13.0435819693723
"MA0478.1.FOSL2"	-12.9538683991485	-12.9538683991485
"MA0106.3.TP53"	-6.56758211256182	-6.56758211256182
"UP00148_1_Hdx_3845.3"	-5.98894830414911	-5.98894830414911
"MA0481.1.FOXP1"	-4.46074966972854	-4.46074966972854
"UP00213_1_Hoxa9_2622.2"	-4.34640818531245	-4.34640818531245
"MA0139.1.CTCF"	-4.151281428207	-4.151281428207
"MA0150.2.Nfe2l2"	-4.04168475770936	-4.04168475770936
"UP00009_1_Nr2f2_primary"	-3.98986526782147	-3.98986526782147
"MA0594.1.Hoxa9"	-2.72036487774983	-2.72036487774983
"MA0137.3.STAT1"	-1.3372395266968	-1.3372395266968
"MA0867.1.SOX4"	-0.746343821373789	-0.746343821373789
"MA0746.1.SP3"	0	0
"MA0470.1.E2F4"	0.0124275742657724	0.0124275742657724
"MA0029.1.Mecom"	2.01444397402042	2.01444397402042
"MA0497.1.MEF2C"	2.1436772942227	2.1436772942227
"MA0801.1.MGA"	3.38220581044334	3.38220581044334
"MA0731.1.BCL6B"	4.21037994048831	4.21037994048831
"MA1099.1.Hes1"	4.31396138416835	4.31396138416835
"MA0777.1.MYBL2"	6.24650802059335	6.24650802059335
"MA0098.3.ETS1"	6.56226978668244	6.56226978668244
"MA0473.2.ELF1"	6.59816437701646	6.59816437701646
"UP00049_1_Sp100_primary"	8.3807396651482	8.3807396651482
"MA0475.2.FLI1"	9.72930719694262	9.72930719694262
"MA0095.2.YY1"	10.1241050253911	10.1241050253911
"MA0474.2.ERG"	10.2747967838872	10.2747967838872
"MA0076.2.ELK4"	13.7554297010982	13.7554297010982
"MA0765.1.ETV5"	15.6639488680962	15.6639488680962
