TF	P_VALUE_YOUNG	P_VALUE_OLD
"Ash2l_hand"	4.68564815822434	2.69115823873868
"BCL11A_MEME_motif1"	13.5438466106253	0.573049786345024
"E2A-Homer"	5.11041819785038	0.271394643587885
"IRF8_AICS"	14.07341063146	3.03300460306946
"IRF8_IECS_HAND_KANO"	4.90696374705484	0.352744206798782
"Ikaros1_M00086"	11.5768196848952	0.118056427615292
"Ikaros2_M00087"	10.1599378392881	1.46589770861222
"Ikaros3_M00088"	9.37564569968299	0.0726912433845004
"MA0002.2.RUNX1"	23.010826153774	0.150838659588076
"MA0007.3.Ar"	8.44707639165351	0.57241652637474
"MA0009.2.T"	2.57700002272838	3.67908554695443
"MA0014.2.PAX5"	4.12397856035852	0.176147721008435
"MA0017.2.NR2F1"	12.1300177171409	2.22350947813237
"MA0019.1.Ddit3::Cebpa"	3.80933220392935	0.0817441823539747
"MA0028.2.ELK1"	0.327495758699091	6.76258194395376
"MA0030.1.FOXF2"	4.86566348905132	0.000360614095540197
"MA0035.3.Gata1"	4.21992042651571	0.271930428840438
"MA0036.2.GATA2"	4.73854679725819	0.0311669551095701
"MA0047.2.Foxa2"	3.8202471931025	0.0105768815852549
"MA0050.2.IRF1"	16.4800670534732	1.52907524670003
"MA0051.1.IRF2"	3.47341520883054	0.43527477159253
"MA0057.1.MZF1.var.2"	5.67475123471246	0.0448416130742064
"MA0062.2.Gabpa"	0.15568439445564	8.88276185786018
"MA0065.2.Pparg::Rxra"	9.07705667111864	0.39820066356547
"MA0066.1.PPARG"	9.55531516968352	1.93415896568028
"MA0069.1.Pax6"	6.00445693824638	0.0342857294293182
"MA0071.1.RORA"	4.19564245253324	0.846795099915716
"MA0072.1.RORA.var.2"	7.97151008347811	0.0430204274088296
"MA0073.1.RREB1"	15.2583678692086	2.26133040683565
"MA0074.1.RXRA::VDR"	4.87683462909708	0.302343549465424
"MA0076.2.ELK4"	0.621729316903642	8.86410442443598
"MA0078.1.Sox17"	4.34980908164307	0.16467730806909
"MA0081.1.SPIB"	4.62563664247497	2.21741272575863
"MA0083.3.SRF"	12.6317689166889	4.17053540714051
"MA0088.2.ZNF143"	7.09967111279284	10.6886700476962
"MA0090.2.TEAD1"	22.2462944061581	0.112129622488069
"MA0091.1.TAL1::TCF3"	6.70368589664676	0.0375975133447406
"MA0092.1.Hand1::Tcf3"	9.12356275751969	0.85949195696182
"MA0098.3.ETS1"	0.897840816756315	5.121426505852
"MA0101.1.REL"	13.118678123579	0.880777113076417
"MA0103.2.ZEB1"	0.91721462968355	5.24523897483173
"MA0105.4.NFKB1"	5.56648617933546	0.0817441823539747
"MA0107.1.RELA"	21.3287345670526	0.61672334959235
"MA0111.1.Spz1"	4.17063832509811	0.369734888766595
"MA0113.3.NR3C1"	5.79843902188326	0.607338213709211
"MA0114.3.Hnf4a"	8.52118829104819	0.584142260524557
"MA0115.1.NR1H2::RXRA"	9.57197865591395	1.53862154357492
"MA0117.2.Mafb"	6.75763252308856	0.52061186400414
"MA0130.1.ZNF354C"	3.67625302428499	0.0375975133447406
"MA0137.3.STAT1"	9.06784090838267	0.224921369470228
"MA0138.2.REST"	13.7068142932934	4.31734959421854
"MA0141.3.ESRRB"	3.38564071451633	0.625654983775391
"MA0142.1.Pou5f1::Sox2"	3.36076260421797	0.00914633634853602
"MA0143.3.Sox2"	7.15495159647724	0.0603859118152772
"MA0144.2.STAT3"	11.4570252710918	1.47524049497114
"MA0148.3.FOXA1"	4.56977977367893	0.179555508741864
"MA0149.1.EWSR1-FLI1"	16.1351982999492	3.08044601426658
"MA0150.2.Nfe2l2"	4.42230144249074	4.34296653388161e-06
"MA0154.3.EBF1"	9.52690735851536	2.70265538546531
"MA0156.2.FEV"	1.40058639420936	5.94328567048361
"MA0159.1.RARA::RXRA"	8.83725641676458	1.37397802658828
"MA0160.1.NR4A2"	6.69581117038516	0.880777113076417
"MA0258.2.ESR2"	4.45374120123447	3.09761631556753
"MA0442.1.SOX10"	5.72934445104702	0
"MA0462.1.BATF::JUN"	3.46181599914173	0
"MA0463.1.Bcl6"	10.9263549544868	0.852880423978035
"MA0469.2.E2F3"	4.71110272367743	4.46871272574172
"MA0471.1.E2F6"	4.33006977467601	1.81815641205523
"MA0473.2.ELF1"	1.20859710499227	5.35196216957051
"MA0474.2.ERG"	0.904412253081257	4.22172571694196
"MA0475.2.FLI1"	0.658822764752635	5.24025663240228
"MA0476.1.FOS"	6.49055552338754	0
"MA0477.1.FOSL1"	5.98602582297908	0
"MA0478.1.FOSL2"	5.27294698864614	0
"MA0479.1.FOXH1"	6.86979493041893	0.154424498611288
"MA0480.1.Foxo1"	13.4308485623208	0.0302766488957626
"MA0481.1.FOXP1"	4.12546600051784	0.145700032290094
"MA0483.1.Gfi1b"	4.61161457428197	0.11419227436795
"MA0484.1.HNF4G"	4.19230264919261	0.539748820545637
"MA0485.1.Hoxc9"	3.61364374191203	0.201542724234695
"MA0486.2.HSF1"	6.20816203858203	0.57154122648442
"MA0488.1.JUN"	4.88695958191218	0.00388252386271199
"MA0489.1.JUN.var.2"	12.2665379040498	0
"MA0490.1.JUNB"	5.05482202652841	0
"MA0491.1.JUND"	6.39439331556991	0
"MA0492.1.JUND.var.2"	8.40177871530403	0.0063742203885574
"MA0495.1.MAFF"	18.0055068771165	0.00447887751893412
"MA0496.1.MAFK"	8.52541954765762	0.00270974775655566
"MA0499.1.Myod1"	7.31310466111139	0.0832197951446342
"MA0500.1.Myog"	8.6088707395821	0.13159069668504
"MA0501.1.MAF::NFE2"	3.04720271534988	0.000312804650162451
"MA0503.1.Nkx2-5.var.2"	6.66292028819907	0.599669278102556
"MA0504.1.NR2C2"	6.88816642185115	0.253225728659368
"MA0505.1.Nr5a2"	11.4715203838662	2.82361930775673
"MA0506.1.NRF1"	0	4.82073553566097
"MA0508.1.PRDM1"	19.1184042395405	2.5665502062384
"MA0511.2.RUNX2"	8.27662643298101	0.0218742870858657
"MA0512.2.Rxra"	5.4322445373041	0.0593142130670004
"MA0513.1.SMAD2::SMAD3::SMAD4"	4.98221564690332	0.212419101621278
"MA0514.1.Sox3"	5.21464168759623	1.28061898748731
"MA0515.1.Sox6"	3.12823447654502	0.185825680990998
"MA0517.1.STAT1::STAT2"	6.89987079664019	0.730720610228101
"MA0518.1.Stat4"	7.84139630018852	0.322931687355119
"MA0519.1.Stat5a::Stat5b"	6.22118334142678	0.322931687355119
"MA0520.1.Stat6"	11.7788727782576	2.32811472116945
"MA0521.1.Tcf12"	9.40114386175069	0.136897317543399
"MA0523.1.TCF7L2"	12.0794749283932	0.654587057262482
"MA0528.1.ZNF263"	33.2268281434916	5.38842537569906
"MA0591.1.Bach1::Mafk"	11.3483925125187	0.00372480251737712
"MA0592.2.Esrra"	4.05971765891519	1.94473637421582
"MA0593.1.FOXP2"	5.84369320050593	0.117407164220655
"MA0595.1.SREBF1"	3.84884474484908	0.878867110001591
"MA0597.1.THAP1"	6.65854569024694	2.36141091670728
"MA0606.1.NFAT5"	8.44509915199634	0.0565994759858262
"MA0607.1.Bhlha15"	5.36183034161146	0.0207795184650504
"MA0624.1.NFATC1"	8.94989103708213	0.012306927599756
"MA0625.1.NFATC3"	10.3038271547569	0.00730512752016114
"MA0627.1.Pou2f3"	3.25383303562271	0.274325171726485
"MA0629.1.Rhox11"	5.8417883307859	0.426385855225976
"MA0631.1.Six3"	3.56337625935847	3.05532983207541
"MA0640.1.ELF3"	2.79317412396815	4.79636887366949
"MA0641.1.ELF4"	0.86973057619463	4.0169603839539
"MA0643.1.Esrrg"	3.49842044419524	0.301708024055507
"MA0645.1.ETV6"	2.33046927973091	6.9256224623552
"MA0648.1.GSC"	5.25607495360495	0.062853372768047
"MA0659.1.MAFG"	8.52569630288344	2.41640453240775
"MA0665.1.MSC"	6.15287790826887	0.0127181574816048
"MA0667.1.MYF6"	6.01766091374853	0.00959898071745416
"MA0677.1.Nr2f6"	6.45456917053465	0.178689582868366
"MA0683.1.POU4F2"	3.78346464258164	0
"MA0684.1.RUNX3"	10.2542149837518	0.00966558587397562
"MA0687.1.SPIC"	4.65923870823733	0.61672334959235
"MA0690.1.TBX21"	3.30613241167036	0
"MA0691.1.TFAP4"	5.58656611161814	0.0633555867121466
"MA0698.1.ZBTB18"	7.28614000177369	0.290221398151775
"MA0715.1.PROP1"	3.163523971105	0
"MA0727.1.NR3C2"	6.29425599166712	0.979514414203449
"MA0728.1.Nr2f6.var.2"	11.2813571676043	1.27479099075724
"MA0729.1.RARA"	9.10547902525873	0.15585846038258
"MA0730.1.RARA.var.2"	9.63989909124304	0.94130831718077
"MA0731.1.BCL6B"	15.737810040087	1.82437223563282
"MA0744.1.SCRT2"	3.48850433632643	0.176147721008435
"MA0750.1.ZBTB7A"	0.0645028107302803	4.64977137024513
"MA0759.1.ELK3"	0.750899522817078	6.3954175827688
"MA0760.1.ERF"	2.04768229637281	3.0017406615763
"MA0761.1.ETV1"	2.72494215387903	9.28124926526034
