TF	P_VALUE_YOUNG	P_VALUE_OLD
"MA0762.1.ETV2"	5.44996742942626	3.78288470449232
"MA0763.1.ETV3"	0.809640283734676	7.33489765317743
"MA0764.1.ETV4"	3.04899294274644	9.43914924316288
"MA0765.1.ETV5"	0.416665175965449	10.4629368572184
"MA0768.1.LEF1"	5.42889704136622	0.333865940680096
"MA0769.1.Tcf7"	5.47077503437267	1.28832771836358
"MA0770.1.HSF2"	6.02483942298909	1.09826386260609
"MA0771.1.HSF4"	6.6150018067376	0.982465840562802
"MA0778.1.NFKB2"	8.93393510254032	0.985479461242076
"MA0779.1.PAX1"	3.67100914455057	0.490689925790709
"MA0783.1.PKNOX2"	4.58671700436918	0.23284413391782
"MA0795.1.SMAD3"	4.42302552539596	1.21520446214324
"MA0796.1.TGIF1"	3.89959498843411	0.479975240617093
"MA0797.1.TGIF2"	3.04843907618962	0.479975240617093
"MA0801.1.MGA"	4.37250100748921	0.00402276871650408
"MA0805.1.TBX1"	3.68888215733749	0.00301139125065444
"MA0808.1.TEAD3"	17.687780316726	0.0375312189648373
"MA0809.1.TEAD4"	26.7405972009775	0.0407057405666793
"MA0810.1.TFAP2A.var.2"	0.0221941151302952	3.97654176235632
"MA0816.1.Ascl2"	7.67137579250979	0.00463687300703942
"MA0832.1.Tcf21"	10.5591696015987	0.000586693657952788
"MA0833.1.ATF4"	3.32277641745173	0
"MA0838.1.CEBPG"	3.64313315331761	0.199358517526
"MA0841.1.NFE2"	3.58826247818264	2.6058450675511e-05
"MA0842.1.NRL"	3.4285357460044	0.578939280808121
"MA0852.1.Foxk1"	3.27869236974758	0.00785755546125829
"MA0856.1.RXRG"	4.38538748772735	0.0116551219041796
"MA0857.1.Rarb"	7.74945802198973	0.134516997804652
"MA0858.1.Rarb.var.2"	10.8639139026159	2.07385828085398
"MA0859.1.Rarg"	4.3126583519486	0.104014231072609
"MA0860.1.Rarg.var.2"	5.26183803824169	2.0081583716322
"MA0864.1.E2F2"	1.85739156449753	3.0574413625604
"MA0865.1.E2F8"	2.91104926578196	4.1173331870293
"MA0866.1.SOX21"	6.4629620783039	2.16293580889575
"MA0867.1.SOX4"	9.92252308049566	1.15413331892763
"MA0868.1.SOX8"	4.28943418019936	0
"MA0869.1.Sox11"	4.16220330185331	3.81191562628506
"MA0870.1.Sox1"	2.16762522836249	4.14243835305713
"MA0883.1.Dmbx1"	3.36037408075919	0
"MA0891.1.GSC2"	3.18095644928994	0.75451200870973
"MA0910.1.Hoxd8"	4.44482087830115	0.0172043112563464
"UP00000_1_Smad3_primary"	11.9999565727231	0.815507311471577
"UP00009_1_Nr2f2_primary"	9.16413194294751	0.0141560494198935
"UP00012_1_Bbx_primary"	3.95868628465414	0
"UP00019_1_Zbtb12_primary"	5.43165744650457	0.490689925790709
"UP00023_1_Sox30_primary"	4.07875063946715	0.912147624836831
"UP00024_1_Glis2_primary"	12.0745486677478	5.75552495531099
"UP00025_1_Foxk1_primary"	4.13091502616733	0.00515954527233891
"UP00027_1_Osr1_primary"	6.19431567588862	0.522054368674732
"UP00028_1_Tcfap2e_primary"	0.244193722554654	3.6215294198647
"UP00030_1_Sox11_primary"	5.32032685986204	0.0844155101627038
"UP00031_1_Zbtb3_primary"	13.1555663180112	4.47220259943766
"UP00032_1_Gata3_primary"	8.17789733135308	0.397766325613573
"UP00033_1_Zfp410_primary"	8.65981376208365	4.1173331870293
"UP00036_1_Myf6_primary"	8.01392279650877	0.0937996858156279
"UP00041_1_Foxj1_primary"	3.02812138297373	0.0871246013524259
"UP00043_1_Bcl6b_primary"	6.92361445604547	0.90875523409204
"UP00044_1_Mafk_primary"	3.02329245999754	0.435120982498547
"UP00045_1_Mafb_primary"	4.61355454425272	1.11544251563599
"UP00048_1_Rara_primary"	9.37826303002643	0.072906934713445
"UP00052_1_Osr2_primary"	4.73350959168886	0.319691687509185
"UP00053_1_Rxra_primary"	3.319003122003	0.476760939809694
"UP00054_1_Tcf7_primary"	10.3058600523574	0.0547431973672238
"UP00055_1_Hbp1_primary"	6.5797966256467	0.0114321254617728
"UP00058_1_Tcf3_primary"	6.96042726340723	0.0959772821986745
"UP00061_1_Foxl1_primary"	3.08001241194507	0.00573565230117467
"UP00062_1_Sox4_primary"	7.0205973250312	0.0844155101627038
"UP00066_1_Hnf4a_primary"	13.5194038518183	1.08566742265576
"UP00067_1_Lef1_primary"	8.59081105307962	2.60835929650761
"UP00070_1_Gcm1_primary"	3.13642734367376	0.239494586312916
"UP00075_1_Sox15_primary"	3.09544673702323	0.721589398524184
"UP00077_1_Srf_primary"	3.23795947002102	0
"UP00078_1_Arid3a_primary"	3.5587291565795	0.134516997804652
"UP00079_1_Esrra_primary"	6.30619393580653	1.45236064826047
"UP00080_1_Gata5_primary"	3.86883061691068	0.323663115467466
"UP00083_1_Tcf7l2_primary"	12.3453903426407	0.820965534067994
"UP00086_1_Irf3_primary"	11.516926458393	1.09117197035663
"UP00087_1_Tcfap2c_primary"	1.10464376352357	4.26166347301175
"UP00089_1_Tcf1_primary"	6.08891700040144	0.508890550394504
"UP00095_1_Zfp691_primary"	3.41739126931227	0
"UP00099_1_Ascl2_primary"	11.5147329753196	1.14182386201766
"UP00100_1_Gata6_primary"	3.21378823294864	0
"UP00111_1_Dmbx1_2277.1"	4.08127786098341	0.0859108286465018
"UP00112_1_Gsc_2327.3"	3.6140364293993	0.112731625519548
"UP00114_1_Homez_1063.2"	1.90322898346677	3.0574413625604
"UP00122_1_Tgif1_2342.2"	3.09611272917795	0.597996690930295
"UP00135_1_Hoxc12_3480.1"	4.42555200956456	0
"UP00153_1_Pitx1_2312.1"	6.63853659763328	1.03190949468884
"UP00157_1_Hmx3_3490.2"	5.12881249667119	0.526878136709271
"UP00160_1_Obox3_3439.1"	5.5238207375183	2.09731192131508
"UP00168_1_Hoxd8_2644.1"	6.04880824206529	0.0281167495355054
"UP00179_1_Pou2f3_3986.2"	3.03299523145909	0.346093170358302
"UP00185_1_Pbx1_3203.1"	3.55687788765155	0
"UP00186_1_Meis1_2335.1"	7.86464469059123	0.284732238849302
"UP00193_1_Rhox11_1765.2"	3.12762809091764	0.112731625519548
"UP00195_1_Six3_1732.2"	4.09505736132538	3.34588123950207
"UP00210_1_Mrg2_2302.1"	5.12446416735869	2.39652001821107
"UP00211_1_Pou3f3_3235.2"	3.23758404254095	0
"UP00216_1_Obox1_3970.2"	3.64164629896673	1.18622558999444
"UP00219_1_Cutl1_3494.1"	3.23764408913297	0.524314287019396
"UP00226_1_Mrg1_2246.2"	4.36712784603333	0.284732238849302
"UP00239_1_Obox2_3438.2"	5.14029742654969	0.34657521636191
"UP00258_1_Tgif2_3451.1"	6.67680979893979	1.36887090404665
"UP00265_1_Pitx3_3497.2"	4.64315224864076	0.095544135519471
"UP00406_1_Spdef_primary"	3.56488856687351	6.05818059583369
"UP00407_1_Elf3_primary"	4.17545765153313	0.807767177075723
"UP00408_1_Gabpa_primary"	3.4863030755426	5.03646243613445
