TF	P_VALUE_YOUNG	P_VALUE_OLD
"MA0003.3.TFAP2A"	12.3453903426407	2.45950785163815
"MA0007.3.Ar"	8.44702150801209	12.3453903426407
"MA0017.2.NR2F1"	11.9234578570683	12.3453903426407
"MA0024.3.E2F1"	1.90031935887516	12.3453903426407
"MA0029.1.Mecom"	1.16660424437355	12.3453903426407
"MA0032.2.FOXC1"	12.3453903426407	0.001936923302079
"MA0036.2.GATA2"	4.73854678651976	12.3453903426407
"MA0039.2.Klf4"	-1.96047773950239e-13	12.3453903426407
"MA0066.1.PPARG"	12.3453903426407	1.93415896566343
"MA0070.1.PBX1"	2.92024008017674	12.3453903426407
"MA0071.1.RORA"	12.3453903426407	0.846795099914338
"MA0072.1.RORA.var.2"	12.3453903426407	0.0430204274086131
"MA0087.1.Sox5"	12.3453903426407	0.0584488168292685
"MA0098.3.ETS1"	12.3453903426407	5.12142647992093
"MA0103.2.ZEB1"	12.3453903426407	5.24523894034651
"MA0106.3.TP53"	2.35444019304922	12.3453903426407
"MA0137.3.STAT1"	12.3453903426407	0.224921369469899
"MA0139.1.CTCF"	0.373772584410846	12.3453903426407
"MA0147.2.Myc"	12.3453903426407	0.379447555270095
"MA0158.1.HOXA5"	0.0781211252741602	12.3453903426407
"MA0160.1.NR4A2"	6.69581019717944	12.3453903426407
"MA0162.2.EGR1"	0.00218128404467349	12.3453903426407
"MA0464.2.BHLHE40"	12.3453903426407	0.941308317179057
"MA0476.1.FOS"	6.49055491672219	12.3453903426407
"MA0477.1.FOSL1"	12.3453903426407	-1.96047773950239e-13
"MA0490.1.JUNB"	5.05482200428425	12.3453903426407
"MA0495.1.MAFF"	12.3453903426407	0.00447887751873604
"MA0496.1.MAFK"	12.3453903426407	0.00270974775635839
"MA0497.1.MEF2C"	2.96681758608917	12.3453903426407
"MA0521.1.Tcf12"	9.40065035732147	12.3453903426407
"MA0523.1.TCF7L2"	11.8913605708142	12.3453903426407
"MA0593.1.FOXP2"	5.84369306370561	12.3453903426407
"MA0599.1.KLF5"	12.3453903426407	0.0159545031483594
"MA0605.1.Atf3"	12.3453903426407	0.109802613789719
"MA0606.1.NFAT5"	12.3453903426407	0.0565994759856028
"MA0608.1.Creb3l2"	0.015396185558055	12.3453903426407
"MA0620.1.Mitf"	12.3453903426407	1.62525165398162
"MA0670.1.NFIA"	1.60420199382873	12.3453903426407
"MA0682.1.Pitx1"	12.3453903426407	0.555174800489548
"MA0684.1.RUNX3"	12.3453903426407	0.00966558587377516
"MA0688.1.TBX2"	12.3453903426407	0.0128433917303993
"MA0691.1.TFAP4"	5.58656603594182	12.3453903426407
"MA0708.1.MSX2"	12.3453903426407	0.0567330784136526
"MA0720.1.Shox2"	12.3453903426407	0.0773420003906825
"MA0727.1.NR3C2"	12.3453903426407	0.979514414201578
"MA0732.1.EGR3"	0.000325843067661327	12.3453903426407
"MA0734.1.GLI2"	2.39920129236706	12.3453903426407
"MA0735.1.GLIS1"	0.533636631738366	12.3453903426407
"MA0737.1.GLIS3"	12.3453903426407	1.86400915306404
"MA0745.1.SNAI2"	0.233899600326013	12.3453903426407
"MA0749.1.ZBED1"	0.0285942535371576	12.3453903426407
"MA0750.1.ZBTB7A"	12.3453903426407	4.64977136149197
"MA0769.1.Tcf7"	5.47077497640725	12.3453903426407
"MA0771.1.HSF4"	12.3453903426407	0.982465840560919
"MA0774.1.MEIS2"	1.16373286543846	12.3453903426407
"MA0777.1.MYBL2"	2.58572877182789	12.3453903426407
"MA0778.1.NFKB2"	12.3453903426407	0.98547946124018
"MA0783.1.PKNOX2"	4.58671699679892	12.3453903426407
"MA0797.1.TGIF2"	3.04843907597043	12.3453903426407
"MA0806.1.TBX4"	2.74926293198614	12.3453903426407
"MA0810.1.TFAP2A.var.2"	12.3453903426407	3.9765417604988
"MA0823.1.HEY1"	0.122530747312782	12.3453903426407
"MA0824.1.ID4"	0.00210708856985693	12.3453903426407
"MA0830.1.TCF4"	0.055867865963156	12.3453903426407
"MA0831.1.TFE3"	12.3453903426407	1.18312264279959
"MA0835.1.BATF3"	12.3453903426407	0.362410214160848
"MA0840.1.Creb5"	0.62911698322156	12.3453903426407
"MA0864.1.E2F2"	1.85739156448341	12.3453903426407
"MA0865.1.E2F8"	2.91104926562221	12.3453903426407
"MA0867.1.SOX4"	9.92088589383052	12.3453903426407
"MA0869.1.Sox11"	4.16220329900494	12.3453903426407
"MA0872.1.TFAP2A.var.3"	12.3453903426407	0.555174800489548
"MA0900.1.HOXA2"	0.272377422030496	12.3453903426407
"UP00001_1_E2F2_primary"	0.000399734829383991	12.3453903426407
"UP00007_1_Egr1_primary"	0.000395387907131034	12.3453903426407
"UP00030_1_Sox11_primary"	5.32032681886799	12.3453903426407
"UP00044_1_Mafk_primary"	12.3453903426407	0.435120982498013
"UP00049_1_Sp100_primary"	12.3453903426407	0.362200170879501
"UP00054_1_Tcf7_primary"	10.3019129446953	12.3453903426407
"UP00062_1_Sox4_primary"	7.02059526918668	12.3453903426407
"UP00083_1_Tcf7l2_primary"	12.0443603469767	12.3453903426407
"UP00091_1_Sox5_primary"	12.3453903426407	0.168494955936214
"UP00148_1_Hdx_3845.3"	2.60216423443486	12.3453903426407
"UP00153_1_Pitx1_2312.1"	12.3453903426407	1.03190949468673
"UP00156_1_Msx2_3449.1"	12.3453903426407	0.0773420003906825
"UP00174_1_Hoxa2_3079.1"	0.107977785755457	12.3453903426407
"UP00182_1_Hoxa6_1040.1"	0.833599491423595	12.3453903426407
"UP00185_1_Pbx1_3203.1"	3.55687788694479	12.3453903426407
"UP00189_1_Hoxa5_3415.1"	0.0954954335406801	12.3453903426407
"UP00205_1_Pknox2_3077.2"	1.83422166869298	12.3453903426407
"UP00236_1_Irx2_0900.3"	0.0558876230107968	12.3453903426407
"UP00242_1_Hoxc8_3429.2"	0.0610551945468178	12.3453903426407
"UP00257_1_Shox2_2641.2"	12.3453903426407	-1.96047773950239e-13
"UP00258_1_Tgif2_3451.1"	6.67680886739594	12.3453903426407
"UP00260_1_Hoxc6_3954.2"	0.735040582308395	12.3453903426407
"UP00263_1_Hoxb8_3780.2"	1.77637428329449	12.3453903426407
"UP00391_1_Hoxa3_primary"	0.0108484171927259	12.3453903426407
"klf4_homer"	-1.96047773950239e-13	12.3453903426407
