X	with_clust3_NFKB1
-150	0.0956937799043
-149	0.0937799043062
-148	0.088038277512
-147	0.08995215311
-146	0.101435406699
-145	0.126315789474
-144	0.0947368421053
-143	0.0832535885167
-142	0.0727272727273
-141	0.0909090909091
-140	0.08995215311
-139	0.0861244019139
-138	0.0918660287081
-137	0.1004784689
-136	0.124401913876
-135	0.108133971292
-134	0.11004784689
-133	0.134928229665
-132	0.123444976077
-131	0.08995215311
-130	0.0966507177033
-129	0.101435406699
-128	0.0928229665072
-127	0.0765550239234
-126	0.0956937799043
-125	0.0861244019139
-124	0.104306220096
-123	0.117703349282
-122	0.114832535885
-121	0.0956937799043
-120	0.0822966507177
-119	0.088038277512
-118	0.088995215311
-117	0.0937799043062
-116	0.105263157895
-115	0.118660287081
-114	0.0966507177033
-113	0.114832535885
-112	0.112918660287
-111	0.104306220096
-110	0.111004784689
-109	0.0937799043062
-108	0.138755980861
-107	0.112918660287
-106	0.109090909091
-105	0.109090909091
-104	0.0995215311005
-103	0.106220095694
-102	0.0832535885167
-101	0.1004784689
-100	0.104306220096
-99	0.0956937799043
-98	0.0966507177033
-97	0.103349282297
-96	0.112918660287
-95	0.127272727273
-94	0.0966507177033
-93	0.106220095694
-92	0.118660287081
-91	0.132057416268
-90	0.111004784689
-89	0.118660287081
-88	0.126315789474
-87	0.118660287081
-86	0.11004784689
-85	0.127272727273
-84	0.117703349282
-83	0.116746411483
-82	0.134928229665
-81	0.127272727273
-80	0.118660287081
-79	0.129186602871
-78	0.101435406699
-77	0.102392344498
-76	0.141626794258
-75	0.13971291866
-74	0.111961722488
-73	0.120574162679
-72	0.113875598086
-71	0.121531100478
-70	0.13014354067
-69	0.128229665072
-68	0.103349282297
-67	0.0918660287081
-66	0.13971291866
-65	0.153110047847
-64	0.117703349282
-63	0.11961722488
-62	0.127272727273
-61	0.120574162679
-60	0.116746411483
-59	0.125358851675
-58	0.104306220096
-57	0.104306220096
-56	0.115789473684
-55	0.111004784689
-54	0.146411483254
-53	0.13971291866
-52	0.123444976077
-51	0.127272727273
-50	0.135885167464
-49	0.128229665072
-48	0.0985645933014
-47	0.1004784689
-46	0.127272727273
-45	0.120574162679
-44	0.124401913876
-43	0.163636363636
-42	0.142583732057
-41	0.133971291866
-40	0.151196172249
-39	0.148325358852
-38	0.132057416268
-37	0.147368421053
-36	0.134928229665
-35	0.122488038278
-34	0.132057416268
-33	0.145454545455
-32	0.126315789474
-31	0.129186602871
-30	0.116746411483
-29	0.128229665072
-28	0.138755980861
-27	0.153110047847
-26	0.157894736842
-25	0.169377990431
-24	0.155023923445
-23	0.162679425837
-22	0.152153110048
-21	0.145454545455
-20	0.128229665072
-19	0.129186602871
-18	0.134928229665
-17	0.143540669856
-16	0.171291866029
-15	0.177990430622
-14	0.158851674641
-13	0.129186602871
-12	0.138755980861
-11	0.133971291866
-10	0.131100478469
-9	0.127272727273
-8	0.112918660287
-7	0.135885167464
-6	0.136842105263
-5	0.148325358852
-4	0.155980861244
