X	with_clust1_NFKB1	wo_clust1_NFKB1
26	0.0892018779343	0.0421348314607
27	0.12441314554	0.0533707865169
28	0.112676056338	0.0702247191011
29	0.107981220657	0.0702247191011
30	0.152582159624	0.0730337078652
31	0.107981220657	0.064606741573
32	0.152582159624	0.0561797752809
33	0.119718309859	0.0365168539326
34	0.115023474178	0.0561797752809
35	0.145539906103	0.0280898876404
36	0.145539906103	0.0449438202247
37	0.119718309859	0.0505617977528
38	0.138497652582	0.0365168539326
39	0.110328638498	0.0365168539326
40	0.0845070422535	0.0589887640449
41	0.103286384977	0.061797752809
42	0.0962441314554	0.0477528089888
43	0.117370892019	0.0477528089888
44	0.0985915492958	0.0365168539326
45	0.140845070423	0.061797752809
46	0.0657276995305	0.0674157303371
47	0.107981220657	0.0393258426966
48	0.103286384977	0.0589887640449
49	0.147887323944	0.064606741573
50	0.133802816901	0.0477528089888
51	0.115023474178	0.115168539326
52	0.103286384977	0.0477528089888
53	0.0962441314554	0.0814606741573
54	0.115023474178	0.0674157303371
55	0.0798122065728	0.112359550562
56	0.140845070423	0.0421348314607
57	0.154929577465	0.0477528089888
58	0.0821596244131	0.0533707865169
59	0.0868544600939	0.0449438202247
60	0.0868544600939	0.0674157303371
61	0.110328638498	0.0561797752809
62	0.110328638498	0.0477528089888
63	0.12676056338	0.0505617977528
64	0.103286384977	0.0421348314607
65	0.100938967136	0.0252808988764
66	0.143192488263	0.0477528089888
67	0.103286384977	0.0730337078652
68	0.103286384977	0.0449438202247
69	0.138497652582	0.0533707865169
70	0.107981220657	0.0308988764045
71	0.133802816901	0.0477528089888
72	0.18779342723	0.0561797752809
73	0.1220657277	0.0674157303371
74	0.112676056338	0.0337078651685
75	0.0868544600939	0.0505617977528
76	0.0915492957746	0.0365168539326
77	0.100938967136	0.0308988764045
78	0.0962441314554	0.0393258426966
79	0.12441314554	0.0308988764045
80	0.093896713615	0.0224719101124
81	0.112676056338	0.0252808988764
82	0.0680751173709	0.0337078651685
83	0.0845070422535	0.0674157303371
84	0.0821596244131	0.0308988764045
85	0.0962441314554	0.0421348314607
86	0.0892018779343	0.061797752809
87	0.0892018779343	0.0224719101124
88	0.0821596244131	0.0421348314607
89	0.075117370892	0.0449438202247
90	0.0962441314554	0.064606741573
91	0.117370892019	0.0505617977528
92	0.0962441314554	0.0477528089888
93	0.0798122065728	0.0365168539326
94	0.0892018779343	0.0308988764045
95	0.0892018779343	0.0477528089888
96	0.12441314554	0.0365168539326
97	0.119718309859	0.0280898876404
98	0.105633802817	0.0477528089888
99	0.0821596244131	0.0589887640449
100	0.0892018779343	0.0533707865169
101	0.12441314554	0.0365168539326
102	0.115023474178	0.0561797752809
103	0.0798122065728	0.0505617977528
104	0.0915492957746	0.0393258426966
105	0.107981220657	0.0674157303371
106	0.0985915492958	0.064606741573
107	0.0704225352113	0.0533707865169
108	0.0610328638498	0.0702247191011
109	0.0868544600939	0.0983146067416
110	0.0845070422535	0.0589887640449
111	0.112676056338	0.0870786516854
112	0.0774647887324	0.0533707865169
113	0.0774647887324	0.0365168539326
114	0.0821596244131	0.0308988764045
115	0.0845070422535	0.0477528089888
116	0.107981220657	0.0533707865169
117	0.105633802817	0.0393258426966
118	0.0845070422535	0.064606741573
119	0.0962441314554	0.0505617977528
120	0.0845070422535	0.0449438202247
121	0.093896713615	0.0561797752809
122	0.107981220657	0.120786516854
123	0.0633802816901	0.13202247191
124	0.0680751173709	0.0449438202247
125	0.112676056338	0.0561797752809
126	0.1220657277	0.0674157303371
127	0.0798122065728	0.061797752809
128	0.12676056338	0.0337078651685
129	0.145539906103	0.0393258426966
130	0.12676056338	0.0365168539326
131	0.0915492957746	0.0505617977528
132	0.117370892019	0.0252808988764
133	0.0680751173709	0.0449438202247
134	0.0657276995305	0.0252808988764
135	0.0868544600939	0.0449438202247
136	0.0821596244131	0.0224719101124
137	0.103286384977	0.0449438202247
138	0.105633802817	0.0477528089888
139	0.157276995305	0.0477528089888
140	0.100938967136	0.0477528089888
141	0.0798122065728	0.13202247191
142	0.093896713615	0.0758426966292
143	0.0798122065728	0.0365168539326
144	0.12676056338	0.0421348314607
145	0.112676056338	0.0533707865169
146	0.0774647887324	0.0393258426966
147	0.110328638498	0.0224719101124
148	0.0798122065728	0.061797752809
149	0.105633802817	0.0702247191011
150	0.0633802816901	0.0505617977528
