X	with_clust3_NFKB1	wo_clust3_NFKB1
-150	0.0956937799043	0.0280172413793
-149	0.0937799043062	0.0431034482759
-148	0.088038277512	0.0215517241379
-147	0.08995215311	0.0581896551724
-146	0.101435406699	0.051724137931
-145	0.126315789474	0.051724137931
-144	0.0947368421053	0.0689655172414
-143	0.0832535885167	0.0474137931034
-142	0.0727272727273	0.0387931034483
-141	0.0909090909091	0.0560344827586
-140	0.08995215311	0.0344827586207
-139	0.0861244019139	0.0409482758621
-138	0.0918660287081	0.0452586206897
-137	0.1004784689	0.0560344827586
-136	0.124401913876	0.0409482758621
-135	0.108133971292	0.0495689655172
-134	0.11004784689	0.0366379310345
-133	0.134928229665	0.0452586206897
-132	0.123444976077	0.0431034482759
-131	0.08995215311	0.0474137931034
-130	0.0966507177033	0.0646551724138
-129	0.101435406699	0.0560344827586
-128	0.0928229665072	0.0431034482759
-127	0.0765550239234	0.0495689655172
-126	0.0956937799043	0.0452586206897
-125	0.0861244019139	0.0409482758621
-124	0.104306220096	0.0431034482759
-123	0.117703349282	0.0603448275862
-122	0.114832535885	0.0603448275862
-121	0.0956937799043	0.0344827586207
-120	0.0822966507177	0.0474137931034
-119	0.088038277512	0.0668103448276
-118	0.088995215311	0.0409482758621
-117	0.0937799043062	0.0409482758621
-116	0.105263157895	0.0603448275862
-115	0.118660287081	0.0560344827586
-114	0.0966507177033	0.0560344827586
-113	0.114832535885	0.0280172413793
-112	0.112918660287	0.0862068965517
-111	0.104306220096	0.0495689655172
-110	0.111004784689	0.0387931034483
-109	0.0937799043062	0.0280172413793
-108	0.138755980861	0.0495689655172
-107	0.112918660287	0.0409482758621
-106	0.109090909091	0.0625
-105	0.109090909091	0.0840517241379
-104	0.0995215311005	0.0581896551724
-103	0.106220095694	0.0495689655172
-102	0.0832535885167	0.0560344827586
-101	0.1004784689	0.0409482758621
-100	0.104306220096	0.0474137931034
-99	0.0956937799043	0.0625
-98	0.0966507177033	0.0280172413793
-97	0.103349282297	0.0689655172414
-96	0.112918660287	0.0258620689655
-95	0.127272727273	0.0495689655172
-94	0.0966507177033	0.051724137931
-93	0.106220095694	0.0431034482759
-92	0.118660287081	0.051724137931
-91	0.132057416268	0.0818965517241
-90	0.111004784689	0.051724137931
-89	0.118660287081	0.073275862069
-88	0.126315789474	0.0711206896552
-87	0.118660287081	0.0840517241379
-86	0.11004784689	0.0603448275862
-85	0.127272727273	0.0625
-84	0.117703349282	0.0689655172414
-83	0.116746411483	0.0452586206897
-82	0.134928229665	0.0495689655172
-81	0.127272727273	0.0581896551724
-80	0.118660287081	0.0711206896552
-79	0.129186602871	0.0668103448276
-78	0.101435406699	0.0560344827586
-77	0.102392344498	0.0603448275862
-76	0.141626794258	0.0862068965517
-75	0.13971291866	0.0775862068966
-74	0.111961722488	0.0797413793103
-73	0.120574162679	0.0775862068966
-72	0.113875598086	0.073275862069
-71	0.121531100478	0.0625
-70	0.13014354067	0.0603448275862
-69	0.128229665072	0.051724137931
-68	0.103349282297	0.073275862069
-67	0.0918660287081	0.0926724137931
-66	0.13971291866	0.0969827586207
-65	0.153110047847	0.0711206896552
-64	0.117703349282	0.0689655172414
-63	0.11961722488	0.0560344827586
-62	0.127272727273	0.073275862069
-61	0.120574162679	0.0366379310345
-60	0.116746411483	0.0603448275862
-59	0.125358851675	0.0431034482759
-58	0.104306220096	0.0948275862069
-57	0.104306220096	0.0452586206897
-56	0.115789473684	0.0689655172414
-55	0.111004784689	0.0603448275862
-54	0.146411483254	0.0775862068966
-53	0.13971291866	0.0948275862069
-52	0.123444976077	0.073275862069
-51	0.127272727273	0.0840517241379
-50	0.135885167464	0.0775862068966
-49	0.128229665072	0.0818965517241
-48	0.0985645933014	0.0969827586207
-47	0.1004784689	0.0754310344828
-46	0.127272727273	0.0646551724138
-45	0.120574162679	0.0581896551724
-44	0.124401913876	0.0452586206897
-43	0.163636363636	0.0538793103448
-42	0.142583732057	0.0646551724138
-41	0.133971291866	0.0818965517241
-40	0.151196172249	0.0840517241379
-39	0.148325358852	0.073275862069
-38	0.132057416268	0.105603448276
-37	0.147368421053	0.0969827586207
-36	0.134928229665	0.0711206896552
-35	0.122488038278	0.073275862069
-34	0.132057416268	0.073275862069
-33	0.145454545455	0.0754310344828
-32	0.126315789474	0.0818965517241
-31	0.129186602871	0.0538793103448
-30	0.116746411483	0.0603448275862
-29	0.128229665072	0.0775862068966
-28	0.138755980861	0.0754310344828
-27	0.153110047847	0.0689655172414
-26	0.157894736842	0.0538793103448
-25	0.169377990431	0.0775862068966
-24	0.155023923445	0.0775862068966
-23	0.162679425837	0.0775862068966
-22	0.152153110048	0.116379310345
-21	0.145454545455	0.0948275862069
-20	0.128229665072	0.0754310344828
-19	0.129186602871	0.0560344827586
-18	0.134928229665	0.0862068965517
