X	with_clust2_NFKB1	wo_clust2_NFKB1
-150	0.0839552238806	0.066985645933
-149	0.136194029851	0.0861244019139
-148	0.0783582089552	0.0478468899522
-147	0.0485074626866	0.0382775119617
-146	0.0820895522388	0.0909090909091
-145	0.080223880597	0.0526315789474
-144	0.100746268657	0.0622009569378
-143	0.0690298507463	0.0526315789474
-142	0.0708955223881	0.0717703349282
-141	0.121268656716	0.0813397129187
-140	0.0839552238806	0.0478468899522
-139	0.0634328358209	0.0478468899522
-138	0.10447761194	0.0622009569378
-137	0.110074626866	0.0430622009569
-136	0.0634328358209	0.11004784689
-135	0.0914179104478	0.0861244019139
-134	0.0858208955224	0.105263157895
-133	0.0541044776119	0.0478468899522
-132	0.0932835820896	0.0526315789474
-131	0.0727611940299	0.066985645933
-130	0.0597014925373	0.0861244019139
-129	0.0429104477612	0.0382775119617
-128	0.0671641791045	0.0526315789474
-127	0.0764925373134	0.0717703349282
-126	0.0727611940299	0.0574162679426
-125	0.0541044776119	0.0813397129187
-124	0.0708955223881	0.0813397129187
-123	0.130597014925	0.066985645933
-122	0.0615671641791	0.11004784689
-121	0.106343283582	0.0765550239234
-120	0.0783582089552	0.0334928229665
-119	0.0783582089552	0.066985645933
-118	0.0503731343284	0.0717703349282
-117	0.0652985074627	0.0813397129187
-116	0.0708955223881	0.0765550239234
-115	0.0746268656716	0.0478468899522
-114	0.0951492537313	0.0717703349282
-113	0.089552238806	0.0382775119617
-112	0.0690298507463	0.0430622009569
-111	0.110074626866	0.066985645933
-110	0.080223880597	0.105263157895
-109	0.0764925373134	0.0717703349282
-108	0.0746268656716	0.0717703349282
-107	0.100746268657	0.0622009569378
-106	0.115671641791	0.0622009569378
-105	0.100746268657	0.0861244019139
-104	0.0858208955224	0.0430622009569
-103	0.0727611940299	0.0526315789474
-102	0.0876865671642	0.0622009569378
-101	0.0820895522388	0.0478468899522
-100	0.0820895522388	0.0526315789474
-99	0.0634328358209	0.0574162679426
-98	0.0914179104478	0.0717703349282
-97	0.0988805970149	0.0478468899522
-96	0.0951492537313	0.0574162679426
-95	0.0783582089552	0.1004784689
-94	0.102611940299	0.0430622009569
-93	0.106343283582	0.0813397129187
-92	0.0932835820896	0.1004784689
-91	0.100746268657	0.0430622009569
-90	0.0914179104478	0.11004784689
-89	0.0970149253731	0.0287081339713
-88	0.0783582089552	0.0334928229665
-87	0.0708955223881	0.0765550239234
-86	0.0932835820896	0.105263157895
-85	0.0914179104478	0.105263157895
-84	0.0578358208955	0.1004784689
-83	0.0764925373134	0.1004784689
-82	0.080223880597	0.0813397129187
-81	0.0764925373134	0.0574162679426
-80	0.113805970149	0.0430622009569
-79	0.0970149253731	0.0813397129187
-78	0.0820895522388	0.0861244019139
-77	0.0727611940299	0.0813397129187
-76	0.080223880597	0.0717703349282
-75	0.0839552238806	0.0526315789474
-74	0.0839552238806	0.0478468899522
-73	0.0820895522388	0.0717703349282
-72	0.108208955224	0.0813397129187
-71	0.0764925373134	0.114832535885
-70	0.106343283582	0.0861244019139
-69	0.0746268656716	0.153110047847
-68	0.0727611940299	0.11004784689
-67	0.0727611940299	0.0861244019139
-66	0.0764925373134	0.11004784689
-65	0.0858208955224	0.0813397129187
-64	0.0727611940299	0.0813397129187
-63	0.080223880597	0.066985645933
-62	0.089552238806	0.0574162679426
-61	0.0970149253731	0.0909090909091
-60	0.100746268657	0.0526315789474
-59	0.0951492537313	0.1004784689
-58	0.0970149253731	0.0956937799043
-57	0.0783582089552	0.0861244019139
-56	0.0932835820896	0.11004784689
-55	0.110074626866	0.066985645933
-54	0.0970149253731	0.172248803828
-53	0.0764925373134	0.0765550239234
-52	0.0839552238806	0.0813397129187
-51	0.106343283582	0.0909090909091
-50	0.106343283582	0.0813397129187
-49	0.110074626866	0.0765550239234
-48	0.100746268657	0.0909090909091
-47	0.0634328358209	0.105263157895
-46	0.0988805970149	0.0622009569378
-45	0.0876865671642	0.0956937799043
-44	0.080223880597	0.0861244019139
-43	0.130597014925	0.0909090909091
-42	0.0858208955224	0.0478468899522
-41	0.106343283582	0.105263157895
-40	0.0932835820896	0.0574162679426
-39	0.0951492537313	0.0574162679426
-38	0.0764925373134	0.0765550239234
-37	0.100746268657	0.0717703349282
-36	0.102611940299	0.0574162679426
-35	0.080223880597	0.124401913876
-34	0.089552238806	0.114832535885
-33	0.080223880597	0.0717703349282
-32	0.0764925373134	0.0956937799043
-31	0.0876865671642	0.0765550239234
-30	0.115671641791	0.0765550239234
-29	0.115671641791	0.0478468899522
-28	0.0932835820896	0.0574162679426
-27	0.110074626866	0.0813397129187
-26	0.0876865671642	0.0334928229665
-25	0.0615671641791	0.0526315789474
-24	0.125	0.066985645933
-23	0.123134328358	0.0861244019139
-22	0.123134328358	0.148325358852
-21	0.119402985075	0.066985645933
-20	0.125	0.114832535885
-19	0.108208955224	0.11961722488
-18	0.0970149253731	0.0382775119617
-17	0.151119402985	0.0478468899522
-16	0.126865671642	0.0622009569378
-15	0.164179104478	0.0956937799043
-14	0.106343283582	0.0717703349282
-13	0.119402985075	0.11004784689
-12	0.0951492537313	0.0334928229665
-11	0.0876865671642	0.114832535885
-10	0.121268656716	0.066985645933
-9	0.115671641791	0.11004784689
-8	0.0820895522388	0.0765550239234
-7	0.0876865671642	0.0574162679426
-6	0.0951492537313	0.0765550239234
-5	0.0783582089552	0.0909090909091
-4	0.080223880597	0.066985645933
-3	0.134328358209	0.0622009569378
-2	0.080223880597	0.0478468899522
-1	0.0522388059701	0.0191387559809
0	0.0223880597015	0.0239234449761
1	0.0391791044776	0.0526315789474
2	0.0727611940299	0.124401913876
3	0.130597014925	0.0956937799043
4	0.0951492537313	0.124401913876
5	0.10447761194	0.105263157895
6	0.0988805970149	0.0622009569378
7	0.108208955224	0.0478468899522
8	0.0988805970149	0.0717703349282
9	0.10447761194	0.0622009569378
10	0.0839552238806	0.0334928229665
11	0.0914179104478	0.0622009569378
12	0.100746268657	0.0813397129187
13	0.0783582089552	0.066985645933
14	0.0876865671642	0.0813397129187
15	0.0746268656716	0.0861244019139
16	0.134328358209	0.0765550239234
17	0.0932835820896	0.0622009569378
18	0.0932835820896	0.0622009569378
19	0.0932835820896	0.0478468899522
20	0.115671641791	0.0334928229665
21	0.0858208955224	0.0622009569378
22	0.0951492537313	0.0813397129187
23	0.125	0.066985645933
24	0.132462686567	0.0526315789474
25	0.0839552238806	0.1004784689
26	0.089552238806	0.0813397129187
27	0.113805970149	0.0813397129187
28	0.0839552238806	0.0574162679426
29	0.0951492537313	0.0765550239234
30	0.111940298507	0.0813397129187
31	0.0727611940299	0.0765550239234
32	0.0914179104478	0.0574162679426
33	0.0951492537313	0.11004784689
34	0.0858208955224	0.0334928229665
35	0.0970149253731	0.066985645933
36	0.117537313433	0.0765550239234
37	0.0839552238806	0.11961722488
38	0.0876865671642	0.0909090909091
39	0.0914179104478	0.066985645933
40	0.0858208955224	0.0622009569378
41	0.0970149253731	0.0622009569378
42	0.0820895522388	0.0765550239234
43	0.0839552238806	0.0909090909091
44	0.0671641791045	0.0765550239234
45	0.0652985074627	0.0382775119617
46	0.089552238806	0.0574162679426
47	0.0690298507463	0.066985645933
48	0.0914179104478	0.1004784689
49	0.102611940299	0.0622009569378
50	0.110074626866	0.0861244019139
51	0.0914179104478	0.105263157895
52	0.0876865671642	0.0287081339713
53	0.0820895522388	0.0622009569378
54	0.0597014925373	0.0526315789474
55	0.0708955223881	0.0526315789474
56	0.0671641791045	0.0526315789474
57	0.0690298507463	0.1004784689
58	0.0690298507463	0.0574162679426
59	0.0914179104478	0.1004784689
60	0.0708955223881	0.1004784689
61	0.080223880597	0.0717703349282
62	0.0839552238806	0.11961722488
63	0.0839552238806	0.153110047847
64	0.0690298507463	0.0574162679426
65	0.0764925373134	0.0574162679426
66	0.0764925373134	0.0717703349282
67	0.0727611940299	0.11004784689
68	0.0876865671642	0.0622009569378
69	0.0485074626866	0.0382775119617
70	0.0858208955224	0.0574162679426
71	0.0932835820896	0.066985645933
72	0.0858208955224	0.0574162679426
73	0.0858208955224	0.0765550239234
74	0.0764925373134	0.0287081339713
75	0.0876865671642	0.0526315789474
76	0.10447761194	0.0861244019139
77	0.0708955223881	0.0622009569378
78	0.0858208955224	0.0909090909091
79	0.0708955223881	0.0574162679426
80	0.0708955223881	0.11004784689
81	0.0597014925373	0.0622009569378
82	0.0820895522388	0.0287081339713
83	0.0988805970149	0.066985645933
84	0.080223880597	0.0765550239234
85	0.0951492537313	0.0622009569378
86	0.0783582089552	0.0574162679426
87	0.0746268656716	0.0717703349282
88	0.0858208955224	0.0287081339713
89	0.080223880597	0.0526315789474
90	0.0671641791045	0.0334928229665
91	0.0727611940299	0.0574162679426
92	0.0820895522388	0.0239234449761
93	0.0783582089552	0.0334928229665
94	0.0876865671642	0.0430622009569
95	0.080223880597	0.0478468899522
96	0.0858208955224	0.0574162679426
97	0.0820895522388	0.066985645933
98	0.0597014925373	0.0956937799043
99	0.0708955223881	0.0478468899522
100	0.108208955224	0.0526315789474
101	0.0615671641791	0.0334928229665
102	0.0522388059701	0.0574162679426
103	0.0708955223881	0.0430622009569
104	0.0932835820896	0.0717703349282
105	0.0820895522388	0.0287081339713
106	0.0820895522388	0.0622009569378
107	0.0466417910448	0.0574162679426
108	0.0652985074627	0.0478468899522
109	0.0671641791045	0.0191387559809
110	0.080223880597	0.0526315789474
111	0.0503731343284	0.0574162679426
112	0.0708955223881	0.0861244019139
113	0.0746268656716	0.0765550239234
114	0.0541044776119	0.0334928229665
115	0.0597014925373	0.0526315789474
116	0.0746268656716	0.0287081339713
117	0.111940298507	0.0717703349282
118	0.0783582089552	0.0765550239234
119	0.0764925373134	0.0574162679426
120	0.0746268656716	0.0334928229665
121	0.0634328358209	0.0382775119617
122	0.0690298507463	0.0239234449761
123	0.0634328358209	0.0526315789474
124	0.0559701492537	0.0287081339713
125	0.0820895522388	0.0430622009569
126	0.0690298507463	0.0382775119617
127	0.0597014925373	0.0478468899522
128	0.0578358208955	0.0287081339713
129	0.0783582089552	0.0622009569378
130	0.0727611940299	0.0287081339713
131	0.0970149253731	0.0382775119617
132	0.0858208955224	0.0239234449761
133	0.0876865671642	0.0430622009569
134	0.0839552238806	0.0478468899522
135	0.0783582089552	0.0861244019139
136	0.080223880597	0.0478468899522
137	0.0578358208955	0.0287081339713
138	0.0559701492537	0.0334928229665
139	0.0410447761194	0.066985645933
140	0.0708955223881	0.0287081339713
141	0.0634328358209	0.0478468899522
142	0.0578358208955	0.0334928229665
143	0.0671641791045	0.0287081339713
144	0.035447761194	0.0239234449761
145	0.0746268656716	0.0430622009569
146	0.0559701492537	0.0191387559809
147	0.0876865671642	0.0526315789474
148	0.0932835820896	0.0382775119617
149	0.0746268656716	0.0574162679426
150	0.0783582089552	0.0382775119617
