X	with_clust1_NFKB1
-150	0.0727699530516
-149	0.0727699530516
-148	0.0798122065728
-147	0.075117370892
-146	0.056338028169
-145	0.0586854460094
-144	0.0469483568075
-143	0.0657276995305
-142	0.0892018779343
-141	0.093896713615
-140	0.0798122065728
-139	0.100938967136
-138	0.0845070422535
-137	0.107981220657
-136	0.0915492957746
-135	0.110328638498
-134	0.0915492957746
-133	0.0657276995305
-132	0.0845070422535
-131	0.0774647887324
-130	0.115023474178
-129	0.110328638498
-128	0.115023474178
-127	0.0774647887324
-126	0.117370892019
-125	0.0868544600939
-124	0.119718309859
-123	0.119718309859
-122	0.0704225352113
-121	0.0845070422535
-120	0.100938967136
-119	0.0962441314554
-118	0.0985915492958
-117	0.0798122065728
-116	0.147887323944
-115	0.0892018779343
-114	0.100938967136
-113	0.0774647887324
-112	0.119718309859
-111	0.129107981221
-110	0.105633802817
-109	0.107981220657
-108	0.0915492957746
-107	0.056338028169
-106	0.0610328638498
-105	0.0845070422535
-104	0.119718309859
-103	0.0821596244131
-102	0.103286384977
-101	0.115023474178
-100	0.143192488263
-99	0.103286384977
-98	0.0985915492958
-97	0.0985915492958
-96	0.0892018779343
-95	0.1220657277
-94	0.110328638498
-93	0.110328638498
-92	0.0704225352113
-91	0.103286384977
-90	0.100938967136
-89	0.0845070422535
-88	0.0962441314554
-87	0.112676056338
-86	0.164319248826
-85	0.100938967136
-84	0.131455399061
-83	0.0985915492958
-82	0.0586854460094
-81	0.147887323944
-80	0.0727699530516
-79	0.0985915492958
-78	0.12441314554
-77	0.105633802817
-76	0.103286384977
-75	0.0727699530516
-74	0.0798122065728
-73	0.105633802817
-72	0.110328638498
-71	0.136150234742
-70	0.0985915492958
-69	0.105633802817
-68	0.093896713615
-67	0.112676056338
-66	0.0868544600939
-65	0.105633802817
-64	0.12441314554
-63	0.112676056338
-62	0.110328638498
-61	0.0845070422535
-60	0.0892018779343
-59	0.0915492957746
-58	0.0962441314554
-57	0.117370892019
-56	0.119718309859
-55	0.0868544600939
-54	0.0962441314554
-53	0.0845070422535
-52	0.0985915492958
-51	0.0798122065728
-50	0.0821596244131
-49	0.131455399061
-48	0.154929577465
-47	0.100938967136
-46	0.0892018779343
-45	0.107981220657
-44	0.119718309859
-43	0.180751173709
-42	0.119718309859
-41	0.115023474178
-40	0.105633802817
-39	0.138497652582
-38	0.119718309859
-37	0.119718309859
-36	0.0915492957746
-35	0.0892018779343
-34	0.140845070423
-33	0.1220657277
-32	0.1220657277
-31	0.154929577465
-30	0.157276995305
-29	0.103286384977
-28	0.138497652582
-27	0.0868544600939
-26	0.129107981221
-25	0.1220657277
-24	0.093896713615
-23	0.103286384977
-22	0.12441314554
-21	0.0985915492958
-20	0.0845070422535
-19	0.119718309859
-18	0.0892018779343
-17	0.112676056338
-16	0.119718309859
-15	0.157276995305
-14	0.112676056338
-13	0.103286384977
-12	0.138497652582
-11	0.0892018779343
-10	0.100938967136
-9	0.0985915492958
-8	0.0868544600939
-7	0.0915492957746
-6	0.112676056338
-5	0.103286384977
-4	0.107981220657
-3	0.136150234742
-2	0.12441314554
-1	0.0657276995305
0	0.0140845070423
1	0.0633802816901
2	0.105633802817
3	0.1220657277
4	0.140845070423
5	0.136150234742
6	0.0985915492958
7	0.0962441314554
8	0.100938967136
9	0.115023474178
10	0.0985915492958
11	0.115023474178
12	0.1220657277
13	0.129107981221
14	0.131455399061
15	0.1220657277
16	0.140845070423
17	0.12676056338
18	0.107981220657
19	0.133802816901
20	0.197183098592
21	0.1220657277
22	0.152582159624
23	0.147887323944
24	0.112676056338
25	0.12441314554
26	0.0892018779343
27	0.12441314554
28	0.112676056338
29	0.107981220657
30	0.152582159624
31	0.107981220657
32	0.152582159624
33	0.119718309859
34	0.115023474178
35	0.145539906103
36	0.145539906103
37	0.119718309859
38	0.138497652582
39	0.110328638498
40	0.0845070422535
41	0.103286384977
42	0.0962441314554
43	0.117370892019
44	0.0985915492958
45	0.140845070423
46	0.0657276995305
47	0.107981220657
48	0.103286384977
49	0.147887323944
50	0.133802816901
51	0.115023474178
52	0.103286384977
53	0.0962441314554
54	0.115023474178
55	0.0798122065728
56	0.140845070423
57	0.154929577465
58	0.0821596244131
59	0.0868544600939
60	0.0868544600939
61	0.110328638498
62	0.110328638498
63	0.12676056338
64	0.103286384977
65	0.100938967136
66	0.143192488263
67	0.103286384977
68	0.103286384977
69	0.138497652582
70	0.107981220657
71	0.133802816901
72	0.18779342723
73	0.1220657277
74	0.112676056338
75	0.0868544600939
76	0.0915492957746
77	0.100938967136
78	0.0962441314554
79	0.12441314554
80	0.093896713615
81	0.112676056338
82	0.0680751173709
83	0.0845070422535
84	0.0821596244131
85	0.0962441314554
86	0.0892018779343
87	0.0892018779343
88	0.0821596244131
89	0.075117370892
90	0.0962441314554
91	0.117370892019
92	0.0962441314554
93	0.0798122065728
94	0.0892018779343
95	0.0892018779343
96	0.12441314554
97	0.119718309859
98	0.105633802817
99	0.0821596244131
100	0.0892018779343
101	0.12441314554
102	0.115023474178
103	0.0798122065728
104	0.0915492957746
105	0.107981220657
106	0.0985915492958
107	0.0704225352113
108	0.0610328638498
109	0.0868544600939
110	0.0845070422535
111	0.112676056338
112	0.0774647887324
113	0.0774647887324
114	0.0821596244131
115	0.0845070422535
116	0.107981220657
117	0.105633802817
118	0.0845070422535
119	0.0962441314554
120	0.0845070422535
121	0.093896713615
122	0.107981220657
123	0.0633802816901
124	0.0680751173709
125	0.112676056338
126	0.1220657277
127	0.0798122065728
128	0.12676056338
129	0.145539906103
130	0.12676056338
131	0.0915492957746
132	0.117370892019
133	0.0680751173709
134	0.0657276995305
135	0.0868544600939
136	0.0821596244131
137	0.103286384977
138	0.105633802817
139	0.157276995305
140	0.100938967136
141	0.0798122065728
142	0.093896713615
143	0.0798122065728
144	0.12676056338
145	0.112676056338
146	0.0774647887324
147	0.110328638498
148	0.0798122065728
149	0.105633802817
150	0.0633802816901
