X	with_clust4_NFKB1
-150	0.0787282361847
-149	0.0893262679788
-148	0.0802422407267
-147	0.0961392884179
-146	0.0847842543528
-145	0.0802422407267
-144	0.108251324754
-143	0.0794852384557
-142	0.0696442089326
-141	0.0855412566238
-140	0.0847842543528
-139	0.0915972747918
-138	0.0915972747918
-137	0.0855412566238
-136	0.0847842543528
-135	0.0764572293717
-134	0.0915972747918
-133	0.0976532929599
-132	0.0961392884179
-131	0.0734292202877
-130	0.0938682816048
-129	0.0787282361847
-128	0.0847842543528
-127	0.0938682816048
-126	0.0787282361847
-125	0.0938682816048
-124	0.0915972747918
-123	0.0915972747918
-122	0.0772142316427
-121	0.0794852384557
-120	0.0870552611658
-119	0.0984102952309
-118	0.0953822861469
-117	0.0787282361847
-116	0.0741862225587
-115	0.0991672975019
-114	0.0938682816048
-113	0.0931112793338
-112	0.100681302044
-111	0.0855412566238
-110	0.0855412566238
-109	0.0984102952309
-108	0.0961392884179
-107	0.0688872066616
-106	0.103709311128
-105	0.0976532929599
-104	0.0787282361847
-103	0.101438304315
-102	0.100681302044
-101	0.0893262679788
-100	0.0900832702498
-99	0.0976532929599
-98	0.105980317941
-97	0.0991672975019
-96	0.102195306586
-95	0.104466313399
-94	0.113550340651
-93	0.102195306586
-92	0.107494322483
-91	0.0825132475397
-90	0.12036336109
-89	0.10522331567
-88	0.0809992429977
-87	0.0961392884179
-86	0.101438304315
-85	0.0984102952309
-84	0.10522331567
-83	0.0976532929599
-82	0.103709311128
-81	0.109008327025
-80	0.0923542770628
-79	0.101438304315
-78	0.106737320212
-77	0.0984102952309
-76	0.113550340651
-75	0.133989401968
-74	0.0931112793338
-73	0.0870552611658
-72	0.0968962906889
-71	0.0862982588948
-70	0.0953822861469
-69	0.0893262679788
-68	0.0946252838759
-67	0.0931112793338
-66	0.1279333838
-65	0.102195306586
-64	0.103709311128
-63	0.111279333838
-62	0.0931112793338
-61	0.107494322483
-60	0.0946252838759
-59	0.110522331567
-58	0.118849356548
-57	0.0999242997729
-56	0.134746404239
-55	0.124148372445
-54	0.112036336109
-53	0.103709311128
-52	0.115064345193
-51	0.0953822861469
-50	0.101438304315
-49	0.0938682816048
-48	0.11279333838
-47	0.108251324754
-46	0.102952308857
-45	0.105980317941
-44	0.103709311128
-43	0.104466313399
-42	0.102195306586
-41	0.0999242997729
-40	0.0900832702498
-39	0.118092354277
-38	0.124148372445
-37	0.111279333838
-36	0.0923542770628
-35	0.0999242997729
-34	0.0946252838759
-33	0.0961392884179
-32	0.114307342922
-31	0.160484481453
-30	0.12036336109
-29	0.103709311128
-28	0.101438304315
-27	0.110522331567
-26	0.110522331567
-25	0.11279333838
-24	0.106737320212
-23	0.130961392884
-22	0.118092354277
-21	0.137774413323
-20	0.112036336109
-19	0.100681302044
-18	0.111279333838
-17	0.118092354277
-16	0.133232399697
-15	0.115064345193
-14	0.121120363361
-13	0.124148372445
-12	0.126419379258
-11	0.100681302044
-10	0.109765329296
-9	0.115821347464
-8	0.100681302044
-7	0.100681302044
-6	0.106737320212
-5	0.113550340651
-4	0.137017411052
-3	0.173353520061
-2	0.145344436033
-1	0.0431491294474
0	0.0219530658592
1	0.0567751703255
2	0.118092354277
3	0.137017411052
4	0.130961392884
5	0.119606358819
6	0.104466313399
7	0.103709311128
8	0.125662376987
9	0.115821347464
10	0.105980317941
11	0.0946252838759
12	0.11279333838
13	0.1279333838
14	0.130204390613
15	0.133232399697
16	0.128690386071
17	0.115821347464
18	0.102195306586
19	0.121120363361
20	0.111279333838
21	0.0999242997729
22	0.122634367903
23	0.127176381529
24	0.107494322483
25	0.115064345193
26	0.0976532929599
27	0.0794852384557
28	0.0984102952309
29	0.117335352006
30	0.105980317941
31	0.105980317941
32	0.12036336109
33	0.0961392884179
34	0.108251324754
35	0.112036336109
36	0.11279333838
37	0.0991672975019
38	0.127176381529
39	0.128690386071
40	0.134746404239
41	0.129447388342
42	0.101438304315
43	0.117335352006
44	0.123391370174
45	0.109765329296
46	0.124148372445
47	0.123391370174
48	0.124148372445
49	0.127176381529
50	0.113550340651
