X	all_NFKB1
-150	0.0701376936317
-149	0.0734366035571
-148	0.0671256454389
-147	0.0720022948939
-146	0.0721457257602
-145	0.0753012048193
-144	0.0820424555364
-143	0.0676993689042
-142	0.0745840504877
-141	0.0755880665519
-140	0.0727194492255
-139	0.0715720022949
-138	0.0768789443488
-137	0.0803212851406
-136	0.0758749282846
-135	0.0863453815261
-134	0.0777395295468
-133	0.083620195066
-132	0.0780263912794
-131	0.0744406196213
-130	0.0793172690763
-129	0.074727481354
-128	0.0744406196213
-127	0.0724325874928
-126	0.0730063109581
-125	0.0652610441767
-124	0.0816121629375
-123	0.0877796901893
-122	0.078743545611
-121	0.0800344234079
-120	0.0754446356856
-119	0.0735800344234
-118	0.0744406196213
-117	0.0730063109581
-116	0.0797475616753
-115	0.0856282271945
-114	0.0793172690763
-113	0.0773092369478
-112	0.0870625358577
-111	0.0800344234079
-110	0.0814687320711
-109	0.0853413654618
-108	0.0839070567986
-107	0.0764486517499
-106	0.083620195066
-105	0.0811818703385
-104	0.0813253012048
-103	0.0863453815261
-102	0.082759609868
-101	0.0808950086059
-100	0.0909351692484
-99	0.0857716580608
-98	0.0887837062536
-97	0.09165232358
-96	0.0844807802639
-95	0.0895008605852
-94	0.0883534136546
-93	0.0834767641997
-92	0.0869191049914
-91	0.0843373493976
-90	0.09165232358
-89	0.0923694779116
-88	0.0829030407344
-87	0.0907917383821
-86	0.0956683878371
-85	0.0930866322433
-84	0.0929432013769
-83	0.0849110728629
-82	0.0844807802639
-81	0.0919391853127
-80	0.0940906483075
-79	0.0917957544464
-78	0.0905048766495
-77	0.083620195066
-76	0.0991107286288
-75	0.105421686747
-74	0.0853413654618
-73	0.0882099827883
-72	0.0939472174412
-71	0.0917957544464
-70	0.0930866322433
-69	0.0846242111302
-68	0.0820424555364
-67	0.0874928284567
-66	0.106999426277
-65	0.103270223752
-64	0.0912220309811
-63	0.0909351692484
-62	0.0922260470453
-61	0.0927997705106
-60	0.0896442914515
-59	0.092512908778
-58	0.0913654618474
-57	0.0912220309811
-56	0.101835915089
-55	0.0938037865749
-54	0.0989672977625
-53	0.0968158347676
-52	0.0983935742972
-51	0.0906483075158
-50	0.096098680436
-49	0.0982501434309
-48	0.0986804360298
-47	0.0893574297189
-46	0.0968158347676
-45	0.0945209409065
-44	0.0958118187034
-43	0.108290304073
-42	0.100688468158
-41	0.101549053356
-40	0.0979632816982
-39	0.0978198508319
-38	0.105134825014
-37	0.100831899025
-36	0.102409638554
-35	0.0978198508319
-34	0.101835915089
-33	0.0991107286288
-32	0.0981067125645
-31	0.107286288009
-30	0.0995410212278
-29	0.101549053356
-28	0.0996844520941
-27	0.107429718876
-26	0.110441767068
-25	0.103557085485
-24	0.102122776822
-23	0.120625358577
-22	0.122489959839
-21	0.109150889271
-20	0.102409638554
-19	0.0950946643718
-18	0.0981067125645
-17	0.10843373494
-16	0.119047619048
-15	0.123063683305
-14	0.113740676994
-13	0.111015490534
-12	0.105134825014
-11	0.0962421113024
-10	0.10570854848
-9	0.1111589214
-8	0.0956683878371
-7	0.0958118187034
-6	0.107716580608
-5	0.104704532415
-4	0.128083763626
-3	0.144148020654
-2	0.109007458405
-1	0.05694205393
0	0.0212277682157
1	0.0510613884108
2	0.104561101549
3	0.138267355135
4	0.123924268503
5	0.109150889271
6	0.110585197935
7	0.0886402753873
8	0.106425702811
9	0.112880091796
10	0.0939472174412
11	0.0896442914515
12	0.100401606426
13	0.105565117613
14	0.107142857143
15	0.123350545037
16	0.116896156053
17	0.10685599541
18	0.0946643717728
19	0.0897877223178
20	0.104417670683
21	0.10570854848
22	0.11230636833
23	0.121199082042
24	0.10958118187
25	0.102409638554
26	0.0968158347676
27	0.100114744693
28	0.0978198508319
29	0.108146873207
30	0.106999426277
31	0.0996844520941
32	0.108003442341
33	0.096098680436
34	0.103987378084
35	0.108146873207
36	0.105995410212
37	0.0988238668962
38	0.100258175559
39	0.106425702811
40	0.105565117613
41	0.104417670683
42	0.0981067125645
43	0.102839931153
44	0.103557085485
45	0.0945209409065
46	0.100688468158
47	0.100258175559
48	0.0996844520941
49	0.101835915089
50	0.104847963282
51	0.101549053356
52	0.0956683878371
53	0.105565117613
54	0.104274239816
55	0.0929432013769
56	0.0958118187034
57	0.0959552495697
58	0.0963855421687
59	0.0998278829604
60	0.100545037292
61	0.10140562249
62	0.0933734939759
63	0.106999426277
64	0.103700516351
65	0.096528973035
66	0.101118760757
67	0.0952380952381
