X	with_clust5_NFKB1
-150	0.0832408435072
-149	0.0621531631521
-148	0.0588235294118
-147	0.0810210876804
-146	0.0721420643729
-145	0.0654827968923
-144	0.0943396226415
-143	0.0843507214206
-142	0.0943396226415
-141	0.0654827968923
-140	0.0721420643729
-139	0.0577136514983
-138	0.0843507214206
-137	0.0832408435072
-136	0.0710321864595
-135	0.0876803551609
-134	0.0865704772475
-133	0.100998890122
-132	0.0843507214206
-131	0.0788013318535
-130	0.0743618201998
-129	0.0854605993341
-128	0.0976692563818
-127	0.0732519422863
-126	0.0610432852386
-125	0.0654827968923
-124	0.10987791343
-123	0.110987791343
-122	0.0899001109878
-121	0.0932297447281
-120	0.0765815760266
-119	0.0699223085461
-118	0.0821309655938
-117	0.0921198668147
-116	0.0743618201998
-115	0.0865704772475
-114	0.0843507214206
-113	0.0821309655938
-112	0.0810210876804
-111	0.0921198668147
-110	0.0921198668147
-109	0.105438401776
-108	0.0799112097669
-107	0.0754716981132
-106	0.0832408435072
-105	0.0865704772475
-104	0.0899001109878
-103	0.10987791343
-102	0.105438401776
-101	0.0854605993341
-100	0.100998890122
-99	0.0799112097669
-98	0.0743618201998
-97	0.0965593784684
-96	0.0876803551609
-95	0.103218645949
-94	0.0987791342952
-93	0.0754716981132
-92	0.0921198668147
-91	0.0721420643729
-90	0.0965593784684
-89	0.103218645949
-88	0.0788013318535
-87	0.0843507214206
-86	0.0976692563818
-85	0.107658157603
-84	0.0976692563818
-83	0.0643729189789
-82	0.0821309655938
-81	0.0865704772475
-80	0.104328523862
-79	0.0865704772475
-78	0.0943396226415
-77	0.0854605993341
-76	0.0843507214206
-75	0.0854605993341
-74	0.0910099889012
-73	0.0865704772475
-72	0.0788013318535
-71	0.114317425083
-70	0.105438401776
-69	0.0743618201998
-68	0.0965593784684
-67	0.104328523862
-66	0.0976692563818
-65	0.114317425083
-64	0.0899001109878
-63	0.118756936737
-62	0.105438401776
-61	0.11320754717
-60	0.102108768036
-59	0.0899001109878
-58	0.0754716981132
-57	0.108768035516
-56	0.107658157603
-55	0.0954495005549
-54	0.0987791342952
-53	0.11320754717
-52	0.125416204218
-51	0.0987791342952
-50	0.100998890122
-49	0.0887902330744
-48	0.103218645949
-47	0.0943396226415
-46	0.105438401776
-45	0.115427302997
-44	0.0965593784684
-43	0.0987791342952
-42	0.102108768036
-41	0.128745837958
-40	0.11653718091
-39	0.11320754717
-38	0.115427302997
-37	0.118756936737
-36	0.132075471698
-35	0.0998890122087
-34	0.104328523862
-33	0.11653718091
-32	0.134295227525
-31	0.127635960044
-30	0.115427302997
-29	0.114317425083
-28	0.122086570477
-27	0.129855715871
-26	0.132075471698
-25	0.106548279689
-24	0.126526082131
-23	0.146503884573
-22	0.135405105438
-21	0.11653718091
-20	0.11653718091
-19	0.104328523862
-18	0.125416204218
-17	0.11320754717
-16	0.142064372919
-15	0.146503884573
-14	0.147613762486
-13	0.15538290788
-12	0.114317425083
-11	0.0932297447281
-10	0.11653718091
-9	0.143174250832
-8	0.104328523862
-7	0.122086570477
-6	0.143174250832
-5	0.143174250832
-4	0.162042175361
-3	0.186459489456
-2	0.138734739179
-1	0.0677025527192
0	0.0366259711432
1	0.0688124306326
2	0.114317425083
3	0.183129855716
4	0.142064372919
5	0.118756936737
6	0.120976692564
7	0.0932297447281
8	0.120976692564
9	0.122086570477
10	0.0921198668147
11	0.0943396226415
12	0.107658157603
13	0.136514983352
14	0.122086570477
15	0.172031076582
16	0.149833518313
17	0.139844617092
18	0.102108768036
19	0.108768035516
20	0.110987791343
21	0.129855715871
22	0.133185349612
23	0.110987791343
24	0.110987791343
25	0.11320754717
26	0.126526082131
27	0.11986681465
28	0.100998890122
29	0.118756936737
30	0.105438401776
31	0.0965593784684
32	0.105438401776
33	0.11320754717
34	0.130965593785
35	0.120976692564
36	0.128745837958
37	0.107658157603
38	0.0976692563818
39	0.110987791343
40	0.120976692564
41	0.10987791343
42	0.128745837958
43	0.117647058824
44	0.124306326304
45	0.100998890122
46	0.105438401776
47	0.0965593784684
48	0.102108768036
49	0.100998890122
50	0.114317425083
51	0.0887902330744
52	0.0754716981132
53	0.0965593784684
54	0.104328523862
55	0.10987791343
56	0.104328523862
57	0.0943396226415
58	0.11986681465
59	0.110987791343
60	0.108768035516
61	0.103218645949
62	0.0765815760266
63	0.100998890122
64	0.10987791343
65	0.108768035516
66	0.0810210876804
67	0.112097669256
68	0.100998890122
69	0.114317425083
70	0.10987791343
71	0.108768035516
72	0.0965593784684
73	0.0965593784684
74	0.107658157603
75	0.0987791342952
76	0.0943396226415
77	0.112097669256
78	0.0965593784684
79	0.0887902330744
80	0.122086570477
81	0.130965593785
82	0.104328523862
83	0.107658157603
84	0.0976692563818
85	0.124306326304
86	0.11986681465
87	0.0965593784684
88	0.0721420643729
89	0.0876803551609
90	0.0954495005549
91	0.117647058824
92	0.11986681465
93	0.0976692563818
94	0.105438401776
95	0.0788013318535
96	0.0799112097669
97	0.0954495005549
98	0.0943396226415
99	0.123196448391
100	0.0843507214206
101	0.0832408435072
102	0.106548279689
103	0.0721420643729
104	0.0865704772475
105	0.0921198668147
106	0.0932297447281
107	0.0776914539401
108	0.0921198668147
109	0.117647058824
110	0.100998890122
111	0.0799112097669
112	0.0776914539401
113	0.0854605993341
114	0.0987791342952
115	0.0843507214206
116	0.0987791342952
117	0.0788013318535
118	0.0810210876804
119	0.0987791342952
120	0.0732519422863
121	0.0699223085461
122	0.0754716981132
123	0.0665926748058
124	0.0632630410655
125	0.0821309655938
126	0.0865704772475
127	0.0965593784684
128	0.0721420643729
129	0.107658157603
130	0.0776914539401
131	0.0754716981132
132	0.0876803551609
133	0.0932297447281
134	0.0754716981132
135	0.0355160932297
136	0.0754716981132
137	0.0677025527192
138	0.0743618201998
139	0.0654827968923
140	0.0632630410655
141	0.0599334073252
142	0.0566037735849
143	0.0621531631521
144	0.0632630410655
145	0.054384017758
146	0.0632630410655
147	0.0721420643729
148	0.0788013318535
149	0.0710321864595
150	0.0732519422863
