X	with_clust2_NFKB1
-150	0.0839552238806
-149	0.136194029851
-148	0.0783582089552
-147	0.0485074626866
-146	0.0820895522388
-145	0.080223880597
-144	0.100746268657
-143	0.0690298507463
-142	0.0708955223881
-141	0.121268656716
-140	0.0839552238806
-139	0.0634328358209
-138	0.10447761194
-137	0.110074626866
-136	0.0634328358209
-135	0.0914179104478
-134	0.0858208955224
-133	0.0541044776119
-132	0.0932835820896
-131	0.0727611940299
-130	0.0597014925373
-129	0.0429104477612
-128	0.0671641791045
-127	0.0764925373134
-126	0.0727611940299
-125	0.0541044776119
-124	0.0708955223881
-123	0.130597014925
-122	0.0615671641791
-121	0.106343283582
-120	0.0783582089552
-119	0.0783582089552
-118	0.0503731343284
-117	0.0652985074627
-116	0.0708955223881
-115	0.0746268656716
-114	0.0951492537313
-113	0.089552238806
-112	0.0690298507463
-111	0.110074626866
-110	0.080223880597
-109	0.0764925373134
-108	0.0746268656716
-107	0.100746268657
-106	0.115671641791
-105	0.100746268657
-104	0.0858208955224
-103	0.0727611940299
-102	0.0876865671642
-101	0.0820895522388
-100	0.0820895522388
-99	0.0634328358209
-98	0.0914179104478
-97	0.0988805970149
-96	0.0951492537313
-95	0.0783582089552
-94	0.102611940299
-93	0.106343283582
-92	0.0932835820896
-91	0.100746268657
-90	0.0914179104478
-89	0.0970149253731
-88	0.0783582089552
-87	0.0708955223881
-86	0.0932835820896
-85	0.0914179104478
-84	0.0578358208955
-83	0.0764925373134
-82	0.080223880597
-81	0.0764925373134
-80	0.113805970149
-79	0.0970149253731
-78	0.0820895522388
-77	0.0727611940299
-76	0.080223880597
-75	0.0839552238806
-74	0.0839552238806
-73	0.0820895522388
-72	0.108208955224
-71	0.0764925373134
-70	0.106343283582
-69	0.0746268656716
-68	0.0727611940299
-67	0.0727611940299
-66	0.0764925373134
-65	0.0858208955224
-64	0.0727611940299
-63	0.080223880597
-62	0.089552238806
-61	0.0970149253731
-60	0.100746268657
-59	0.0951492537313
-58	0.0970149253731
-57	0.0783582089552
-56	0.0932835820896
-55	0.110074626866
-54	0.0970149253731
-53	0.0764925373134
-52	0.0839552238806
-51	0.106343283582
-50	0.106343283582
-49	0.110074626866
-48	0.100746268657
-47	0.0634328358209
-46	0.0988805970149
-45	0.0876865671642
-44	0.080223880597
-43	0.130597014925
-42	0.0858208955224
-41	0.106343283582
-40	0.0932835820896
-39	0.0951492537313
-38	0.0764925373134
-37	0.100746268657
-36	0.102611940299
-35	0.080223880597
-34	0.089552238806
-33	0.080223880597
-32	0.0764925373134
-31	0.0876865671642
-30	0.115671641791
-29	0.115671641791
-28	0.0932835820896
-27	0.110074626866
-26	0.0876865671642
-25	0.0615671641791
-24	0.125
-23	0.123134328358
-22	0.123134328358
-21	0.119402985075
-20	0.125
-19	0.108208955224
-18	0.0970149253731
-17	0.151119402985
-16	0.126865671642
-15	0.164179104478
-14	0.106343283582
-13	0.119402985075
-12	0.0951492537313
-11	0.0876865671642
-10	0.121268656716
-9	0.115671641791
-8	0.0820895522388
-7	0.0876865671642
-6	0.0951492537313
-5	0.0783582089552
-4	0.080223880597
-3	0.134328358209
-2	0.080223880597
-1	0.0522388059701
0	0.0223880597015
1	0.0391791044776
2	0.0727611940299
3	0.130597014925
4	0.0951492537313
5	0.10447761194
6	0.0988805970149
7	0.108208955224
8	0.0988805970149
9	0.10447761194
10	0.0839552238806
11	0.0914179104478
12	0.100746268657
13	0.0783582089552
14	0.0876865671642
15	0.0746268656716
16	0.134328358209
17	0.0932835820896
18	0.0932835820896
19	0.0932835820896
20	0.115671641791
21	0.0858208955224
22	0.0951492537313
23	0.125
24	0.132462686567
25	0.0839552238806
26	0.089552238806
27	0.113805970149
28	0.0839552238806
29	0.0951492537313
30	0.111940298507
31	0.0727611940299
32	0.0914179104478
33	0.0951492537313
34	0.0858208955224
35	0.0970149253731
36	0.117537313433
37	0.0839552238806
38	0.0876865671642
39	0.0914179104478
40	0.0858208955224
41	0.0970149253731
42	0.0820895522388
43	0.0839552238806
44	0.0671641791045
45	0.0652985074627
46	0.089552238806
47	0.0690298507463
48	0.0914179104478
49	0.102611940299
50	0.110074626866
51	0.0914179104478
52	0.0876865671642
53	0.0820895522388
54	0.0597014925373
55	0.0708955223881
56	0.0671641791045
57	0.0690298507463
58	0.0690298507463
59	0.0914179104478
60	0.0708955223881
61	0.080223880597
62	0.0839552238806
63	0.0839552238806
64	0.0690298507463
65	0.0764925373134
66	0.0764925373134
67	0.0727611940299
68	0.0876865671642
69	0.0485074626866
70	0.0858208955224
71	0.0932835820896
72	0.0858208955224
73	0.0858208955224
74	0.0764925373134
75	0.0876865671642
76	0.10447761194
77	0.0708955223881
78	0.0858208955224
79	0.0708955223881
80	0.0708955223881
81	0.0597014925373
82	0.0820895522388
83	0.0988805970149
84	0.080223880597
85	0.0951492537313
86	0.0783582089552
87	0.0746268656716
88	0.0858208955224
89	0.080223880597
90	0.0671641791045
91	0.0727611940299
92	0.0820895522388
93	0.0783582089552
94	0.0876865671642
95	0.080223880597
96	0.0858208955224
97	0.0820895522388
98	0.0597014925373
99	0.0708955223881
100	0.108208955224
101	0.0615671641791
102	0.0522388059701
103	0.0708955223881
104	0.0932835820896
105	0.0820895522388
106	0.0820895522388
107	0.0466417910448
108	0.0652985074627
109	0.0671641791045
110	0.080223880597
111	0.0503731343284
112	0.0708955223881
113	0.0746268656716
114	0.0541044776119
115	0.0597014925373
116	0.0746268656716
117	0.111940298507
118	0.0783582089552
119	0.0764925373134
120	0.0746268656716
121	0.0634328358209
122	0.0690298507463
123	0.0634328358209
124	0.0559701492537
125	0.0820895522388
126	0.0690298507463
127	0.0597014925373
128	0.0578358208955
129	0.0783582089552
130	0.0727611940299
131	0.0970149253731
132	0.0858208955224
133	0.0876865671642
134	0.0839552238806
135	0.0783582089552
136	0.080223880597
137	0.0578358208955
138	0.0559701492537
139	0.0410447761194
140	0.0708955223881
141	0.0634328358209
142	0.0578358208955
143	0.0671641791045
144	0.035447761194
145	0.0746268656716
146	0.0559701492537
147	0.0876865671642
148	0.0932835820896
149	0.0746268656716
150	0.0783582089552
