with_clust3_NFKB1	wo_clust3_NFKB1
0.126245847176	0.00996677740864
0.345514950166	0.651162790698
0.205980066445	0.0166112956811
0.179401993355	0.36877076412
0.179401993355	0.0299003322259
0.063122923588	0.265780730897
1.02657807309	0.255813953488
0.0299003322259	0.255813953488
0.0132890365449	0.299003322259
0.0265780730897	0.0332225913621
0.335548172757	0.00996677740864
0.372093023256	0.0
0.222591362126	0.0265780730897
0.00996677740864	0.0863787375415
0.129568106312	0.00664451827243
0.139534883721	0.142857142857
0.00996677740864	0.00332225913621
0.00996677740864	0.00332225913621
0.00332225913621	0.00996677740864
0.0166112956811	0.0132890365449
0.0265780730897	0.00996677740864
0.255813953488	0.00996677740864
0.189368770764	0.14950166113
0.229235880399	0.252491694352
0.681063122924	0.00996677740864
0.681063122924	0.0
0.00996677740864	0.00332225913621
0.558139534884	0.00332225913621
0.252491694352	0.116279069767
0.00996677740864	0.0431893687708
0.0332225913621	0.00332225913621
0.259136212625	0.0166112956811
0.196013289037	0.0
0.00332225913621	0.0
0.0199335548173	0.00332225913621
0.162790697674	0.0132890365449
0.046511627907	0.00332225913621
0.0598006644518	0.0132890365449
0.00996677740864	0.00664451827243
0.00664451827243	0.0332225913621
0.00664451827243	0.00332225913621
0.0132890365449	0.00332225913621
0.0897009966777	0.00996677740864
0.0963455149502	0.0
0.0897009966777	0.0332225913621
0.00996677740864	0.0332225913621
0.0132890365449	0.0730897009967
0.00332225913621	0.00664451827243
0.222591362126	0.0398671096346
0.0	0.0232558139535
0.00664451827243	0.00664451827243
0.0166112956811	0.00664451827243
0.00664451827243	0.24584717608
0.0166112956811	0.0132890365449
0.0	0.0
0.475083056478	0.0
0.475083056478	0.00664451827243
0.109634551495	0.0
0.24584717608	0.00664451827243
0.0	0.0897009966777
0.0	0.00664451827243
0.00996677740864	0.269102990033
0.00664451827243	0.00332225913621
0.0	0.0132890365449
0.00332225913621	0.0
0.00664451827243	0.0
0.00996677740864	0.0166112956811
