with_NFKB1	wo_NFKB1
0.318936877076	0.0132890365449
0.318936877076	0.0963455149502
0.126245847176	0.518272425249
0.345514950166	0.0830564784053
0.0398671096346	0.046511627907
0.265780730897	0.0332225913621
0.205980066445	0.0332225913621
0.179401993355	0.0598006644518
0.179401993355	0.169435215947
0.063122923588	0.0
0.179401993355	0.0166112956811
0.179401993355	0.00996677740864
1.02657807309	0.0431893687708
0.0232558139535	0.0299003322259
0.548172757475	0.0132890365449
0.548172757475	0.0132890365449
0.0232558139535	0.0199335548173
0.0398671096346	0.651162790698
0.0332225913621	0.00664451827243
0.0598006644518	0.53488372093
0.172757475083	0.0431893687708
0.132890365449	0.0232558139535
0.0166112956811	0.0199335548173
0.0166112956811	0.0199335548173
0.0	0.0132890365449
0.00996677740864	0.0232558139535
0.0132890365449	0.0
0.00996677740864	0.00664451827243
0.0132890365449	0.0365448504983
0.00664451827243	0.0132890365449
0.0132890365449	0.0132890365449
0.0332225913621	0.0132890365449
0.172757475083	0.0166112956811
0.0897009966777	0.0199335548173
0.0232558139535	0.00996677740864
0.0199335548173	0.0132890365449
0.372093023256	0.36877076412
0.152823920266	0.0498338870432
0.222591362126	0.0
0.405315614618	0.063122923588
0.215946843854	0.215946843854
0.215946843854	0.00664451827243
0.222591362126	0.0299003322259
0.0132890365449	0.0232558139535
0.0265780730897	0.0132890365449
0.00996677740864	0.594684385382
0.0166112956811	0.0
0.129568106312	0.0166112956811
0.139534883721	0.0166112956811
0.00332225913621	0.0
0.00996677740864	0.0
0.0132890365449	0.00996677740864
0.00996677740864	0.0166112956811
0.00332225913621	0.265780730897
0.0365448504983	0.00332225913621
0.0232558139535	0.132890365449
0.0265780730897	0.471760797342
0.159468438538	0.0199335548173
0.159468438538	0.0
0.102990033223	0.0132890365449
0.0996677740864	0.0166112956811
0.0996677740864	0.166112956811
0.0299003322259	0.126245847176
0.0299003322259	0.00996677740864
0.451827242525	0.0199335548173
0.242524916944	0.255813953488
0.255813953488	0.255813953488
0.0	0.299003322259
0.136212624585	0.0166112956811
0.235880398671	0.126245847176
0.0299003322259	0.00664451827243
0.0232558139535	0.146179401993
0.189368770764	0.00332225913621
0.00996677740864	0.00664451827243
0.265780730897	0.451827242525
0.0897009966777	0.0232558139535
0.229235880399	0.0132890365449
0.196013289037	0.00664451827243
0.215946843854	0.00664451827243
0.119601328904	0.00332225913621
0.0332225913621	0.00664451827243
0.00332225913621	0.0132890365449
0.681063122924	0.00332225913621
0.681063122924	0.00996677740864
0.558139534884	0.0132890365449
0.594684385382	0.0132890365449
0.594684385382	0.00664451827243
0.378737541528	0.00664451827243
0.398671096346	0.0
0.0365448504983	0.00332225913621
0.252491694352	0.0132890365449
0.152823920266	0.0
0.235880398671	0.00664451827243
0.102990033223	0.0132890365449
0.146179401993	0.0132890365449
0.644518272425	0.0132890365449
0.259136212625	0.00996677740864
0.724252491694	0.0332225913621
0.0166112956811	0.235880398671
0.0166112956811	0.282392026578
0.00664451827243	0.0
0.00332225913621	0.0
0.0132890365449	0.00332225913621
0.116279069767	0.0132890365449
0.385382059801	0.0132890365449
0.112956810631	0.0863787375415
0.46511627907	0.00664451827243
0.468438538206	0.00664451827243
0.485049833887	0.142857142857
0.0265780730897	0.00996677740864
0.162790697674	0.0132890365449
0.119601328904	0.00332225913621
0.0598006644518	0.00996677740864
0.0265780730897	0.00332225913621
0.0	0.269102990033
0.0166112956811	0.0132890365449
0.0265780730897	0.00664451827243
0.00996677740864	0.0166112956811
0.00664451827243	0.129568106312
0.0	0.136212624585
0.362126245847	0.00332225913621
0.00996677740864	0.00664451827243
0.0132890365449	0.00996677740864
0.00664451827243	0.00332225913621
0.00332225913621	0.0
0.328903654485	0.00332225913621
0.00664451827243	0.0
0.0498338870432	0.0
0.335548172757	0.00332225913621
0.661129568106	0.0166112956811
0.0199335548173	0.00996677740864
0.0897009966777	0.0
0.00332225913621	0.445182724252
0.0963455149502	0.0199335548173
0.0199335548173	0.0132890365449
0.0199335548173	0.00332225913621
0.00996677740864	0.142857142857
0.00996677740864	0.116279069767
0.00332225913621	0.468438538206
0.0232558139535	0.0265780730897
0.0232558139535	0.14950166113
0.093023255814	0.252491694352
0.0963455149502	0.0166112956811
0.0166112956811	0.0132890365449
0.00332225913621	0.0
0.00996677740864	0.00664451827243
0.00996677740864	0.00664451827243
0.0132890365449	0.00664451827243
0.00996677740864	0.00332225913621
0.0	0.00664451827243
0.169435215947	0.0
0.0199335548173	0.00996677740864
0.222591362126	0.0
0.0764119601329	0.186046511628
0.0764119601329	0.0
0.00664451827243	0.0
