with_clust1_NFKB1	wo_clust1_NFKB1
0.0166112956811	0.0863787375415
0.215946843854	0.0265780730897
0.328903654485	0.0166112956811
0.0431893687708	0.0232558139535
0.0132890365449	0.0166112956811
0.00332225913621	0.00996677740864
0.00332225913621	0.00996677740864
0.0132890365449	0.00332225913621
0.00664451827243	0.0
0.00664451827243	0.00332225913621
0.0	0.0
0.00664451827243	0.142857142857
0.00332225913621	0.116279069767
0.0697674418605	0.186046511628
0.00996677740864	0.382059800664
0.106312292359	0.392026578073
0.00996677740864	0.46511627907
0.0	0.00996677740864
0.116279069767	0.00996677740864
0.139534883721	0.0
0.00664451827243	0.00664451827243
0.0199335548173	0.0166112956811
0.405315614618	0.312292358804
0.0232558139535	0.0232558139535
0.269102990033	0.0232558139535
0.169435215947	0.00664451827243
0.0199335548173	0.0132890365449
0.292358803987	0.116279069767
0.00332225913621	0.00664451827243
0.00332225913621	0.0
0.0132890365449	0.0
0.00332225913621	0.142857142857
0.0	0.0265780730897
0.00664451827243	0.0232558139535
0.0431893687708	0.0132890365449
0.00332225913621	0.172757475083
0.0	0.00664451827243
0.0	0.172757475083
0.00996677740864	0.169435215947
0.00996677740864	0.0265780730897
0.0	0.00332225913621
0.0132890365449	0.00332225913621
0.0	0.0
0.202657807309	0.209302325581
0.508305647841	0.0232558139535
0.508305647841	0.0
0.106312292359	0.159468438538
0.00332225913621	0.0
0.0166112956811	0.00332225913621
0.1926910299	0.0
0.0	0.00332225913621
0.00996677740864	0.0299003322259
0.00664451827243	0.00664451827243
0.00332225913621	0.0332225913621
0.00332225913621	0.136212624585
0.00664451827243	0.142857142857
0.0132890365449	0.0199335548173
0.00664451827243	0.0
0.172757475083	0.00332225913621
0.0132890365449	0.00996677740864
0.00996677740864	0.106312292359
0.00664451827243	0.0199335548173
0.00664451827243	0.152823920266
0.00332225913621	0.0
0.0199335548173	0.0
0.00664451827243	0.00332225913621
0.00332225913621	0.0166112956811
0.0	0.0132890365449
0.0	0.0
0.119601328904	0.0
0.146179401993	0.0
0.405315614618	0.00996677740864
0.0	0.0498338870432
0.0498338870432	0.0897009966777
0.00332225913621	0.00664451827243
0.78073089701	0.0
0.112956810631	0.00332225913621
0.106312292359	0.00332225913621
0.0132890365449	0.00332225913621
0.0	0.00664451827243
0.0	0.00996677740864
0.418604651163	0.0132890365449
0.418604651163	0.0963455149502
0.0332225913621	0.0332225913621
0.0166112956811	0.1926910299
0.00664451827243	0.00332225913621
0.0	0.00664451827243
0.0	0.00332225913621
0.00332225913621	0.338870431894
0.00664451827243	0.00332225913621
0.558139534884	0.0166112956811
0.0830564784053	0.00332225913621
0.0830564784053	0.169435215947
0.0564784053156	0.00664451827243
0.0	0.00664451827243
0.0199335548173	0.00332225913621
0.890365448505	0.00664451827243
0.617940199336	0.00664451827243
0.182724252492	0.00996677740864
0.186046511628	0.0
0.00664451827243	0.116279069767
0.00664451827243	0.196013289037
0.0	0.0132890365449
0.0	0.0398671096346
0.0132890365449	0.0
0.0132890365449	0.00664451827243
0.0531561461794	0.00996677740864
0.475083056478	0.00332225913621
0.322259136213	0.0
0.279069767442	0.205980066445
0.00332225913621	0.0199335548173
0.282392026578	0.661129568106
0.272425249169	0.00332225913621
0.0132890365449	0.0697674418605
0.00332225913621	0.0664451827243
0.0265780730897	0.00996677740864
0.0	0.0
0.282392026578	0.0
0.196013289037	0.00664451827243
0.0697674418605	0.00332225913621
0.0664451827243	0.00664451827243
0.0	0.00996677740864
0.00664451827243	0.00332225913621
0.0	0.00332225913621
0.0132890365449	0.00996677740864
0.00332225913621	0.00332225913621
0.0199335548173	0.00664451827243
0.0	0.0299003322259
0.93023255814	0.00332225913621
0.00996677740864	0.0
0.00332225913621	0.0
0.00996677740864	0.102990033223
0.00332225913621	0.00996677740864
0.0132890365449	0.00332225913621
0.681063122924	0.00996677740864
0.00996677740864	0.00332225913621
0.478405315615	0.0232558139535
0.00996677740864	0.00664451827243
0.00996677740864	0.00996677740864
0.0	0.00996677740864
0.0	0.0531561461794
0.0	0.0
0.0166112956811	0.0132890365449
0.591362126246	0.0365448504983
0.00332225913621	0.0365448504983
0.0498338870432	0.0
0.00664451827243	0.00664451827243
0.0697674418605	0.00664451827243
0.0697674418605	0.0
0.0	0.0
0.00996677740864	0.0
0.00332225913621	0.0332225913621
0.0166112956811	0.00664451827243
0.0	0.166112956811
0.00332225913621	0.00996677740864
0.0398671096346	0.00332225913621
0.00332225913621	0.0
0.0199335548173	0.00332225913621
0.0232558139535	0.0132890365449
0.179401993355	0.0
0.00996677740864	0.00332225913621
0.176079734219	0.00996677740864
0.00664451827243	0.0132890365449
0.00996677740864	0.0
0.129568106312	0.00332225913621
0.129568106312	0.0
0.242524916944	0.0132890365449
0.0232558139535	0.0498338870432
0.0132890365449	0.0
0.00996677740864	0.0132890365449
0.00996677740864	0.501661129568
0.0398671096346	0.0
0.00664451827243	0.0132890365449
0.222591362126	0.00332225913621
0.00332225913621	0.112956810631
0.471760797342	0.0299003322259
0.471760797342	0.00996677740864
0.0	0.00332225913621
0.518272425249	0.00664451827243
0.428571428571	0.00332225913621
0.431893687708	0.0963455149502
0.162790697674	0.0199335548173
0.0	0.0
0.441860465116	0.0166112956811
0.0	0.0166112956811
0.0	0.0
0.0166112956811	0.0232558139535
0.00332225913621	0.0
0.00664451827243	0.0132890365449
0.0830564784053	0.0232558139535
0.00332225913621	0.292358803987
0.00332225913621	0.00664451827243
0.0166112956811	0.0
0.0166112956811	0.478405315615
0.126245847176	0.00332225913621
0.00332225913621	0.00996677740864
0.0	0.0265780730897
0.0	0.0863787375415
0.00664451827243	0.00996677740864
0.0	0.0
0.00332225913621	0.0132890365449
0.498338870432	0.0132890365449
0.498338870432	0.00332225913621
0.511627906977	0.202657807309
0.78073089701	0.0265780730897
0.794019933555	0.00996677740864
0.00332225913621	0.00996677740864
0.176079734219	0.00664451827243
0.0	0.00996677740864
0.146179401993	0.262458471761
0.0132890365449	0.0
0.00996677740864	0.00664451827243
0.0166112956811	0.0996677740864
0.0166112956811	0.0132890365449
0.0166112956811	0.00664451827243
0.239202657807	0.46511627907
0.0863787375415	0.0132890365449
0.146179401993	0.00996677740864
0.063122923588	0.0232558139535
0.0199335548173	0.152823920266
0.0199335548173	0.0897009966777
0.00332225913621	0.0132890365449
0.0232558139535	0.00332225913621
0.0232558139535	0.0166112956811
0.0	0.00664451827243
0.0166112956811	0.00664451827243
0.162790697674	0.00664451827243
0.225913621262	0.00664451827243
0.0132890365449	0.00332225913621
0.0199335548173	0.0232558139535
0.116279069767	0.00664451827243
0.322259136213	0.0
0.00664451827243	0.00332225913621
0.0	0.00332225913621
0.00664451827243	0.0
0.00996677740864	0.0232558139535
0.00332225913621	0.00332225913621
0.0797342192691	0.00664451827243
0.0265780730897	0.00996677740864
0.0365448504983	0.0
0.0	0.00664451827243
0.00332225913621	0.0
0.00332225913621	0.0
0.0863787375415	0.00996677740864
0.152823920266	0.0
0.162790697674	0.00664451827243
0.116279069767	0.00332225913621
0.215946843854	0.0166112956811
0.00332225913621	0.0398671096346
0.00332225913621	0.00664451827243
0.0299003322259	0.00664451827243
0.00664451827243	0.0299003322259
0.0132890365449	0.0232558139535
0.0166112956811	0.00996677740864
0.00332225913621	0.0166112956811
0.0199335548173	0.00664451827243
0.0166112956811	0.0
0.0199335548173	0.00332225913621
0.0	0.00664451827243
0.00332225913621	0.00996677740864
0.0365448504983	0.0398671096346
0.0365448504983	0.322259136213
0.00664451827243	0.31561461794
0.00664451827243	0.00664451827243
0.136212624585	0.00664451827243
0.00332225913621	0.00996677740864
0.132890365449	0.441860465116
0.00996677740864	0.225913621262
0.0	0.00664451827243
0.571428571429	0.102990033223
0.571428571429	0.0
0.176079734219	0.00332225913621
0.00664451827243	0.00332225913621
0.00664451827243	0.0
0.511627906977	0.0
0.225913621262	0.0
0.0	0.00332225913621
0.0	0.00996677740864
0.0	0.00332225913621
0.0	0.00664451827243
0.0	0.0132890365449
0.0	0.0132890365449
0.0166112956811	0.00332225913621
0.259136212625	0.0132890365449
0.00664451827243	0.0
0.00664451827243	0.0
0.00332225913621	0.00664451827243
0.0232558139535	0.322259136213
0.00996677740864	0.0132890365449
0.0	0.00332225913621
0.00996677740864	0.00332225913621
0.0166112956811	0.00664451827243
0.189368770764	1.06644518272
0.0265780730897	0.518272425249
0.00332225913621	0.0299003322259
0.265780730897	0.0166112956811
0.0365448504983	0.0
0.0	0.14950166113
0.0365448504983	0.0199335548173
0.00996677740864	0.0132890365449
0.00664451827243	0.119601328904
0.0232558139535	0.0232558139535
0.0	0.0863787375415
0.136212624585	0.0166112956811
0.365448504983	0.00996677740864
0.485049833887	0.0697674418605
0.31561461794	0.00332225913621
0.0332225913621	0.00332225913621
0.528239202658	0.00996677740864
0.382059800664	0.00664451827243
0.046511627907	0.0
0.0	0.00664451827243
0.176079734219	0.00332225913621
0.00332225913621	0.0265780730897
0.186046511628	0.00664451827243
0.0332225913621	0.136212624585
0.00664451827243	0.00332225913621
0.252491694352	0.0166112956811
0.0132890365449	0.046511627907
0.0132890365449	0.0963455149502
0.0	0.0365448504983
0.162790697674	0.0132890365449
0.146179401993	0.102990033223
0.435215946844	0.0199335548173
0.435215946844	0.00332225913621
0.279069767442	0.0265780730897
0.451827242525	0.0166112956811
0.365448504983	0.00332225913621
0.0199335548173	0.119601328904
0.169435215947	0.119601328904
0.046511627907	0.0498338870432
0.136212624585	0.252491694352
0.0132890365449	0.843853820598
0.0332225913621	0.00996677740864
0.0764119601329	0.189368770764
0.186046511628	0.12292358804
0.0232558139535	0.00664451827243
0.00664451827243	0.00996677740864
0.0166112956811	0.0232558139535
0.00332225913621	0.0498338870432
0.00332225913621	0.00664451827243
0.00664451827243	0.00664451827243
0.00664451827243	0.00664451827243
0.0166112956811	0.1926910299
0.00664451827243	0.0
0.00332225913621	0.0
0.0265780730897	0.0199335548173
0.0299003322259	0.0132890365449
0.0265780730897	0.0
0.0132890365449	0.00332225913621
0.0166112956811	0.00664451827243
0.0	0.0
0.0232558139535	0.00332225913621
0.0132890365449	0.00664451827243
