with_clust1_RELA	with_clust2_RELA	with_clust3_RELA	with_clust4_RELA	with_clust5_RELA	wo_clust1_RELA	wo_clust2_RELA	wo_clust3_RELA	wo_clust4_RELA	wo_clust5_RELA	with_RELA	wo_RELA	all_RELA
0.659340659341	5.27472527473	0.969030969031	0.619380619381	0.0	1.03896103896	0.47952047952	0.11988011988	0.24975024975	0.0599400599401	5.27472527473	0.0999000999001	0.0
0.10989010989	0.31968031968	1.02897102897	0.0699300699301	1.50849150849	0.25974025974	0.47952047952	4.50549450549	0.25974025974	0.34965034965	0.43956043956	0.43956043956	5.27472527473
0.539460539461	0.16983016983	1.02897102897	0.22977022977	2.84715284715	0.10989010989	0.0699300699301	0.03996003996	0.46953046953	4.82517482517	1.50849150849	0.27972027972	0.12987012987
0.0999000999001	0.16983016983	5.81418581419	0.03996003996	2.86713286713	0.17982017982	0.11988011988	0.04995004995	0.1998001998	2.57742257742	0.969030969031	0.31968031968	1.50849150849
0.0699300699301	0.16983016983	0.23976023976	0.0599400599401	3.80619380619	0.01998001998	0.00999000999001	0.35964035964	0.1998001998	0.13986013986	1.02897102897	0.14985014985	0.969030969031
0.04995004995	0.0599400599401	0.23976023976	0.02997002997	3.80619380619	0.0	0.0599400599401	0.13986013986	0.1998001998	0.839160839161	1.02897102897	0.16983016983	1.02897102897
0.12987012987	0.739260739261	0.25974025974	1.22877122877	1.31868131868	0.0699300699301	0.0599400599401	0.15984015984	0.22977022977	0.839160839161	2.84715284715	0.25974025974	1.02897102897
0.03996003996	0.739260739261	0.20979020979	0.00999000999001	0.679320679321	2.14785214785	0.02997002997	1.1988011988	0.26973026973	0.649350649351	2.86713286713	0.0799200799201	0.28971028971
0.0599400599401	0.839160839161	1.70829170829	0.929070929071	1.14885114885	0.0999000999001	2.08791208791	0.48951048951	0.02997002997	0.0899100899101	5.81418581419	4.50549450549	2.84715284715
0.0599400599401	2.17782217782	1.70829170829	2.06793206793	1.14885114885	0.02997002997	0.03996003996	0.03996003996	0.24975024975	0.1998001998	0.25974025974	0.0899100899101	2.86713286713
1.1988011988	0.13986013986	0.0699300699301	2.06793206793	3.15684315684	0.00999000999001	0.0699300699301	0.0699300699301	1.71828171828	0.1998001998	3.80619380619	4.82517482517	0.26973026973
