with_clust1_REL	with_clust2_REL	with_clust3_REL	with_clust4_REL	with_clust5_REL	wo_clust1_REL	wo_clust2_REL	wo_clust3_REL	wo_clust4_REL	wo_clust5_REL	with_REL	wo_REL	all_REL
1.00899100899	5.27472527473	0.969030969031	0.24975024975	0.0	1.03896103896	0.47952047952	0.0599400599401	0.24975024975	0.0599400599401	5.27472527473	0.0999000999001	0.0
0.20979020979	5.26473526474	1.02897102897	0.0699300699301	1.50849150849	0.18981018981	0.0699300699301	0.11988011988	0.25974025974	0.0599400599401	5.26473526474	0.43956043956	5.27472527473
0.0999000999001	0.16983016983	1.02897102897	0.03996003996	2.86713286713	0.10989010989	0.48951048951	2.58741258741	0.35964035964	0.15984015984	1.50849150849	0.27972027972	5.26473526474
0.03996003996	0.15984015984	5.81418581419	1.22877122877	3.80619380619	0.17982017982	0.12987012987	0.15984015984	0.46953046953	4.82517482517	0.969030969031	0.31968031968	0.12987012987
0.0599400599401	0.13986013986	0.549450549451	0.00999000999001	3.80619380619	0.0999000999001	0.11988011988	2.04795204795	0.46953046953	0.10989010989	1.02897102897	0.14985014985	1.50849150849
0.0599400599401	0.0599400599401	0.23976023976	0.929070929071	1.31868131868	0.02997002997	0.11988011988	0.04995004995	0.1998001998	2.57742257742	1.02897102897	0.17982017982	0.969030969031
0.02997002997	0.739260739261	0.20979020979	0.35964035964	0.679320679321	0.909090909091	0.00999000999001	0.0699300699301	0.22977022977	0.10989010989	2.86713286713	0.25974025974	1.02897102897
0.02997002997	0.13986013986	2.41758241758	0.0699300699301	0.1998001998	0.01998001998	0.0599400599401	2.06793206793	0.26973026973	0.13986013986	5.81418581419	0.21978021978	1.02897102897
0.02997002997	0.15984015984	2.41758241758	0.20979020979	1.14885114885	0.879120879121	0.02997002997	2.06793206793	0.26973026973	0.839160839161	0.25974025974	0.0799200799201	0.28971028971
0.13986013986	1.25874125874	2.24775224775	3.52647352647	1.14885114885	2.5974025974	2.08791208791	0.13986013986	0.02997002997	0.839160839161	3.80619380619	0.23976023976	2.86713286713
