with_clust1_NFKB1	with_clust2_NFKB1	with_clust3_NFKB1	with_clust4_NFKB1	with_clust5_NFKB1	wo_clust1_NFKB1	wo_clust2_NFKB1	wo_clust3_NFKB1	wo_clust4_NFKB1	wo_clust5_NFKB1	with_NFKB1	wo_NFKB1	all_NFKB1
0.13986013986	5.27472527473	1.95804195804	0.619380619381	0.0	1.03896103896	0.23976023976	0.0899100899101	0.24975024975	0.0	5.27472527473	0.0999000999001	0.0
1.00899100899	5.27472527473	1.86813186813	0.3996003996	1.43856143856	0.18981018981	0.47952047952	4.48551448551	0.25974025974	2.85714285714	5.27472527473	0.759240759241	0.00999000999001
1.41858141858	0.25974025974	0.969030969031	0.35964035964	2.85714285714	0.10989010989	0.11988011988	0.15984015984	0.46953046953	0.0599400599401	1.95804195804	2.85714285714	0.0899100899101
0.20979020979	0.31968031968	1.02897102897	0.21978021978	2.84715284715	0.17982017982	0.12987012987	2.04795204795	0.46953046953	0.0599400599401	1.86813186813	0.779220779221	5.27472527473
0.0699300699301	0.16983016983	1.02897102897	0.0799200799201	3.80619380619	0.0999000999001	0.11988011988	0.35964035964	0.0699300699301	4.82517482517	0.43956043956	0.44955044955	5.27472527473
0.04995004995	0.16983016983	1.15884115884	0.03996003996	3.80619380619	0.14985014985	0.10989010989	1.50849150849	0.37962037962	0.00999000999001	1.43856143856	0.27972027972	0.12987012987
0.03996003996	0.23976023976	5.81418581419	0.02997002997	0.569430569431	0.0699300699301	0.11988011988	2.06793206793	0.1998001998	0.10989010989	0.969030969031	0.27972027972	1.95804195804
0.0599400599401	0.13986013986	0.25974025974	0.2997002997	1.31868131868	0.02997002997	0.0599400599401	2.06793206793	0.1998001998	0.13986013986	1.02897102897	0.639360639361	1.86813186813
0.02997002997	0.11988011988	0.20979020979	0.829170829171	0.679320679321	0.00999000999001	2.08791208791	2.1978021978	0.13986013986	0.839160839161	1.02897102897	0.619380619381	1.43856143856
0.02997002997	0.739260739261	0.28971028971	1.22877122877	0.1998001998	0.02997002997	0.0799200799201	0.15984015984	0.22977022977	0.1998001998	1.15884115884	0.14985014985	1.43856143856
0.02997002997	0.739260739261	2.41758241758	0.00999000999001	1.14885114885	0.0	0.03996003996	0.04995004995	0.26973026973	3.44655344655	2.85714285714	0.17982017982	0.969030969031
0.13986013986	2.17782217782	2.24775224775	0.929070929071	1.14885114885	0.909090909091	0.22977022977	0.02997002997	0.26973026973	0.0799200799201	2.84715284715	0.0899100899101	1.02897102897
0.01998001998	0.13986013986	1.70829170829	2.06793206793	0.589410589411	1.36863136863	0.00999000999001	0.17982017982	0.02997002997	0.0999000999001	5.81418581419	0.25974025974	1.02897102897
0.32967032967	0.0899100899101	0.0699300699301	0.18981018981	3.15684315684	0.879120879121	0.10989010989	0.48951048951	0.02997002997	0.0699300699301	0.25974025974	0.25974025974	1.15884115884
0.0599400599401	0.15984015984	0.709290709291	0.1998001998	1.27872127872	2.07792207792	1.48851148851	0.02997002997	0.839160839161	4.72527472527	3.80619380619	0.21978021978	2.85714285714
1.2987012987	0.0699300699301	0.949050949051	0.35964035964	1.27872127872	2.07792207792	1.32867132867	0.599400599401	0.23976023976	0.649350649351	3.80619380619	0.0799200799201	2.84715284715
0.0899100899101	1.53846153846	0.13986013986	0.0699300699301	0.03996003996	2.13786213786	2.10789210789	0.0599400599401	0.16983016983	0.16983016983	0.18981018981	0.15984015984	5.81418581419
0.00999000999001	1.25874125874	0.13986013986	3.52647352647	0.749250749251	0.02997002997	2.98701298701	0.03996003996	0.22977022977	0.27972027972	0.28971028971	4.48551448551	0.24975024975
0.899100899101	0.749250749251	0.03996003996	3.53646353646	0.749250749251	0.579420579421	0.0999000999001	0.0699300699301	1.77822177822	0.689310689311	0.47952047952	0.0899100899101	3.80619380619
0.909090909091	0.12987012987	0.13986013986	0.23976023976	3.1968031968	0.0	0.10989010989	0.0599400599401	0.12987012987	0.0599400599401	0.659340659341	4.82517482517	3.80619380619
0.0699300699301	0.0899100899101	0.33966033966	0.1998001998	0.729270729271	0.04995004995	0.10989010989	0.03996003996	0.0699300699301	3.16683316683	1.31868131868	0.45954045954	2.85714285714
0.21978021978	0.0699300699301	1.50849150849	3.3966033966	0.45954045954	0.12987012987	0.44955044955	0.0799200799201	0.03996003996	0.35964035964	0.679320679321	0.0999000999001	0.2997002997
