with_clust1_RELA	with_clust2_RELA	with_clust3_RELA	with_clust4_RELA	with_clust5_RELA	wo_clust1_RELA	wo_clust2_RELA	wo_clust3_RELA	wo_clust4_RELA	wo_clust5_RELA	with_RELA	wo_RELA	all_RELA
7.25274725275	56.5334665335	10.5994005994	6.59340659341	0.0	11.2087912088	5.24475524476	1.14885114885	2.63736263736	0.769230769231	56.5334665335	1.28871128871	0.0
1.23876123876	3.51648351648	11.1688311688	0.659340659341	16.5934065934	2.70729270729	5.25474525475	48.7012987013	4.72527472527	3.92607392607	5.04495504496	4.90509490509	56.5334665335
5.63436563437	1.86813186813	11.1988011988	2.74725274725	38.5514485514	1.0989010989	0.769230769231	0.43956043956	5.16483516484	48.4015984016	16.5934065934	3.07692307692	1.53846153846
1.0989010989	1.86813186813	64.0959040959	0.43956043956	38.5814185814	1.94805194805	1.50849150849	0.549450549451	2.1978021978	27.8021978022	10.5994005994	3.42657342657	16.5934065934
0.659340659341	1.86813186813	2.63736263736	0.659340659341	41.5684315684	0.21978021978	0.10989010989	4.04595404595	2.13786213786	1.64835164835	11.1688311688	1.53846153846	10.5994005994
0.549450549451	0.549450549451	2.63736263736	0.43956043956	41.5684315684	0.10989010989	0.659340659341	1.53846153846	2.13786213786	9.56043956044	11.1988011988	1.86813186813	11.1688311688
1.42857142857	8.46153846154	2.64735264735	13.3166833167	15.5544455544	0.879120879121	0.659340659341	1.75824175824	2.52747252747	9.56043956044	38.5514485514	2.96703296703	11.1988011988
0.549450549451	8.46153846154	2.30769230769	0.43956043956	7.58241758242	23.6463536464	0.32967032967	13.4865134865	3.07692307692	6.81318681319	38.5814185814	0.749250749251	3.35664335664
0.549450549451	9.23076923077	18.8211788212	10.3596403596	10.4895104895	1.0989010989	22.027972028	5.3046953047	0.32967032967	1.0989010989	64.0959040959	48.7012987013	38.5514485514
0.549450549451	23.8461538462	18.8111888112	21.8281718282	12.3976023976	0.32967032967	0.32967032967	0.42957042957	2.5974025974	2.1978021978	2.63736263736	0.949050949051	38.5814185814
13.4065934066	1.53846153846	0.769230769231	21.8081918082	34.3356643357	0.10989010989	0.769230769231	0.769230769231	19.2407592408	2.1978021978	41.5684315684	48.4015984016	3.07692307692
0.659340659341	1.75824175824	10.5494505495	21.7282717283	13.6563436563	1.0989010989	0.43956043956	0.769230769231	19.3406593407	37.5024975025	41.5684315684	1.13886113886	64.0959040959
0.659340659341	14.0759240759	1.61838161838	1.31868131868	13.6563436563	0.21978021978	0.32967032967	0.659340659341	0.769230769231	1.58841158841	2.30769230769	27.8021978022	2.74725274725
14.1258741259	8.13186813187	1.53846153846	2.20779220779	13.6663336663	22.8571428571	0.43956043956	0.989010989011	1.42857142857	0.989010989011	15.5544455544	0.989010989011	2.74725274725
14.1658341658	0.21978021978	1.53846153846	38.6513486513	8.45154845155	23.3266733267	0.659340659341	1.0989010989	1.42857142857	0.659340659341	7.58241758242	1.57842157842	41.5684315684
0.989010989011	0.989010989011	2.08791208791	3.6963036963	36.1538461538	0.32967032967	5.49450549451	0.21978021978	21.1088911089	6.95304695305	2.18781218781	4.16583416583	41.5684315684
0.989010989011	6.23376623377	11.7582417582	2.1978021978	36.1638361638	1.64835164835	20.6593406593	1.53846153846	18.5914085914	0.769230769231	1.75824175824	0.659340659341	4.74525474525
0.769230769231	2.04795204795	11.7682317682	3.84615384615	8.11188811189	0.10989010989	0.879120879121	0.659340659341	0.989010989011	3.95604395604	0.879120879121	0.879120879121	4.06593406593
10.1198801199	0.43956043956	50.7092907093	37.5224775225	12.7972027972	10.1198801199	0.989010989011	1.97802197802	0.769230769231	4.06593406593	2.40759240759	5.24475524476	3.66633366633
10.1598401598	1.20879120879	50.7092907093	35.9140859141	12.7872127872	0.549450549451	1.42857142857	46.043956044	0.769230769231	0.559440559441	1.41858141858	5.25474525475	15.5544455544
10.1598401598	1.20879120879	50.6993006993	35.6043956044	17.1428571429	0.549450549451	3.4965034965	0.879120879121	11.4285714286	1.53846153846	1.42857142857	9.56043956044	7.58241758242
0.549450549451	0.769230769231	0.989010989011	29.2107892108	6.37362637363	0.21978021978	1.31868131868	1.84815184815	11.0989010989	2.30769230769	1.20879120879	9.56043956044	0.549450549451
2.52747252747	1.0989010989	11.3686313686	1.64835164835	6.37362637363	1.20879120879	0.989010989011	0.549450549451	0.21978021978	4.28571428571	1.0989010989	19.2407592408	1.57842157842
29.4705294705	0.32967032967	13.5164835165	0.989010989011	26.8131868132	0.879120879121	0.549450549451	0.659340659341	0.549450549451	0.32967032967	1.64835164835	1.31868131868	1.86813186813
3.18681318681	15.1048951049	20.1398601399	29.8901098901	5.38461538462	10.4395604396	0.43956043956	0.519480519481	2.63736263736	5.49450549451	0.769230769231	1.31868131868	0.659340659341
1.20879120879	0.879120879121	3.84615384615	33.2767232767	30.6393606394	10.4695304695	1.20879120879	1.31868131868	19.8901098901	0.27972027972	1.86813186813	37.5024975025	0.549450549451
27.0829170829	32.5774225774	14.6353646354	1.7982017982	30.6393606394	0.769230769231	0.609390609391	1.31868131868	0.659340659341	7.36263736264	3.88611388611	2.30769230769	0.659340659341
13.3766233766	0.32967032967	3.73626373626	3.18681318681	30.6393606394	1.41858141858	0.43956043956	3.36663336663	6.48351648352	0.32967032967	0.989010989011	1.0989010989	1.20879120879
0.869130869131	4.28571428571	4.50549450549	3.18681318681	0.549450549451	25.9340659341	0.769230769231	4.00599400599	18.3516483516	0.989010989011	2.47752247752	1.86813186813	2.62737262737
7.55244755245	0.659340659341	4.28571428571	2.86713286713	0.549450549451	25.3646353646	8.35164835165	3.40659340659	17.6923076923	0.549450549451	2.1978021978	13.5364635365	2.30769230769
7.5024975025	0.0	0.879120879121	1.0989010989	0.549450549451	0.43956043956	0.769230769231	1.53846153846	11.3186813187	0.659340659341	10.4895104895	0.659340659341	2.30769230769
5.16483516484	6.01398601399	0.549450549451	0.659340659341	2.63736263736	2.60739260739	6.81318681319	19.0509490509	38.7612387612	0.659340659341	12.3976023976	0.879120879121	0.879120879121
1.31868131868	6.04395604396	3.84615384615	0.659340659341	2.41758241758	0.769230769231	1.0989010989	1.0989010989	0.989010989011	0.549450549451	3.2967032967	19.3406593407	1.0989010989
1.31868131868	0.3996003996	3.84615384615	0.659340659341	40.5494505495	9.12087912088	1.61838161838	3.84615384615	0.659340659341	0.32967032967	34.3356643357	0.879120879121	1.31868131868
0.43956043956	59.7702297702	0.769230769231	23.0769230769	1.53846153846	0.879120879121	0.659340659341	0.769230769231	0.549450549451	0.21978021978	13.6563436563	2.96703296703	10.4895104895
0.659340659341	59.7702297702	4.17582417582	22.6673326673	4.77522477522	0.21978021978	0.659340659341	5.16483516484	16.8531468531	0.32967032967	13.6563436563	6.95304695305	12.3976023976
0.43956043956	0.769230769231	4.17582417582	22.2777222777	4.87512487512	1.20879120879	0.659340659341	5.16483516484	0.43956043956	0.41958041958	13.6663336663	0.659340659341	5.93406593407
0.589410589411	11.7982017982	22.6373626374	22.2777222777	0.879120879121	0.659340659341	2.62737262737	0.21978021978	0.789210789211	0.989010989011	18.8211788212	2.78721278721	1.53846153846
0.21978021978	2.96703296703	22.6373626374	0.769230769231	0.879120879121	0.32967032967	2.63736263736	0.02997002997	1.41858141858	0.21978021978	18.8111888112	13.4865134865	0.959040959041
18.5214785215	1.64835164835	1.75824175824	0.659340659341	1.66833166833	3.95604395604	0.659340659341	0.03996003996	0.659340659341	0.32967032967	1.77822177822	2.88711288711	34.3356643357
28.4915084915	0.549450549451	1.75824175824	0.32967032967	0.32967032967	7.69230769231	1.53846153846	1.03896103896	0.43956043956	0.549450549451	0.989010989011	0.879120879121	13.6563436563
0.43956043956	15.4545454545	16.7032967033	0.32967032967	4.83516483516	7.69230769231	5.6043956044	1.0989010989	16.013986014	1.0989010989	1.75824175824	1.0989010989	13.6563436563
0.32967032967	0.879120879121	0.989010989011	1.0989010989	0.32967032967	2.52747252747	0.879120879121	0.769230769231	0.659340659341	1.0989010989	10.5494505495	23.6463536464	13.6663336663
0.549450549451	0.21978021978	27.9320679321	0.43956043956	1.32867132867	0.0	0.879120879121	5.9040959041	0.21978021978	28.5314685315	0.549450549451	1.97802197802	0.879120879121
0.879120879121	0.21978021978	27.9420579421	0.549450549451	1.31868131868	0.0	1.86813186813	1.31868131868	1.20879120879	2.52747252747	1.5984015984	0.659340659341	0.879120879121
1.0989010989	0.769230769231	6.5034965035	8.79120879121	0.45954045954	0.32967032967	0.769230769231	11.3786213786	0.659340659341	41.9280719281	3.2967032967	2.1978021978	18.8211788212
0.0	2.1978021978	34.2957042957	26.4835164835	0.21978021978	0.10989010989	23.1768231768	0.33966033966	34.9050949051	3.84615384615	8.46153846154	1.31868131868	18.8111888112
