with_clust1_NFKB1	with_clust2_NFKB1	with_clust3_NFKB1	with_clust4_NFKB1	with_clust5_NFKB1	wo_clust1_NFKB1	wo_clust2_NFKB1	wo_clust3_NFKB1	wo_clust4_NFKB1	wo_clust5_NFKB1	with_NFKB1	wo_NFKB1	all_NFKB1
1.64835164835	56.5534465534	22.0779220779	6.59340659341	0.0	11.2087912088	2.66733266733	0.989010989011	2.63736263736	0.0	56.5534465534	1.28871128871	0.21978021978
10.989010989	56.5334665335	20.5494505495	4.50549450549	15.8041958042	1.94805194805	5.24475524476	48.6313686314	4.72527472527	31.2187812188	56.5334665335	8.57142857143	0.0
15.6343656344	2.85714285714	10.5794205794	3.70629370629	38.5114885115	1.0989010989	1.47852147852	1.86813186813	5.16483516484	0.769230769231	22.0779220779	31.2187812188	1.86813186813
2.46753246753	3.51648351648	11.1688311688	2.72727272727	38.5514485514	1.94805194805	1.8981018981	22.8071928072	5.16483516484	0.769230769231	20.5494505495	8.45154845155	56.5534465534
0.659340659341	1.86813186813	11.1988011988	0.769230769231	41.5684315684	1.20879120879	1.76823176823	4.05594405594	0.769230769231	48.4515484515	5.02497502498	4.83516483516	56.5334665335
0.549450549451	1.86813186813	12.5374625375	0.43956043956	41.5684315684	1.97802197802	1.67832167832	16.6033966034	4.24575424575	0.32967032967	15.8041958042	3.07692307692	1.53846153846
0.549450549451	2.74725274725	64.0959040959	0.43956043956	6.44355644356	0.879120879121	1.86813186813	23.2867132867	2.13786213786	1.20879120879	10.5794205794	3.07692307692	22.0779220779
0.549450549451	1.64835164835	2.63736263736	3.18681318681	15.5444555445	0.32967032967	0.659340659341	23.3366633367	2.13786213786	1.64835164835	11.1688311688	7.06293706294	20.5494505495
0.32967032967	1.31868131868	2.30769230769	9.24075924076	7.58241758242	0.10989010989	22.037962038	24.6653346653	1.67832167832	9.56043956044	11.1988011988	7.03296703297	15.8041958042
0.32967032967	8.46153846154	3.2967032967	13.3166833167	2.30769230769	0.32967032967	0.879120879121	1.75824175824	2.52747252747	2.1978021978	12.5374625375	1.53846153846	15.8041958042
0.21978021978	8.46153846154	26.3936063936	0.43956043956	10.4895104895	0.21978021978	0.32967032967	0.549450549451	3.07692307692	37.5024975025	38.5114885115	1.97802197802	10.5794205794
1.53846153846	23.8461538462	24.7252747253	10.3696303696	12.3976023976	9.72027972028	2.41758241758	0.32967032967	3.07692307692	0.969030969031	38.5514485514	0.989010989011	11.1688311688
