with_clust1_REL	with_clust2_REL	with_clust3_REL	with_clust4_REL	with_clust5_REL	wo_clust1_REL	wo_clust2_REL	wo_clust3_REL	wo_clust4_REL	wo_clust5_REL	with_REL	wo_REL	all_REL
10.989010989	56.5334665335	10.5994005994	2.73726273726	0.0	11.2087912088	5.24475524476	0.659340659341	2.63736263736	0.769230769231	56.5334665335	1.28871128871	0.21978021978
2.45754245754	56.5134865135	11.1688311688	0.659340659341	16.5934065934	1.96803196803	0.769230769231	1.14885114885	4.72527472527	0.769230769231	56.5134865135	4.90509490509	56.5334665335
1.0989010989	1.86813186813	11.1988011988	0.43956043956	38.5814185814	1.0989010989	5.27472527473	28.9010989011	3.62637362637	1.75824175824	16.5934065934	3.07692307692	56.5134865135
0.549450549451	1.71828171828	64.0959040959	13.3166833167	41.5684315684	1.94805194805	1.8981018981	1.86813186813	5.16483516484	48.4015984016	10.5994005994	3.42657342657	1.53846153846
0.549450549451	1.64835164835	5.82417582418	0.43956043956	41.5684315684	1.0989010989	1.76823176823	22.7972027972	5.16483516484	1.20879120879	11.1688311688	1.53846153846	16.5934065934
0.549450549451	0.549450549451	2.63736263736	10.3596403596	15.5544455544	0.32967032967	1.86813186813	0.549450549451	2.13786213786	27.8021978022	11.1988011988	1.97802197802	10.5994005994
0.32967032967	8.46153846154	2.30769230769	3.95604395604	7.58241758242	9.76023976024	0.10989010989	1.20879120879	2.52747252747	1.42857142857	38.5814185814	2.96703296703	11.1688311688
0.32967032967	1.53846153846	26.3936063936	0.879120879121	2.30769230769	0.21978021978	0.659340659341	23.2867132867	3.07692307692	1.64835164835	64.0959040959	2.25774225774	11.1988011988
0.21978021978	1.75824175824	26.4435564436	2.20779220779	10.4895104895	9.67032967033	0.549450549451	23.3366633367	3.07692307692	9.56043956044	2.63736263736	0.749250749251	3.35664335664
1.53846153846	14.0759240759	24.7252747253	38.6513486513	12.3976023976	28.5814185814	22.027972028	1.53846153846	0.32967032967	9.56043956044	41.5684315684	2.74725274725	38.5814185814
0.21978021978	8.13186813187	0.769230769231	2.1978021978	13.6663336663	22.8571428571	0.32967032967	0.549450549451	2.5974025974	1.0989010989	41.5684315684	1.75824175824	3.07692307692
0.659340659341	0.989010989011	6.48351648352	2.78721278721	1.31868131868	23.3266733267	0.639360639361	0.32967032967	37.002997003	2.1978021978	2.30769230769	28.9010989011	64.0959040959
14.1258741259	1.42857142857	10.5494505495	3.84615384615	8.45154845155	6.2037962038	0.43956043956	1.0989010989	19.2407592408	37.5024975025	2.08791208791	0.949050949051	41.5684315684
0.989010989011	2.04795204795	1.61838161838	37.5224775225	36.1538461538	6.06393606394	13.4065934066	5.3046953047	1.42857142857	6.95304695305	5.16483516484	48.4015984016	41.5684315684
