UTA_HUVEC_CTCF	HMGB1_allpeaks_hg19	HUVEC_CTCF_Peaks
0.742159587007	0.976106648256	1.12985681665
0.745190577336	0.978850670208	1.13614560611
0.748922613049	0.98355470784	1.14224889709
0.753238386335	0.984730717248	1.14814013033
0.75672464425	0.990218761153	1.15391458275
0.759997622244	0.992570779969	1.15984488478
0.763445062752	1.00119484896	1.16650481591
0.767669603872	1.00354686778	1.17215441694
0.77102346854	1.00825090541	1.17860815825
0.774522289369	1.01253414251	1.18497942364
0.777311682138	1.016846177	1.19124759411
0.780001725153	1.02155021464	1.19680830467
0.78344509512	1.02390223345	1.20155440979
0.786826608141	1.02586224913	1.20625553765
0.790753832612	1.03135029304	1.21124533125
0.794094360546	1.0352703244	1.21755473969
0.798196025158	1.03605433067	1.22335154246
0.801330110397	1.03683833694	1.22982303388
0.804734387118	1.03997436203	1.23576651219
0.808208822442	1.04232638084	1.24289536581
0.812015296106	1.04447570771	1.24827692007
0.815177831184	1.04525971398	1.25339829554
0.818786153005	1.04565171712	1.2594602762
0.822694339517	1.04800373594	1.26475935453
0.827310199488	1.04917974534	1.26903124372
0.830909892215	1.05270777357	1.27364989565
0.834600841112	1.0574118112	1.27837783232
0.837646129177	1.06368386138	1.28382124353
0.840842071361	1.06329185824	1.28697594775
0.843357587145	1.06093983942	1.29175955153
0.846810035768	1.06525187392	1.29657383866
0.849799788134	1.06619218068	1.30203786885
0.852727683555	1.06932820577	1.30740459155
0.855777084484	1.07168022458	1.31218251797
0.859014264632	1.07364024026	1.31610012451
0.861870514998	1.07285623399	1.32202535625
0.865278345904	1.07795227476	1.32779867116
0.868341940004	1.08304831553	1.33402701009
0.871671345827	1.08461632807	1.33928885784
0.873960052811	1.08540033434	1.34401060468
0.876650536679	1.09128038138	1.3492065881
0.880366177029	1.09480840961	1.35353657429
0.88324721739	1.09480840961	1.35728922898
0.886522814361	1.0991204441	1.36266964573
0.890700475178	1.09833643783	1.36774191526
0.894411891909	1.09755243156	1.3732390512
0.897826946512	1.1023128185	1.37862060546
0.900660075227	1.10388083105	1.38363101804
0.903081175533	1.10544884359	1.38927139217
0.905251456368	1.11132889063	1.39500346912
0.908364922625	1.1121128969	1.40015821458
0.911935946638	1.11368090945	1.40629703705
0.914492700385	1.11328890631	1.41188478113
0.917069170326	1.11250490004	1.41852409328
0.919852732874	1.11250490004	1.42435926514
0.923007437094	1.11720893767	1.42982329533
0.926182760297	1.1219129753	1.43514299264
0.928615800153	1.12230497844	1.44132868719
0.931748474904	1.12661701294	1.44743190581
0.934428942543	1.12857702862	1.45365883833
0.937624884727	1.13092904743	1.45990638982
0.941233206548	1.1360250882	1.46603022743
0.94395491215	1.13563308506	1.47145301965
0.945872477461	1.13994511956	1.47664900307
0.9492333715	1.14151313211	1.48153570177
0.952016934048	1.14308114465	1.48642240046
0.954058213249	1.14229713838	1.4925050001
0.956058254487	1.14151313211	1.49848450484
0.958944911944	1.13994511956	1.50349491742
0.961316094855	1.13994511956	1.50831975917
0.964429561112	1.13955311642	1.51324769583
