BroadInstitute_HUVEC_CTCF	HMGB2_allpeaks_hg19	HUVEC_CTCF_Peaks
0.737276970152	1.01213828788	1.25748169467
0.74037768489	1.01932736048	1.26216005724
0.743620834848	1.02364080405	1.26745631676
0.747430617285	1.02723534036	1.27337047322
0.750586514178	1.02651643309	1.27955224254
0.754554417348	1.03658113475	1.28553260224
0.757896191161	1.04089457831	1.2901954511
0.76097390829	1.04017567105	1.29584279078
0.765798127644	1.04520802188	1.30100664381
0.769685372752	1.04520802188	1.30674425829
0.773713486337	1.04880255818	1.31217292429
0.776371914044	1.05239709449	1.31835189373
0.779672198328	1.05527272353	1.32428811794
0.783383595314	1.0595861671	1.32995952917
0.78639721882	1.06605633245	1.3356750759
0.789664364539	1.06821305423	1.34203058732
0.793681531096	1.06821305423	1.34779026954
0.797455365842	1.07324540506	1.35350581627
0.80138854234	1.07036977601	1.35798556911
0.805524284235	1.06965086875	1.36427487729
0.809463672262	1.07324540506	1.36932189231
0.812001631302	1.07108868327	1.37349269668
0.815620981584	1.07036977601	1.37836966899
0.819438954748	1.07324540506	1.38481545521
0.822815543731	1.07827775588	1.39171152572
0.826722713254	1.07971557041	1.39740500471
0.830090858018	1.07755884862	1.40199509629
0.83272018904	1.08115338493	1.40736608271
0.836052164363	1.09337480836	1.41333826127
0.84069223704	1.1020016955	1.41918621449
0.843697492627	1.10847186084	1.42473794549
0.847634846631	1.10927390367	1.43115966016
0.852324935584	1.10711718188	1.43663246166
0.855651008955	1.11286843997	1.44401668931
0.858790816612	1.11214953271	1.44988671027
0.862012921132	1.11646297628	1.45533744402
0.86623868718	1.11933860532	1.46173709094
0.869394584072	1.12724658519	1.46826914434
0.873621325087	1.1344356578	1.47400675882
0.878573312247	1.14018691589	1.4789142668
0.881376101795	1.14162473041	1.48504910074
0.885565024877	1.14234363767	1.48977159881
0.888588506515	1.1473759885	1.49561955202
0.892022687598	1.1509705248	1.50171025047
0.895399276582	1.15312724659	1.50819816838
0.897798132891	1.15744069015	1.51589981242
