BroadInstitute_HUVEC_CTCF	HMGB1_allpeaks_hg19	HUVEC_CTCF_Peaks
0.737276970152	1.15659735849	1.25748169467
0.74037768489	1.16443742121	1.26216005724
0.743620834848	1.1687494557	1.26745631676
0.747430617285	1.16561343062	1.27337047322
0.750586514178	1.17227748393	1.27955224254
0.754554417348	1.18560559055	1.28553260224
0.757896191161	1.19305365014	1.2901954511
0.76097390829	1.19422965955	1.29584279078
0.765798127644	1.19854169404	1.30100664381
0.769685372752	1.20167771913	1.30674425829
0.773713486337	1.20990978499	1.31217292429
0.776371914044	1.21069379126	1.31835189373
0.779672198328	1.21818930664	1.32428811794
0.783383595314	1.21858130978	1.32995952917
0.78639721882	1.22681337564	1.3356750759
0.789664364539	1.23151741327	1.34203058732
0.793681531096	1.23347742895	1.34779026954
0.797455365842	1.24406151362	1.35350581627
0.80138854234	1.24719753871	1.35798556911
0.805524284235	1.24994156066	1.36427487729
0.809463672262	1.25503760143	1.36932189231
0.812001631302	1.25778162338	1.37349269668
0.815620981584	1.26091764847	1.37836966899
0.819438954748	1.27150173314	1.38481545521
0.822815543731	1.27421240381	1.39171152572
0.826722713254	1.28205246654	1.39740500471
0.830090858018	1.28558049476	1.40199509629
0.83272018904	1.28890631125	1.40736608271
0.836052164363	1.2916503332	1.41333826127
0.84069223704	1.29517836143	1.41918621449
0.843697492627	1.29674637397	1.42473794549
0.847634846631	1.30262642101	1.43115966016
0.852324935584	1.30262642101	1.43663246166
0.855651008955	1.31203449628	1.44401668931
0.858790816612	1.31438651509	1.44988671027
0.862012921132	1.319874559	1.45533744402
0.86623868718	1.31909055272	1.46173709094
0.869394584072	1.32497059976	1.46826914434
0.873621325087	1.33085064681	1.47400675882
0.878573312247	1.33477067817	1.4789142668
0.881376101795	1.34143473148	1.48504910074
0.885565024877	1.34888279106	1.48977159881
0.888588506515	1.35437083497	1.49561955202
0.892022687598	1.35633085065	1.50171025047
0.895399276582	1.36377891023	1.50819816838
0.897798132891	1.36769894159	1.51589981242
0.900566698593	1.36809094473	1.52048990401
0.905446956346	1.37122696982	1.52492552135
0.909066306629	1.37397099177	1.52947147744
0.912339237042	1.37240297922	1.53509875317
0.915848241279	1.38024304194	1.54222663577
0.919401383935	1.38102704822	1.54670638861
0.921630374048	1.3829870639	1.55330464526
0.924499371223	1.38533908271	1.56016771488
0.928052513878	1.39161113289	1.56617014234
0.932400148059	1.39435515484	1.57170914708
0.93628432885	1.39945119561	1.57996248483
0.940080232805	1.40415523324	1.58607525102
0.943280268115	1.40493923951	1.59040052963
0.945310635347	1.41317130537	1.59721946375
0.94937136981	1.41199529596	1.60236124903
0.954072111336	1.4123872991	1.60909191217
0.956367309076	1.41277930223	1.61498400088
0.959699759641	1.41630733046	1.61979476994
0.963451525177	1.41669933359	1.62597373938
0.966342591562	1.41865934927	1.63213064107
0.969630903709	1.41983535868	1.63753723932
0.973515084499	1.4276754214	1.64296590533
0.976053043539	1.42728341827	1.64821802935
0.97947377094	1.426499412	1.65322740814
0.984373135347	1.42806742454	1.65872227739
0.987506963031	1.43433947472	1.66450402736
0.991104244104	1.43551548412	1.67138916474
0.995120840149	1.43982751862	1.67747986318
0.999049159358	1.44061152489	1.68436500055
1.00216091783	1.44296354371	1.69138254441
1.0050078458	1.44531556252	1.69868696899
1.00911271868	1.44766758134	1.7040714995
1.01321759156	1.45080360643	1.71029460444
1.01736660286	1.44805958448	1.71484056052
1.02109629919	1.45197961584	1.7205340395
1.02482599552	1.45354762838	1.72783846408
1.02815844608	1.45472363779	1.73441465298
1.03169138418	1.46177969424	1.74043914818
1.03665695621	1.46491571933	1.74575747545
1.04082803672	1.46805174441	1.7512082092
1.04429290254	1.47275578205	1.756217588
1.04777983757	1.47902783222	1.7616903895
1.05115642655	1.48373186985	1.76786935893
1.05477577684	1.48843590749	1.77336422818
1.05795374294	1.49784398275	1.7796756041
1.06130826271	1.50019600157	1.78636213174
1.06541313559	1.50529204234	1.79335760786
1.06898834746	1.50646805174	1.80048549046
1.07274011299	1.51705213642	1.80523005627
1.07660222458	1.52214817719	1.8120048549
1.08019950565	1.52371618973	1.81719077568
1.08392920198	1.52998823991	1.82171466402
1.08726165254	1.53038024304	1.82667990732
1.09019685734	1.53939631517	1.83040935673
1.09467690678	1.54096432771	1.83610283571
1.09827418785	1.54057232458	1.84091360477
1.10176112288	1.54762838103	1.84740152267
1.10677083333	1.55429243434	1.85543418294
1.11027983757	1.55703645629	1.86119386517
1.1149805791	1.55664445316	1.86640185369
1.11844544492	1.55664445316	1.87158777447
1.1220647952	1.56566052528	1.8773033212
1.12583862994	1.56997255978	1.88414432307
1.12813382768	1.5778126225	1.88884475339
1.13263594633	1.58330066641	1.89308176101
1.13618908898	1.59035672285	1.89692154916
1.13980843927	1.59623676989	1.90243848615
1.14287605932	1.60133281066	1.90976497848
1.14695886299	1.60329282634	1.91503917025
1.15011475989	1.60956487652	1.91951892309
1.15432997881	1.61387691102	1.92452830189
1.15825829802	1.62250098001	1.92929493545
1.16150247175	1.6256370051	1.93626834382
1.16569562147	1.62798902391	1.94235904226
1.16935911017	1.62877303018	1.9490455699
1.1726032839	1.63622108977	1.95409908419
1.17703919492	1.64053312426	1.95972635992
1.18134269068	1.64798118385	1.96623634558
1.18357168079	1.64954919639	1.97323182169
1.18584480932	1.66405331243	1.98011695906
1.18855932203	1.67071736574	1.98609731877
1.19281867938	1.67071736574	1.99265143992
1.1957980226	1.67189337515	1.99900695134
1.19826977401	1.66914935319	2.00412666887
1.20184498588	1.6746373971	2.01021736732
1.20535399011	1.67620540964	2.01637426901
1.20886299435	1.67738141905	2.02204568024
1.21270303672	1.68404547236	2.0285115304
1.21658721751	1.68953351627	2.03378572217
1.22075829802	1.68835750686	2.03969987863
1.22570180085	1.6942375539	2.04682776123
1.23007150424	1.70168561348	2.05214608849
1.23375706215	1.70325362603	2.05940637758
1.23792814266	1.70756566053	2.06514399206
1.24062058616	1.70795766366	2.0717863842
1.24461511299	1.71422971384	2.07842877634
1.24772687147	1.71658173265	2.08485049101
1.25075035311	1.71971775774	2.09030122476
1.25432556497	1.72598980792	2.09403067417
1.25832009181	1.72951783614	2.0997020854
1.26178495763	1.73186985496	2.10583691934
1.26507326977	1.737749902	2.11258965023
1.26750088277	1.74010192082	2.11817279047
1.27089954096	1.74402195218	2.12417521792
1.27412164548	1.75068600549	2.13064106808
1.27776306497	1.74794198354	2.137040715
1.28230932203	1.75264602117	2.14456581706
1.2856417726	1.75931007448	2.15134061569
1.28910663842	1.76754214034	2.15639412998
1.29279219633	1.77303018424	2.16197727022
1.29570533192	1.77930223442	2.16917135606
1.29978813559	1.78714229714	2.17576961271
1.30442266949	1.79067032536	2.18236786936
1.30848340395	1.79027832223	2.18784067086
1.31216896186	1.79890239122	2.19362242083
1.31547934322	1.80831046648	2.19702085402
1.31898834746	1.81575852607	2.20262606201
1.32344632768	1.82242257938	2.20979808011
1.32752913136	1.82908663269	2.2159108463
1.32717602401	1.82908663269	2.21674942072
1.32766154661	1.82673461388	2.21743352091
1.32889742232	1.82987063897	2.21767626614
1.32805879237	1.83692669541	2.21829416308
1.32878707627	1.83065464524	2.22036853139
1.32865466102	1.82712661701	2.22061127662
1.3305746822	1.82555860447	2.22080988635
1.3313029661	1.82242257938	2.22191327375
1.3308174435	1.82163857311	2.22169259627
1.33119262006	1.82320658565	2.22162639303
1.3313029661	1.82281458252	2.22255323844
1.33083951271	1.82242257938	2.22325940638
1.33163400424	1.8259506076	2.2241421163
1.33196504237	1.82751862015	2.22425245504
1.33236228814	1.82908663269	2.22551031667
1.33176641949	1.83300666405	2.22743021075
1.33289194915	1.83418267346	2.22756261723
1.33240642655	1.83183065465	2.2284673949
1.33443679379	1.83927871423	2.22853359815
1.33437058616	1.83731869855	2.22943837581
1.3347236935	1.84594276754	2.22848946265
1.33483403955	1.8541748334	2.22840119166
1.33529749294	1.85613484908	2.22965905329
1.33481197034	1.86123088985	2.23100518592
1.33571680791	1.87063896511	2.23051969547
1.33746027542	1.87220697766	2.23261613152
1.33776924435	1.87612700902	2.23458016109
1.33662164548	1.87887103097	2.23550700651
1.33670992232	1.87847902783	2.23440361911
1.33728372175	1.87887103097	2.23416087388
1.33653336864	1.88043904351	2.23533046453
1.33657750706	1.88161505292	2.2366986649
1.33704096045	1.88279106233	2.23656625841
1.33704096045	1.8835750686	2.23517599029
1.33704096045	1.88631909055	2.23742690058
1.33721751412	1.88631909055	2.23786825554
1.33741613701	1.88671109369	2.23738276509
1.33779131356	1.89141513132	2.23654419067
1.33854166667	1.89729517836	2.23760344257
1.33907132768	1.90043120345	2.23714001986
1.33836511299	1.89259114073	2.23749310383
1.33779131356	1.89729517836	2.23762551032
1.33810028249	1.90787926303	2.23808893302
1.3366657839	1.90827126617	2.23932472691
1.33633474576	1.91023128185	2.24025157233
1.33620233051	1.91179929439	2.24064879179
1.33584922316	1.91532732262	2.24307624407
1.3364230226	1.91336730694	2.24243627938
1.33582715395	1.91611132889	2.24203905991
1.33697475282	1.91258330067	2.24128875648
1.33624646893	1.91140729126	2.24190665343
1.33487817797	1.91650333203	2.24168597595
1.33439265537	1.91454331635	2.2427672956
1.33445886299	1.91336730694	2.24409136048
1.33355402542	1.91493531948	2.24517268013
1.33302436441	1.91493531948	2.24726911619
1.3339954096	1.92120736966	2.24746772592
1.33439265537	1.92747941984	2.24899040053
1.33395127119	1.92081536652	2.24916694251
1.33375264831	1.92159937279	2.24905660377
1.33362023305	1.92512740102	2.24963036522
1.33364230226	1.92787142297	2.2504027364
1.33459127825	1.9325754606	2.25084409136
1.33503266243	1.94002352019	2.25157232704
1.33419403249	1.94355154841	2.25073375262
1.33439265537	1.94511956096	2.25137371731
1.3349664548	1.94433555468	2.25124131082
1.33459127825	1.94825558604	2.25102063334
1.33406161723	1.95021560172	2.24969656847
1.33454713983	1.95687965504	2.24927728125
1.33432644774	1.95727165817	2.24925521351
1.33465748588	1.96275970208	2.24991724595
1.3344809322	1.96785574285	2.24916694251
1.33403954802	1.96471971776	2.24766633565
1.33322298729	1.97373578989	2.24914487477
1.33368644068	1.97530380243	2.24872558755
1.33278160311	1.97726381811	2.24945382324
1.3327595339	1.97687181497	2.25024826216
1.33194297316	1.98118384947	2.25086615911
1.33139124294	1.98157585261	2.24965243297
1.33185469633	1.98353586829	2.24980690721
1.33167814266	1.99333594669	2.25212402074
1.33070709746	2.00156801254	2.25318327265
1.33150158898	2.00509604077	2.25318327265
1.33150158898	2.01136809094	2.25276398544
1.33139124294	2.01136809094	2.25084409136
1.33077330508	2.01881615053	2.25152819155
1.33143538136	2.02783222266	2.25071168487
1.33128089689	2.03841630733	2.25046893964
1.33039812853	2.0435123481	2.25038066865
1.33002295198	2.05135241082	2.24996138144
1.33011122881	2.05684045472	2.24795321637
1.32914018362	2.05644845159	2.24910073927
1.32887535311	2.05723245786	2.2503586009
1.32922846045	2.05644845159	2.24883592629
1.32880914548	2.0631125049	2.24907867152
1.32737464689	2.07134457076	2.24852697782
1.32799258475	2.07800862407	2.24832836809
1.32792637712	2.08036064289	2.24852697782
1.32741878531	2.08859270874	2.2482400971
1.32704360876	2.09329674637	2.24861524881
1.32746292373	2.10035280282	2.24947589099
1.32671257062	2.09525676205	2.24969656847
1.32649187853	2.10309682477	2.25172680128
1.32598428672	2.10701685613	2.25077788812
1.32404219633	2.10740885927	2.25057927838
1.3239759887	2.10740885927	2.25143992056
1.32320356638	2.10544884359	2.25141785281
1.32139389124	2.10623284986	2.25097649785
1.31998146186	2.10976087809	2.25124131082
1.32042284605	2.11172089377	2.25009378793
1.32037870763	2.11681693454	2.24841663908
1.32044491525	2.12034496276	2.24826216485
1.31967249294	2.12740101921	2.24810769061
1.31865730932	2.13367306938	2.24943175549
1.31940766243	2.13288906311	2.24837250359
1.31898834746	2.13484907879	2.24645260951
1.31918697034	2.14229713838	2.24415756372
1.31817178672	2.14660917287	2.24376034426
1.31609728107	2.14700117601	2.24415756372
1.31490554379	2.15052920423	2.24459891868
1.31342690678	2.15719325755	2.24612159329
1.31243379237	2.16072128577	2.24729118393
1.31258827684	2.16307330459	2.24775460664
1.31163930085	2.16228929831	2.24901246828
1.31095515537	2.15797726382	2.24993931369
1.31133033192	2.16111328891	2.25000551694
1.30894685734	2.16228929831	2.25097649785
1.30881444209	2.17248137985	2.25038066865
1.30859375	2.17052136417	2.2514619883
1.30793167373	2.17248137985	2.25252124021
1.30682821328	2.1752254018	2.25351428887
1.30581302966	2.17914543316	2.254816286
1.30557026836	2.18228145825	2.25503696348
1.30515095339	2.18659349275	2.25761888999
1.30303230932	2.1936495492	2.25801610946
1.30265713277	2.20540964328	2.2602890875
1.3015095339	2.2034496276	2.25916363235
1.2998102048	2.20148961192	2.25828092243
1.29925847458	2.19835358683	2.25960498731
1.29804466808	2.20580164641	2.26088491669
1.29813294492	2.21089768718	2.26126006841
1.29634533898	2.21128969032	2.26150281364
1.29502118644	2.21834574677	2.26081871345
1.29449152542	2.2230497844	2.26174555887
1.29312323446	2.2230497844	2.26165728787
1.29184322034	2.22383379067	2.26154694913
1.29133562853	2.2328498628	2.26161315238
1.29140183616	2.23010584085	2.26150281364
1.29049699859	2.23755390043	2.26126006841
1.28974664548	2.24108192866	2.26293721726
1.28800317797	2.24225793806	2.2635109787
1.28734110169	2.2371618973	2.26368752069
1.28800317797	2.24186593493	2.26373165618
1.28645833333	2.24382595061	2.26225311707
1.28628177966	2.24931399451	2.26117179742
1.28614936441	2.24500196002	2.26077457795
1.28451624294	2.24460995688	2.26132627165
1.28440589689	2.24421795374	2.26046562948
1.28398658192	2.24147393179	2.25850159991
1.28500176554	2.24147393179	2.25761888999
1.28555349576	2.24735397883	2.2586340064
1.28486935028	2.25401803214	2.25876641289
1.28557556497	2.26264210114	2.25925190334
1.28634798729	2.26773814191	2.25964912281
1.28630384887	2.27009016072	2.2591857001
1.28681144068	2.27401019208	2.26064217147
1.28707627119	2.27793022344	2.26062010372
1.28659074859	2.27832222658	2.26123800066
1.28517831921	2.27440219522	2.26170142337
1.28504590395	2.28106624853	2.26212071058
1.28356726695	2.28224225794	2.2608407812
1.28248587571	2.28224225794	2.26121593291
1.28200035311	2.28420227362	2.25927397109
1.28083068503	2.2818502548	2.25841332892
1.28127206921	2.29204233634	2.25788370297
1.28102930791	2.29125833007	2.25794990621
1.28085275424	2.29557036456	2.25717753503
1.28186793785	2.29831438652	2.25821471919
1.28204449153	2.30066640533	2.25865607415
1.28153689972	2.30223441788	2.25772922873
1.28162517655	2.30968247746	2.25611828313
1.28180173023	2.31713053704	2.25563279267
1.28237552966	2.31948255586	2.25501489573
1.28261829096	2.32497059976	2.25408805031
