UW_HUVEC_CTCF	HMGB1_allpeaks_hg19	HUVEC_CTCF_Peaks
0.678967374672	1.39747568532	1.43003416962
0.682156894324	1.40217972295	1.43691833037
0.685939614857	1.4037477355	1.44402944148
0.689422868728	1.41001978567	1.45136750295
0.692449045154	1.42295588916	1.45749516252
0.696683262107	1.42648391738	1.46424693557
0.700958165758	1.42609191425	1.47189651188
0.7042345429	1.43079595188	1.47974323197
0.707898698775	1.44216404283	1.48668677238
0.711605764897	1.44961210241	1.49555674873
0.715002086011	1.45549214945	1.50287589767
0.718882311734	1.45639030922	1.51093521111
0.722737351822	1.46109434686	1.51716609467
0.725443955911	1.46187835313	1.52558217032
0.729526515355	1.46971841585	1.53344494757
0.732889804668	1.47716647543	1.54053714615
0.736634697995	1.48500653815	1.54732674426
0.739641960819	1.49284660087	1.55337875372
0.743729729037	1.49402261028	1.55901783135
0.746724015186	1.50460669495	1.56543339777
0.751095633187	1.50852672631	1.57224190841
0.754140723216	1.5116627514	1.58116862236
0.757194359871	1.51950281412	1.59090857508
0.760215863707	1.52937345409	1.59627474675
0.762920508888	1.53682151368	1.60351707841
0.765872140404	1.55171763285	1.6120822921
0.768212675901	1.55602966734	1.61824777674
0.772770854143	1.56073370498	1.6260335839
0.775731603251	1.5619338141	1.63160064958
0.779324591849	1.57330190505	1.63709259252
0.781884336735	1.57682993327	1.64420853867
0.78562610482	1.57649022165	1.65034445802
0.788884931278	1.58080225615	1.65843902066
0.792954690705	1.59349274794	1.66629058142
0.79559482187	1.59702077617	1.67376528712
0.798502385636	1.60486083889	1.68121040189
0.802678343021	1.60878087025	1.68852955083
0.80572343305	1.61191689534	1.69435460993
0.808713956853	1.61818894551	1.70112529551
0.810768874028	1.6256370051	1.70723404255
0.812811543116	1.62367698942	1.7134751773
0.8152537833	1.62642101137	1.72124822695
0.818625084694	1.62250098001	1.72733806147
0.82250237324	1.62602900823	1.73344680851
0.826355309429	1.62916503332	1.74226004728
0.829665189895	1.63073304586	1.74920094563
0.832508259249	1.63034104273	1.75653900709
0.836007275742	1.63386907095	1.76255319149
0.839128020181	1.63347706782	1.7690212766
0.842778345495	1.64170913367	1.77823167849
0.84523381766	1.63269306154	1.78558865248
0.847719172872	1.63190905527	1.79285106383
0.850066698812	1.631125049	1.79931914894
0.852922652814	1.62916503332	1.80461465721
0.856211380468	1.63465307722	1.81208510638
0.859388865715	1.63622108977	1.81739952719
0.862036770088	1.63974911799	1.8234893617
0.86404161197	1.64994119953	1.83092198582
0.866443639509	1.65307722462	1.8391678487
0.868448481391	1.66170129361	1.84669503546
0.870869422532	1.66679733438	1.85314420804
0.873880757456	1.67346138769	1.8615035461
0.876528661829	1.67581340651	1.86821749409
0.879933110308	1.67777342219	1.87521513002
0.881824470574	1.68090944728	1.88295035461
0.885399141478	1.68561348491	1.88973995272
0.887933564234	1.6899255194	1.89705910165
0.890846259044	1.69266954136	1.90318676123
0.893573060165	1.69266954136	1.90910638298
0.896258791743	1.69737357899	1.91653900709
0.898849955308	1.70246961976	1.9228179669
0.901951786145	1.70325362603	1.92960756501
0.904959048968	1.70991767934	1.93501654846
0.908647201488	1.71658173265	1.94139007092
