with_REL	wo_REL
0.318936877076	0.0132890365449
0.318936877076	0.0398671096346
0.212624584718	0.0365448504983
0.205980066445	0.0299003322259
0.179401993355	0.0
0.179401993355	0.0166112956811
0.179401993355	0.0299003322259
1.03322259136	0.0132890365449
0.0232558139535	0.0132890365449
0.548172757475	0.0365448504983
0.548172757475	0.0199335548173
0.0232558139535	0.189368770764
0.0232558139535	0.00664451827243
0.0332225913621	0.53488372093
0.0332225913621	0.0232558139535
0.172757475083	0.0199335548173
0.132890365449	0.229235880399
0.0132890365449	0.0132890365449
0.0166112956811	0.0132890365449
0.0166112956811	0.0132890365449
0.0	0.0132890365449
0.0	0.0132890365449
0.00996677740864	0.36877076412
0.0132890365449	0.0498338870432
0.00996677740864	0.063122923588
0.00664451827243	0.767441860465
0.0132890365449	0.215946843854
0.0332225913621	0.215946843854
0.00996677740864	0.0232558139535
0.172757475083	0.262458471761
0.0897009966777	0.0132890365449
0.0232558139535	0.0132890365449
0.0199335548173	0.594684385382
0.372093023256	0.0166112956811
0.215946843854	0.00996677740864
0.0166112956811	0.0132890365449
0.00996677740864	0.0166112956811
0.119601328904	0.132890365449
0.139534883721	0.0199335548173
0.0365448504983	0.0
0.00664451827243	0.00332225913621
0.0232558139535	0.0166112956811
0.159468438538	0.126245847176
0.0996677740864	0.0199335548173
0.0299003322259	0.255813953488
0.0299003322259	0.255813953488
0.24584717608	0.00664451827243
0.126245847176	0.00664451827243
0.0	0.00664451827243
0.136212624585	0.00664451827243
0.0299003322259	0.0398671096346
0.00332225913621	0.0132890365449
0.189368770764	0.00332225913621
0.272425249169	0.873754152824
0.00996677740864	0.00332225913621
0.0897009966777	0.0232558139535
0.225913621262	0.00664451827243
0.196013289037	0.00664451827243
0.0199335548173	0.0132890365449
0.212624584718	0.00996677740864
0.119601328904	0.0199335548173
0.0332225913621	0.0863787375415
0.00332225913621	0.209302325581
0.0232558139535	0.00664451827243
0.681063122924	0.00332225913621
0.681063122924	0.0132890365449
0.594684385382	0.00664451827243
0.378737541528	0.0
0.398671096346	0.00332225913621
0.0365448504983	0.0166112956811
0.843853820598	0.00664451827243
0.405315614618	0.00332225913621
0.0132890365449	0.00664451827243
0.235880398671	0.00664451827243
0.102990033223	0.00996677740864
0.146179401993	0.00332225913621
0.644518272425	0.00332225913621
0.601328903654	0.0166112956811
0.126245847176	0.00664451827243
0.724252491694	0.0132890365449
0.0166112956811	0.00996677740864
0.0166112956811	0.139534883721
0.0132890365449	0.468438538206
0.116279069767	0.0265780730897
0.385382059801	0.0166112956811
0.0897009966777	0.0132890365449
0.0598006644518	0.00664451827243
0.0166112956811	0.00664451827243
0.0166112956811	0.0
0.0265780730897	0.186046511628
0.00996677740864	0.00332225913621
0.0	0.00332225913621
0.362126245847	0.00664451827243
0.00996677740864	0.0132890365449
0.0132890365449	0.664451827243
0.00664451827243	0.382059800664
0.00332225913621	0.46511627907
0.0498338870432	0.0132890365449
0.335548172757	0.00996677740864
0.661129568106	0.00664451827243
0.252491694352	0.0166112956811
0.0199335548173	0.0398671096346
0.0897009966777	0.292358803987
0.00332225913621	0.0132890365449
0.0963455149502	0.0199335548173
0.0199335548173	0.14950166113
0.511627906977	0.235880398671
0.511627906977	0.388704318937
0.00996677740864	0.196013289037
0.093023255814	0.0265780730897
0.00664451827243	0.166112956811
0.0166112956811	0.388704318937
0.0132890365449	0.498338870432
0.00996677740864	0.574750830565
0.169435215947	0.574750830565
0.169435215947	0.0166112956811
0.0199335548173	0.0398671096346
0.222591362126	0.0132890365449
0.0764119601329	0.0132890365449
0.0232558139535	0.00332225913621
0.00664451827243	0.00332225913621
0.00332225913621	0.0132890365449
0.00996677740864	0.00664451827243
0.0166112956811	0.00664451827243
0.0265780730897	0.139534883721
0.00664451827243	0.0
0.00332225913621	0.0199335548173
0.0299003322259	0.176079734219
0.00332225913621	0.046511627907
0.00332225913621	0.00332225913621
0.00996677740864	0.0
0.00996677740864	0.00996677740864
0.0166112956811	0.0
0.0166112956811	0.0166112956811
0.109634551495	0.00996677740864
0.00332225913621	0.0132890365449
0.00332225913621	0.0166112956811
0.00664451827243	0.12292358804
0.0166112956811	0.00332225913621
0.475083056478	0.00332225913621
0.475083056478	0.0132890365449
0.475083056478	0.00332225913621
0.252491694352	0.162790697674
0.00664451827243	0.0
0.00664451827243	0.0
0.0132890365449	0.00332225913621
0.0232558139535	0.0199335548173
0.00332225913621	0.0365448504983
0.00664451827243	0.00664451827243
0.00332225913621	0.212624584718
0.0132890365449	0.0265780730897
0.00996677740864	0.116279069767
0.00332225913621	0.222591362126
0.00996677740864	0.299003322259
0.00996677740864	0.142857142857
0.186046511628	0.255813953488
0.126245847176	0.0299003322259
0.00664451827243	0.0332225913621
0.0166112956811	0.0431893687708
0.0166112956811	0.00332225913621
0.365448504983	0.00664451827243
0.0166112956811	0.00664451827243
0.0	0.14950166113
0.116279069767	0.0
0.0	0.00332225913621
0.00996677740864	0.00996677740864
0.109634551495	0.0132890365449
0.0	0.00996677740864
0.156146179402	0.0
0.00332225913621	0.172757475083
0.0	0.00664451827243
0.491694352159	0.451827242525
0.488372093023	0.129568106312
0.448504983389	0.0265780730897
0.31561461794	0.00332225913621
0.0	0.269102990033
0.451827242525	0.0
0.0730897009967	0.00664451827243
0.0730897009967	0.00664451827243
0.0132890365449	0.0830564784053
0.00664451827243	0.0
0.627906976744	0.00664451827243
0.0299003322259	0.0
0.0431893687708	0.0
0.0132890365449	0.395348837209
0.0	0.169435215947
0.0365448504983	0.169435215947
0.0132890365449	0.0332225913621
0.186046511628	0.00664451827243
0.548172757475	0.0132890365449
0.0	0.00332225913621
0.0299003322259	0.235880398671
0.152823920266	0.235880398671
0.106312292359	0.00332225913621
0.00664451827243	0.00664451827243
0.12292358804	0.0232558139535
0.0265780730897	0.00332225913621
0.106312292359	0.00996677740864
0.132890365449	0.00664451827243
0.142857142857	0.00996677740864
0.262458471761	0.790697674419
0.382059800664	0.78073089701
0.0598006644518	0.209302325581
0.225913621262	0.28903654485
0.388704318937	0.00664451827243
0.398671096346	0.00996677740864
0.249169435216	0.00664451827243
0.0199335548173	0.00664451827243
0.401993355482	0.00664451827243
0.382059800664	0.00664451827243
0.156146179402	0.182724252492
0.112956810631	0.335548172757
0.1926910299	0.282392026578
0.172757475083	0.0
0.375415282392	0.119601328904
0.0232558139535	0.338870431894
0.498338870432	0.475083056478
0.00332225913621	0.00332225913621
0.0199335548173	0.0
0.156146179402	0.0132890365449
0.156146179402	0.0
0.199335548173	0.00664451827243
0.199335548173	0.0
0.00664451827243	0.225913621262
0.00664451827243	0.109634551495
0.00332225913621	0.159468438538
0.205980066445	0.0
0.0166112956811	0.00996677740864
0.00664451827243	0.498338870432
0.0730897009967	0.0
0.00332225913621	0.00332225913621
0.0132890365449	0.0
0.00996677740864	0.00664451827243
0.0	0.00332225913621
0.00332225913621	0.00332225913621
0.0	0.0
0.00996677740864	0.0
0.0166112956811	0.0
0.00996677740864	0.0
0.0	0.0
0.0	0.0
0.0132890365449	0.0
0.109634551495	0.0
0.0963455149502	0.0
0.0166112956811	0.0
0.0	0.0
0.116279069767	0.0
0.139534883721	0.0
0.109634551495	0.176079734219
0.0132890365449	0.0299003322259
0.00664451827243	0.0166112956811
0.239202657807	0.31561461794
0.239202657807	0.358803986711
0.0564784053156	0.0132890365449
0.00332225913621	0.00332225913621
0.063122923588	0.136212624585
0.063122923588	0.242524916944
0.00332225913621	0.00664451827243
0.00332225913621	0.00664451827243
0.00332225913621	0.00332225913621
0.00664451827243	0.00332225913621
0.00664451827243	0.00332225913621
0.0	0.0
0.00332225913621	0.00996677740864
0.00332225913621	0.00332225913621
0.0332225913621	0.0
0.00332225913621	0.0
0.00664451827243	0.0232558139535
0.00332225913621	0.00664451827243
0.00332225913621	0.0
0.0199335548173	0.0166112956811
0.046511627907	0.00996677740864
0.046511627907	0.12292358804
0.408637873754	0.182724252492
0.126245847176	0.0132890365449
0.345514950166	0.0
0.348837209302	0.00996677740864
0.0166112956811	0.0
0.34219269103	0.00664451827243
0.063122923588	0.0863787375415
0.046511627907	0.00332225913621
0.0498338870432	0.0199335548173
0.498338870432	0.0
0.0199335548173	0.00332225913621
0.242524916944	0.00664451827243
0.169435215947	0.0
0.0598006644518	0.0
0.0598006644518	0.647840531561
0.348837209302	0.00664451827243
0.348837209302	0.0
0.00664451827243	0.00332225913621
0.146179401993	0.00332225913621
0.0199335548173	0.00332225913621
0.0132890365449	0.0166112956811
0.0	0.00664451827243
0.00996677740864	0.0
0.00996677740864	0.00332225913621
0.0	0.0697674418605
0.00332225913621	0.222591362126
0.00332225913621	0.00664451827243
0.00664451827243	0.0697674418605
0.162790697674	0.205980066445
0.00332225913621	0.0299003322259
0.00332225913621	0.00996677740864
0.225913621262	0.00664451827243
0.146179401993	0.0
0.215946843854	0.136212624585
0.0	0.142857142857
0.00332225913621	0.142857142857
0.00332225913621	0.0132890365449
0.00996677740864	0.00996677740864
0.00996677740864	0.00332225913621
0.0199335548173	0.0
0.0166112956811	0.0166112956811
0.00332225913621	0.641196013289
0.00664451827243	0.0299003322259
0.0132890365449	0.00332225913621
0.00996677740864	0.0
0.00996677740864	0.0
0.0232558139535	0.136212624585
0.00664451827243	0.00332225913621
0.292358803987	0.139534883721
