X	wo_clust2_REL
-150	0.0597014925373
-149	0.0223880597015
-148	0.0223880597015
-147	0.089552238806
-146	0.0373134328358
-145	0.0298507462687
-144	0.0223880597015
-143	0.089552238806
-142	0.0820895522388
-141	0.0597014925373
-140	0.0223880597015
-139	0.0373134328358
-138	0.0671641791045
-137	0.0522388059701
-136	0.10447761194
-135	0.0970149253731
-134	0.0373134328358
-133	0.0597014925373
-132	0.0223880597015
-131	0.0298507462687
-130	0.00746268656716
-129	0.0149253731343
-128	0.0373134328358
-127	0.0149253731343
-126	0.0522388059701
-125	0.044776119403
-124	0.0522388059701
-123	0.111940298507
-122	0.089552238806
-121	0.0522388059701
-120	0.0373134328358
-119	0.0373134328358
-118	0.0671641791045
-117	0.0298507462687
-116	0.0746268656716
-115	0.044776119403
-114	0.0820895522388
-113	0.0149253731343
-112	0.0970149253731
-111	0.0522388059701
-110	0.0671641791045
-109	0.111940298507
-108	0.0671641791045
-107	0.0597014925373
-106	0.0671641791045
-105	0.0298507462687
-104	0.0373134328358
-103	0.0671641791045
-102	0.0522388059701
-101	0.0522388059701
-100	0.044776119403
-99	0.0298507462687
-98	0.0223880597015
-97	0.044776119403
-96	0.119402985075
-95	0.089552238806
-94	0.0746268656716
-93	0.149253731343
-92	0.044776119403
-91	0.0746268656716
-90	0.0671641791045
-89	0.0298507462687
-88	0.0223880597015
-87	0.0820895522388
-86	0.0597014925373
-85	0.0820895522388
-84	0.0970149253731
-83	0.0746268656716
-82	0.0223880597015
-81	0.044776119403
-80	0.0820895522388
-79	0.0149253731343
-78	0.0597014925373
-77	0.0970149253731
-76	0.0522388059701
-75	0.0597014925373
-74	0.0522388059701
-73	0.0671641791045
-72	0.141791044776
-71	0.0597014925373
-70	0.134328358209
-69	0.0820895522388
-68	0.119402985075
-67	0.0223880597015
-66	0.0970149253731
-65	0.0970149253731
-64	0.0522388059701
-63	0.089552238806
-62	0.089552238806
-61	0.0597014925373
-60	0.0373134328358
-59	0.0746268656716
-58	0.0671641791045
-57	0.119402985075
-56	0.0671641791045
-55	0.089552238806
-54	0.0671641791045
-53	0.0970149253731
-52	0.0597014925373
-51	0.089552238806
-50	0.0522388059701
-49	0.0746268656716
-48	0.0746268656716
-47	0.0671641791045
-46	0.0373134328358
-45	0.0373134328358
-44	0.0671641791045
-43	0.0522388059701
-42	0.0746268656716
-41	0.0970149253731
-40	0.0298507462687
-39	0.0597014925373
-38	0.089552238806
-37	0.0373134328358
-36	0.10447761194
-35	0.0522388059701
-34	0.089552238806
-33	0.0373134328358
-32	0.0820895522388
-31	0.044776119403
-30	0.0522388059701
-29	0.044776119403
