X	wo_clust3_REL
-150	0.0436241610738
-149	0.0469798657718
-148	0.0469798657718
-147	0.0436241610738
-146	0.0671140939597
-145	0.0536912751678
-144	0.0436241610738
-143	0.0536912751678
-142	0.0704697986577
-141	0.0637583892617
-140	0.0436241610738
-139	0.0402684563758
-138	0.0469798657718
-137	0.0637583892617
-136	0.0369127516779
-135	0.0436241610738
-134	0.0704697986577
-133	0.0570469798658
-132	0.0604026845638
-131	0.0704697986577
-130	0.0536912751678
-129	0.0704697986577
-128	0.0469798657718
-127	0.0604026845638
-126	0.0536912751678
-125	0.0369127516779
-124	0.0671140939597
-123	0.0201342281879
-122	0.0335570469799
-121	0.0402684563758
-120	0.0604026845638
-119	0.0436241610738
-118	0.0536912751678
-117	0.0402684563758
-116	0.0838926174497
-115	0.0402684563758
-114	0.0536912751678
-113	0.0637583892617
-112	0.0973154362416
-111	0.0536912751678
-110	0.0469798657718
-109	0.0536912751678
-108	0.0503355704698
-107	0.0335570469799
-106	0.0536912751678
-105	0.0838926174497
-104	0.0604026845638
-103	0.0704697986577
-102	0.0570469798658
-101	0.0704697986577
-100	0.0771812080537
-99	0.0671140939597
-98	0.0302013422819
-97	0.0738255033557
-96	0.0637583892617
-95	0.0738255033557
-94	0.0369127516779
-93	0.0671140939597
-92	0.0704697986577
-91	0.124161073826
-90	0.0570469798658
-89	0.0805369127517
-88	0.114093959732
-87	0.107382550336
-86	0.0805369127517
-85	0.0771812080537
-84	0.110738255034
-83	0.107382550336
-82	0.0738255033557
-81	0.0671140939597
-80	0.0838926174497
-79	0.0604026845638
-78	0.0503355704698
-77	0.0872483221477
-76	0.124161073826
-75	0.0503355704698
-74	0.0637583892617
-73	0.0637583892617
-72	0.0872483221477
-71	0.0906040268456
-70	0.0738255033557
-69	0.0536912751678
-68	0.107382550336
-67	0.0973154362416
-66	0.11744966443
-65	0.0973154362416
-64	0.0671140939597
-63	0.0503355704698
-62	0.0436241610738
-61	0.0469798657718
-60	0.0704697986577
-59	0.0838926174497
-58	0.0637583892617
-57	0.0704697986577
-56	0.0704697986577
-55	0.0805369127517
-54	0.0973154362416
-53	0.0738255033557
-52	0.0805369127517
-51	0.0973154362416
-50	0.0503355704698
-49	0.0604026845638
-48	0.0503355704698
-47	0.0838926174497
-46	0.0503355704698
-45	0.0369127516779
-44	0.0536912751678
-43	0.0872483221477
-42	0.0973154362416
-41	0.0671140939597
-40	0.0939597315436
-39	0.114093959732
-38	0.10067114094
-37	0.0872483221477
-36	0.0906040268456
-35	0.0838926174497
-34	0.0771812080537
-33	0.0838926174497
-32	0.0738255033557
-31	0.107382550336
-30	0.10067114094
-29	0.0704697986577
-28	0.0771812080537
-27	0.0503355704698
-26	0.0469798657718
-25	0.0671140939597
-24	0.110738255034
-23	0.114093959732
-22	0.0805369127517
-21	0.0939597315436
-20	0.10067114094
-19	0.104026845638
-18	0.0838926174497
-17	0.0939597315436
-16	0.0536912751678
-15	0.104026845638
-14	0.104026845638
-13	0.0906040268456
-12	0.0738255033557
-11	0.107382550336
-10	0.144295302013
-9	0.104026845638
-8	0.0939597315436
-7	0.0838926174497
-6	0.0838926174497
-5	0.0939597315436
-4	0.137583892617
-3	0.0906040268456
-2	0.0604026845638
-1	0.0536912751678
0	0.0234899328859
1	0.0704697986577
2	0.114093959732
3	0.0805369127517
4	0.0805369127517
5	0.0604026845638
6	0.0805369127517
7	0.0738255033557
8	0.0872483221477
9	0.0805369127517
10	0.124161073826
11	0.0704697986577
12	0.0906040268456
13	0.0939597315436
14	0.0771812080537
15	0.0704697986577
16	0.0671140939597
17	0.0872483221477
18	0.0805369127517
19	0.0671140939597
20	0.0771812080537
21	0.0671140939597
22	0.127516778523
23	0.107382550336
24	0.0906040268456
25	0.0704697986577
26	0.0536912751678
27	0.10067114094
28	0.0906040268456
29	0.127516778523
30	0.124161073826
31	0.107382550336
32	0.0671140939597
33	0.0973154362416
34	0.0872483221477
35	0.124161073826
36	0.0738255033557
37	0.104026845638
38	0.10067114094
39	0.10067114094
40	0.137583892617
41	0.144295302013
42	0.0973154362416
43	0.0704697986577
44	0.0637583892617
45	0.124161073826
46	0.0838926174497
47	0.104026845638
48	0.0939597315436
49	0.0906040268456
50	0.124161073826
51	0.0906040268456
52	0.107382550336
53	0.0872483221477
54	0.0704697986577
55	0.0939597315436
56	0.0906040268456
57	0.0872483221477
58	0.0771812080537
59	0.110738255034
60	0.0771812080537
61	0.0805369127517
62	0.11744966443
63	0.0939597315436
64	0.127516778523
65	0.0939597315436
66	0.0771812080537
67	0.0771812080537
68	0.0872483221477
69	0.104026845638
70	0.107382550336
71	0.0872483221477
72	0.10067114094
73	0.0771812080537
74	0.0906040268456
75	0.130872483221
76	0.0536912751678
77	0.0671140939597
78	0.0604026845638
79	0.0604026845638
80	0.0604026845638
81	0.114093959732
82	0.127516778523
83	0.0671140939597
84	0.0604026845638
85	0.104026845638
86	0.104026845638
87	0.0906040268456
88	0.0872483221477
89	0.0939597315436
90	0.0805369127517
91	0.0838926174497
92	0.107382550336
93	0.0671140939597
94	0.0738255033557
95	0.104026845638
96	0.0939597315436
97	0.0604026845638
98	0.0671140939597
99	0.0637583892617
100	0.0906040268456
101	0.0872483221477
102	0.120805369128
103	0.11744966443
104	0.0838926174497
105	0.0906040268456
106	0.0671140939597
107	0.0402684563758
108	0.0704697986577
109	0.120805369128
110	0.124161073826
111	0.0939597315436
112	0.0738255033557
113	0.0704697986577
114	0.0369127516779
115	0.0469798657718
116	0.0838926174497
117	0.0604026845638
118	0.10067114094
119	0.0536912751678
120	0.0838926174497
121	0.0704697986577
122	0.0570469798658
123	0.0436241610738
124	0.0469798657718
125	0.0436241610738
126	0.0771812080537
127	0.0771812080537
128	0.0369127516779
129	0.0469798657718
130	0.0335570469799
131	0.0637583892617
132	0.0604026845638
133	0.0872483221477
134	0.0469798657718
135	0.0402684563758
136	0.0637583892617
137	0.120805369128
138	0.0671140939597
139	0.0738255033557
140	0.0570469798658
141	0.0402684563758
142	0.0503355704698
143	0.0570469798658
144	0.0939597315436
