with_clust4_REL	wo_clust4_REL
0.0265780730897	0.00332225913621
0.0132890365449	0.0132890365449
0.00996677740864	0.0398671096346
0.136212624585	0.0730897009967
0.0	0.0730897009967
0.0697674418605	0.00996677740864
0.0232558139535	0.0199335548173
0.00664451827243	0.0299003322259
0.0132890365449	0.0299003322259
0.594684385382	0.0
0.0132890365449	0.0199335548173
0.0332225913621	0.767441860465
0.0564784053156	0.262458471761
0.378737541528	0.00996677740864
0.398671096346	0.0265780730897
0.0199335548173	0.00332225913621
0.843853820598	0.00332225913621
0.405315614618	0.0132890365449
0.00664451827243	0.209302325581
0.385382059801	0.00664451827243
0.0	0.0
0.362126245847	0.00332225913621
0.0	0.00332225913621
0.0166112956811	0.0166112956811
0.0166112956811	0.00332225913621
0.0232558139535	0.00332225913621
0.00996677740864	0.0166112956811
0.0	0.388704318937
0.0	0.166112956811
0.00664451827243	0.574750830565
0.0	0.574750830565
0.00996677740864	0.00996677740864
0.00332225913621	0.00996677740864
0.0132890365449	0.00996677740864
0.00332225913621	0.139534883721
0.126245847176	0.063122923588
0.0	0.00664451827243
0.365448504983	0.162790697674
0.0132890365449	0.0
0.0	0.00332225913621
0.00996677740864	0.00996677740864
0.00332225913621	0.00332225913621
0.109634551495	0.00332225913621
0.156146179402	0.451827242525
0.491694352159	0.00332225913621
0.488372093023	0.00332225913621
0.448504983389	0.0
0.186046511628	0.0830564784053
0.548172757475	0.00996677740864
0.0431893687708	0.00332225913621
0.0	0.0
0.0	0.00664451827243
0.0132890365449	0.182724252492
0.0132890365449	0.335548172757
0.225913621262	0.282392026578
0.388704318937	0.338870431894
0.398671096346	0.475083056478
0.156146179402	0.0
0.00996677740864	0.0
0.0730897009967	0.0232558139535
0.00332225913621	0.00332225913621
0.0	0.109634551495
0.109634551495	0.0498338870432
0.00996677740864	0.498338870432
0.00332225913621	0.00664451827243
0.00332225913621	0.0
0.0166112956811	0.0
0.0199335548173	0.0
0.498338870432	0.31561461794
0.0498338870432	0.0199335548173
0.146179401993	0.0132890365449
0.00664451827243	0.00332225913621
0.00332225913621	0.00332225913621
0.00996677740864	0.0863787375415
0.00332225913621	0.647840531561
0.00332225913621	0.00996677740864
0.00332225913621	0.0332225913621
0.0	0.0166112956811
0.0498338870432	0.641196013289
0.0	0.00664451827243
0.00332225913621	0.0
0.00664451827243	0.295681063123
0.295681063123	0.00996677740864
0.0	0.0199335548173
0.00664451827243	0.00664451827243
0.00664451827243	0.00664451827243
0.269102990033	0.00332225913621
0.00664451827243	0.00664451827243
0.0830564784053	0.00332225913621
0.00996677740864	0.112956810631
0.132890365449	0.0
0.00996677740864	0.720930232558
0.00332225913621	0.152823920266
0.00996677740864	0.00664451827243
0.0166112956811	0.00332225913621
0.0	0.00332225913621
0.0	0.00664451827243
0.0	0.0132890365449
0.0	0.0166112956811
0.0299003322259	0.0166112956811
0.12292358804	0.00332225913621
0.12292358804	0.252491694352
0.0265780730897	0.00664451827243
0.0132890365449	0.00996677740864
0.00664451827243	0.00332225913621
0.0265780730897	0.00996677740864
0.209302325581	0.0166112956811
0.0	0.00332225913621
0.00664451827243	0.209302325581
0.00664451827243	0.495016611296
0.0797342192691	0.495016611296
0.0531561461794	0.00664451827243
0.504983388704	0.448504983389
0.00664451827243	0.0
0.00332225913621	0.00332225913621
0.00332225913621	0.00664451827243
0.0	0.0
0.189368770764	0.00664451827243
