X	with_clust2_REL
63	0.0728291316527
64	0.0980392156863
65	0.0924369747899
66	0.0924369747899
67	0.0448179271709
68	0.078431372549
69	0.106442577031
70	0.106442577031
71	0.0728291316527
72	0.0840336134454
73	0.0896358543417
74	0.0952380952381
75	0.114845938375
76	0.114845938375
77	0.0756302521008
78	0.0644257703081
79	0.106442577031
80	0.0672268907563
81	0.0952380952381
82	0.151260504202
83	0.0952380952381
84	0.0868347338936
85	0.0924369747899
86	0.117647058824
87	0.0728291316527
88	0.103641456583
89	0.0980392156863
90	0.0812324929972
91	0.0980392156863
92	0.100840336134
93	0.126050420168
94	0.126050420168
95	0.0728291316527
96	0.126050420168
97	0.0644257703081
98	0.0980392156863
99	0.100840336134
100	0.0812324929972
101	0.0728291316527
102	0.0644257703081
103	0.0896358543417
104	0.117647058824
105	0.0560224089636
106	0.103641456583
107	0.0756302521008
108	0.0756302521008
109	0.0840336134454
110	0.0840336134454
111	0.0728291316527
112	0.103641456583
113	0.0728291316527
114	0.0812324929972
115	0.0644257703081
116	0.128851540616
117	0.0560224089636
118	0.0616246498599
119	0.103641456583
120	0.100840336134
121	0.0728291316527
122	0.0672268907563
123	0.0980392156863
124	0.0560224089636
125	0.0896358543417
126	0.0924369747899
127	0.0644257703081
128	0.106442577031
129	0.0868347338936
130	0.109243697479
131	0.0896358543417
132	0.078431372549
133	0.106442577031
134	0.106442577031
135	0.0700280112045
136	0.0924369747899
137	0.0644257703081
138	0.0728291316527
139	0.0644257703081
140	0.151260504202
141	0.0560224089636
142	0.0868347338936
143	0.0728291316527
144	0.0700280112045
145	0.0560224089636
146	0.106442577031
147	0.0868347338936
148	0.0952380952381
149	0.0840336134454
150	0.0644257703081
