X	with_clust2_REL
-150	0.0840336134454
-149	0.0756302521008
-148	0.0840336134454
-147	0.0924369747899
-146	0.106442577031
-145	0.137254901961
-144	0.0756302521008
-143	0.100840336134
-142	0.0672268907563
-141	0.117647058824
-140	0.0700280112045
-139	0.103641456583
-138	0.0952380952381
-137	0.106442577031
-136	0.0980392156863
-135	0.126050420168
-134	0.126050420168
-133	0.047619047619
-132	0.0840336134454
-131	0.0672268907563
-130	0.112044817927
-129	0.0672268907563
-128	0.120448179272
-127	0.112044817927
-126	0.0924369747899
-125	0.100840336134
-124	0.0728291316527
-123	0.128851540616
-122	0.0728291316527
-121	0.114845938375
-120	0.078431372549
-119	0.106442577031
-118	0.0644257703081
-117	0.0812324929972
-116	0.145658263305
-115	0.114845938375
-114	0.120448179272
-113	0.142857142857
-112	0.120448179272
-111	0.0896358543417
-110	0.0644257703081
-109	0.0868347338936
-108	0.0924369747899
-107	0.0980392156863
-106	0.134453781513
-105	0.112044817927
-104	0.0980392156863
-103	0.12324929972
-102	0.0868347338936
-101	0.0980392156863
-100	0.0728291316527
-99	0.0728291316527
-98	0.117647058824
-97	0.117647058824
-96	0.0980392156863
-95	0.078431372549
-94	0.15406162465
-93	0.109243697479
-92	0.114845938375
-91	0.12324929972
-90	0.078431372549
-89	0.0700280112045
-88	0.0868347338936
-87	0.0616246498599
-86	0.0840336134454
-85	0.109243697479
-84	0.0952380952381
-83	0.0980392156863
-82	0.0868347338936
-81	0.145658263305
-80	0.12324929972
-79	0.106442577031
-78	0.12324929972
-77	0.0924369747899
-76	0.117647058824
-75	0.100840336134
-74	0.0980392156863
-73	0.103641456583
-72	0.0896358543417
-71	0.0896358543417
-70	0.117647058824
-69	0.159663865546
-68	0.114845938375
-67	0.0980392156863
-66	0.0728291316527
-65	0.0924369747899
-64	0.137254901961
-63	0.103641456583
-62	0.112044817927
-61	0.114845938375
-60	0.12324929972
-59	0.0924369747899
-58	0.100840336134
-57	0.117647058824
-56	0.0980392156863
-55	0.109243697479
-54	0.103641456583
-53	0.0644257703081
-52	0.120448179272
-51	0.120448179272
-50	0.12324929972
-49	0.109243697479
-48	0.106442577031
-47	0.103641456583
-46	0.117647058824
-45	0.117647058824
-44	0.120448179272
-43	0.0644257703081
-42	0.117647058824
-41	0.0952380952381
-40	0.0812324929972
-39	0.0868347338936
-38	0.120448179272
-37	0.0952380952381
-36	0.106442577031
-35	0.0980392156863
-34	0.151260504202
-33	0.106442577031
-32	0.109243697479
-31	0.137254901961
-30	0.148459383754
-29	0.140056022409
-28	0.145658263305
-27	0.117647058824
-26	0.0840336134454
-25	0.112044817927
-24	0.114845938375
-23	0.148459383754
-22	0.117647058824
-21	0.109243697479
-20	0.120448179272
-19	0.103641456583
-18	0.134453781513
-17	0.187675070028
-16	0.145658263305
-15	0.112044817927
-14	0.0896358543417
-13	0.0952380952381
-12	0.0812324929972
-11	0.112044817927
-10	0.12324929972
-9	0.0952380952381
-8	0.100840336134
-7	0.0644257703081
-6	0.109243697479
-5	0.0924369747899
-4	0.137254901961
-3	0.142857142857
-2	0.0924369747899
-1	0.0448179271709
0	0.0868347338936
1	0.0336134453782
2	0.126050420168
3	0.114845938375
4	0.109243697479
5	0.100840336134
6	0.0896358543417
7	0.137254901961
8	0.117647058824
9	0.0756302521008
10	0.12324929972
11	0.12324929972
12	0.156862745098
13	0.106442577031
14	0.0896358543417
15	0.12324929972
16	0.156862745098
17	0.131652661064
18	0.0980392156863
19	0.134453781513
20	0.0952380952381
21	0.117647058824
22	0.112044817927
23	0.156862745098
24	0.112044817927
25	0.117647058824
26	0.137254901961
27	0.162464985994
28	0.0868347338936
29	0.0868347338936
30	0.12324929972
31	0.117647058824
32	0.109243697479
33	0.170868347339
34	0.100840336134
35	0.140056022409
36	0.120448179272
37	0.106442577031
38	0.0952380952381
39	0.0924369747899
40	0.0924369747899
41	0.137254901961
42	0.103641456583
43	0.112044817927
44	0.0728291316527
45	0.134453781513
46	0.0924369747899
47	0.103641456583
48	0.0980392156863
49	0.140056022409
50	0.128851540616
51	0.148459383754
52	0.0756302521008
53	0.106442577031
54	0.0980392156863
55	0.103641456583
56	0.0812324929972
57	0.078431372549
58	0.0896358543417
59	0.0812324929972
60	0.0924369747899
61	0.109243697479
62	0.0840336134454
