X	with_clust1_REL
-150	0.0730897009967
-149	0.126245847176
-148	0.0564784053156
-147	0.0730897009967
-146	0.0863787375415
-145	0.0431893687708
-144	0.0863787375415
-143	0.0764119601329
-142	0.0830564784053
-141	0.0697674418605
-140	0.146179401993
-139	0.0730897009967
-138	0.093023255814
-137	0.112956810631
-136	0.0963455149502
-135	0.063122923588
-134	0.139534883721
-133	0.093023255814
-132	0.0897009966777
-131	0.139534883721
-130	0.102990033223
-129	0.112956810631
-128	0.0963455149502
-127	0.0764119601329
-126	0.116279069767
-125	0.139534883721
-124	0.106312292359
-123	0.126245847176
-122	0.093023255814
-121	0.12292358804
-120	0.0996677740864
-119	0.106312292359
-118	0.0963455149502
-117	0.109634551495
-116	0.126245847176
-115	0.0730897009967
-114	0.0996677740864
-113	0.129568106312
-112	0.126245847176
-111	0.169435215947
-110	0.119601328904
-109	0.119601328904
-108	0.0764119601329
-107	0.0730897009967
-106	0.0830564784053
-105	0.0963455149502
-104	0.0830564784053
-103	0.112956810631
-102	0.169435215947
-101	0.109634551495
-100	0.126245847176
-99	0.126245847176
-98	0.142857142857
-97	0.0863787375415
-96	0.112956810631
-95	0.14950166113
-94	0.129568106312
-93	0.12292358804
-92	0.106312292359
-91	0.12292358804
-90	0.109634551495
-89	0.136212624585
-88	0.112956810631
-87	0.1926910299
-86	0.162790697674
-85	0.136212624585
-84	0.112956810631
-83	0.102990033223
-82	0.199335548173
-81	0.0863787375415
-80	0.0863787375415
-79	0.0897009966777
-78	0.166112956811
-77	0.119601328904
-76	0.12292358804
-75	0.0797342192691
-74	0.0996677740864
-73	0.106312292359
-72	0.0996677740864
-71	0.129568106312
-70	0.0697674418605
-69	0.102990033223
-68	0.152823920266
-67	0.102990033223
-66	0.106312292359
-65	0.146179401993
-64	0.146179401993
-63	0.132890365449
-62	0.112956810631
-61	0.112956810631
-60	0.109634551495
-59	0.106312292359
-58	0.156146179402
-57	0.0897009966777
-56	0.142857142857
-55	0.102990033223
-54	0.119601328904
-53	0.159468438538
-52	0.0730897009967
-51	0.142857142857
-50	0.126245847176
-49	0.182724252492
-48	0.166112956811
-47	0.1926910299
-46	0.112956810631
-45	0.14950166113
-44	0.162790697674
-43	0.225913621262
-42	0.136212624585
-41	0.119601328904
-40	0.116279069767
-39	0.112956810631
-38	0.176079734219
-37	0.142857142857
-36	0.126245847176
