X	with_clust1_REL
-35	0.142857142857
-34	0.093023255814
-33	0.142857142857
-32	0.152823920266
-31	0.112956810631
-30	0.0863787375415
-29	0.146179401993
-28	0.0963455149502
-27	0.109634551495
-26	0.162790697674
-25	0.112956810631
-24	0.119601328904
-23	0.142857142857
-22	0.109634551495
-21	0.112956810631
-20	0.142857142857
-19	0.12292358804
-18	0.0996677740864
-17	0.142857142857
-16	0.129568106312
-15	0.166112956811
-14	0.093023255814
-13	0.14950166113
-12	0.12292358804
-11	0.126245847176
-10	0.0963455149502
-9	0.132890365449
-8	0.102990033223
-7	0.102990033223
-6	0.109634551495
-5	0.116279069767
-4	0.146179401993
-3	0.109634551495
-2	0.102990033223
-1	0.0564784053156
0	0.0764119601329
1	0.0996677740864
2	0.112956810631
3	0.106312292359
4	0.102990033223
5	0.136212624585
6	0.14950166113
7	0.12292358804
8	0.156146179402
9	0.156146179402
10	0.0996677740864
11	0.152823920266
12	0.14950166113
13	0.14950166113
14	0.159468438538
15	0.156146179402
16	0.159468438538
17	0.182724252492
18	0.126245847176
19	0.126245847176
20	0.209302325581
21	0.186046511628
22	0.14950166113
23	0.162790697674
24	0.199335548173
25	0.132890365449
26	0.146179401993
27	0.132890365449
28	0.136212624585
29	0.112956810631
30	0.0996677740864
31	0.129568106312
32	0.12292358804
33	0.129568106312
34	0.14950166113
35	0.199335548173
36	0.162790697674
37	0.156146179402
38	0.179401993355
39	0.0764119601329
40	0.0797342192691
41	0.0863787375415
42	0.139534883721
43	0.156146179402
44	0.126245847176
45	0.119601328904
46	0.0830564784053
47	0.146179401993
48	0.182724252492
49	0.189368770764
50	0.14950166113
51	0.129568106312
52	0.0963455149502
53	0.139534883721
54	0.109634551495
55	0.129568106312
56	0.139534883721
57	0.119601328904
58	0.0730897009967
59	0.102990033223
60	0.102990033223
61	0.136212624585
62	0.172757475083
63	0.162790697674
64	0.146179401993
65	0.166112956811
66	0.126245847176
67	0.0963455149502
68	0.136212624585
69	0.136212624585
70	0.102990033223
71	0.196013289037
72	0.182724252492
73	0.14950166113
74	0.093023255814
75	0.0897009966777
76	0.0963455149502
77	0.0996677740864
78	0.179401993355
79	0.126245847176
80	0.179401993355
81	0.126245847176
82	0.0963455149502
83	0.116279069767
84	0.159468438538
85	0.0730897009967
86	0.093023255814
87	0.0598006644518
88	0.0598006644518
89	0.119601328904
90	0.116279069767
91	0.093023255814
92	0.102990033223
93	0.093023255814
94	0.116279069767
95	0.132890365449
96	0.152823920266
97	0.126245847176
98	0.0996677740864
99	0.106312292359
100	0.126245847176
101	0.136212624585
102	0.0996677740864
103	0.0697674418605
104	0.0996677740864
105	0.126245847176
106	0.0830564784053
107	0.0897009966777
108	0.0996677740864
109	0.0897009966777
110	0.0764119601329
111	0.106312292359
112	0.0598006644518
113	0.12292358804
114	0.0764119601329
115	0.132890365449
116	0.109634551495
117	0.093023255814
118	0.0863787375415
119	0.0963455149502
120	0.0963455149502
121	0.0996677740864
122	0.0797342192691
123	0.0598006644518
124	0.109634551495
125	0.102990033223
126	0.136212624585
127	0.159468438538
128	0.12292358804
129	0.176079734219
130	0.129568106312
131	0.0830564784053
132	0.112956810631
133	0.0730897009967
134	0.0863787375415
135	0.106312292359
136	0.129568106312
137	0.139534883721
138	0.093023255814
139	0.0996677740864
140	0.106312292359
141	0.109634551495
142	0.102990033223
143	0.109634551495
144	0.102990033223
145	0.0863787375415
146	0.0664451827243
147	0.0863787375415
148	0.102990033223
149	0.102990033223
150	0.112956810631
