X	with_clust1_REL	wo_clust1_REL
-150	0.0730897009967	0.0801526717557
-149	0.126245847176	0.0343511450382
-148	0.0564784053156	0.0267175572519
-147	0.0730897009967	0.0572519083969
-146	0.0863787375415	0.0343511450382
-145	0.0431893687708	0.0572519083969
-144	0.0863787375415	0.0381679389313
-143	0.0764119601329	0.0343511450382
-142	0.0830564784053	0.0610687022901
-141	0.0697674418605	0.0725190839695
-140	0.146179401993	0.087786259542
-139	0.0730897009967	0.0572519083969
-138	0.093023255814	0.0725190839695
-137	0.112956810631	0.0343511450382
-136	0.0963455149502	0.0458015267176
-135	0.063122923588	0.0496183206107
-134	0.139534883721	0.0534351145038
-133	0.093023255814	0.0725190839695
-132	0.0897009966777	0.0610687022901
-131	0.139534883721	0.0534351145038
-130	0.102990033223	0.0381679389313
-129	0.112956810631	0.0687022900763
-128	0.0963455149502	0.0381679389313
-127	0.0764119601329	0.0419847328244
-126	0.116279069767	0.0343511450382
-125	0.139534883721	0.0267175572519
-124	0.106312292359	0.0610687022901
-123	0.126245847176	0.0343511450382
-122	0.093023255814	0.0572519083969
-121	0.12292358804	0.0419847328244
-120	0.0996677740864	0.0610687022901
-119	0.106312292359	0.0610687022901
-118	0.0963455149502	0.0381679389313
-117	0.109634551495	0.0496183206107
-116	0.126245847176	0.0496183206107
-115	0.0730897009967	0.0687022900763
-114	0.0996677740864	0.0458015267176
-113	0.129568106312	0.0572519083969
-112	0.126245847176	0.0687022900763
-111	0.169435215947	0.0458015267176
-110	0.119601328904	0.0343511450382
-109	0.119601328904	0.0267175572519
-108	0.0764119601329	0.0343511450382
-107	0.0730897009967	0.030534351145
-106	0.0830564784053	0.0534351145038
-105	0.0963455149502	0.0725190839695
-104	0.0830564784053	0.0534351145038
-103	0.112956810631	0.0725190839695
-102	0.169435215947	0.0496183206107
-101	0.109634551495	0.0572519083969
-100	0.126245847176	0.0572519083969
-99	0.126245847176	0.0687022900763
-98	0.142857142857	0.0534351145038
-97	0.0863787375415	0.0648854961832
-96	0.112956810631	0.0992366412214
-95	0.14950166113	0.0572519083969
-94	0.129568106312	0.0610687022901
-93	0.12292358804	0.0534351145038
-92	0.106312292359	0.0763358778626
-91	0.12292358804	0.0687022900763
-90	0.109634551495	0.0725190839695
-89	0.136212624585	0.0419847328244
-88	0.112956810631	0.0763358778626
-87	0.1926910299	0.0687022900763
-86	0.162790697674	0.0725190839695
-85	0.136212624585	0.0648854961832
-84	0.112956810631	0.0687022900763
-83	0.102990033223	0.0267175572519
-82	0.199335548173	0.0496183206107
-81	0.0863787375415	0.0343511450382
-80	0.0863787375415	0.0458015267176
-79	0.0897009966777	0.0496183206107
-78	0.166112956811	0.0687022900763
-77	0.119601328904	0.0572519083969
-76	0.12292358804	0.0916030534351
-75	0.0797342192691	0.0648854961832
-74	0.0996677740864	0.0496183206107
-73	0.106312292359	0.087786259542
-72	0.0996677740864	0.0381679389313
-71	0.129568106312	0.0458015267176
-70	0.0697674418605	0.0381679389313
-69	0.102990033223	0.0534351145038
-68	0.152823920266	0.0610687022901
-67	0.102990033223	0.087786259542
-66	0.106312292359	0.0992366412214
-65	0.146179401993	0.0954198473282
-64	0.146179401993	0.0458015267176
-63	0.132890365449	0.0419847328244
-62	0.112956810631	0.030534351145
-61	0.112956810631	0.0648854961832
-60	0.109634551495	0.0572519083969
-59	0.106312292359	0.0954198473282
-58	0.156146179402	0.0534351145038
-57	0.0897009966777	0.087786259542
-56	0.142857142857	0.114503816794
-55	0.102990033223	0.087786259542
-54	0.119601328904	0.0763358778626
-53	0.159468438538	0.0687022900763
-52	0.0730897009967	0.0648854961832
-51	0.142857142857	0.0610687022901
-50	0.126245847176	0.030534351145
-49	0.182724252492	0.0610687022901
-48	0.166112956811	0.0954198473282
-47	0.1926910299	0.0572519083969
-46	0.112956810631	0.0458015267176
-45	0.14950166113	0.0992366412214
-44	0.162790697674	0.0648854961832
-43	0.225913621262	0.0725190839695
-42	0.136212624585	0.0954198473282
-41	0.119601328904	0.0648854961832
-40	0.116279069767	0.0610687022901
-39	0.112956810631	0.0572519083969
-38	0.176079734219	0.0687022900763
-37	0.142857142857	0.0801526717557
-36	0.126245847176	0.0648854961832
-35	0.142857142857	0.0648854961832
-34	0.093023255814	0.0763358778626
-33	0.142857142857	0.103053435115
-32	0.152823920266	0.0572519083969
-31	0.112956810631	0.0534351145038
-30	0.0863787375415	0.0610687022901
-29	0.146179401993	0.0954198473282
-28	0.0963455149502	0.0572519083969
-27	0.109634551495	0.0343511450382
-26	0.162790697674	0.0725190839695
-25	0.112956810631	0.0801526717557
-24	0.119601328904	0.0687022900763
-23	0.142857142857	0.114503816794
-22	0.109634551495	0.0687022900763
-21	0.112956810631	0.0725190839695
-20	0.142857142857	0.0725190839695
-19	0.12292358804	0.0763358778626
-18	0.0996677740864	0.0687022900763
-17	0.142857142857	0.0916030534351
-16	0.129568106312	0.129770992366
-15	0.166112956811	0.0954198473282
-14	0.093023255814	0.0954198473282
-13	0.14950166113	0.103053435115
-12	0.12292358804	0.0801526717557
-11	0.126245847176	0.0801526717557
-10	0.0963455149502	0.0648854961832
-9	0.132890365449	0.0419847328244
-8	0.102990033223	0.030534351145
-7	0.102990033223	0.0458015267176
-6	0.109634551495	0.087786259542
-5	0.116279069767	0.0916030534351
-4	0.146179401993	0.0610687022901
-3	0.109634551495	0.0687022900763
-2	0.102990033223	0.0458015267176
-1	0.0564784053156	0.0267175572519
0	0.0764119601329	0.0229007633588
1	0.0996677740864	0.0458015267176
2	0.112956810631	0.0687022900763
3	0.106312292359	0.0992366412214
4	0.102990033223	0.0763358778626
5	0.136212624585	0.0458015267176
6	0.14950166113	0.0572519083969
7	0.12292358804	0.0343511450382
8	0.156146179402	0.0343511450382
9	0.156146179402	0.0496183206107
10	0.0996677740864	0.103053435115
11	0.152823920266	0.0534351145038
12	0.14950166113	0.0801526717557
13	0.14950166113	0.0763358778626
14	0.159468438538	0.087786259542
15	0.156146179402	0.0648854961832
16	0.159468438538	0.0572519083969
17	0.182724252492	0.0839694656489
18	0.126245847176	0.0419847328244
19	0.126245847176	0.0496183206107
20	0.209302325581	0.0725190839695
21	0.186046511628	0.0687022900763
22	0.14950166113	0.0610687022901
23	0.162790697674	0.087786259542
24	0.199335548173	0.0648854961832
25	0.132890365449	0.0610687022901
26	0.146179401993	0.0496183206107
