X	with_clust3_REL	wo_clust3_REL
25	0.174603174603	0.0704697986577
26	0.186507936508	0.0536912751678
27	0.152116402116	0.10067114094
28	0.205026455026	0.0906040268456
29	0.160052910053	0.127516778523
30	0.190476190476	0.124161073826
31	0.154761904762	0.107382550336
32	0.175925925926	0.0671140939597
33	0.169312169312	0.0973154362416
34	0.190476190476	0.0872483221477
35	0.170634920635	0.124161073826
36	0.174603174603	0.0738255033557
37	0.195767195767	0.104026845638
38	0.169312169312	0.10067114094
39	0.148148148148	0.10067114094
40	0.179894179894	0.137583892617
41	0.14417989418	0.144295302013
42	0.148148148148	0.0973154362416
43	0.170634920635	0.0704697986577
44	0.15873015873	0.0637583892617
45	0.133597883598	0.124161073826
46	0.169312169312	0.0838926174497
47	0.154761904762	0.104026845638
48	0.148148148148	0.0939597315436
49	0.141534391534	0.0906040268456
50	0.17328042328	0.124161073826
51	0.146825396825	0.0906040268456
52	0.206349206349	0.107382550336
53	0.164021164021	0.0872483221477
54	0.179894179894	0.0704697986577
55	0.157407407407	0.0939597315436
56	0.145502645503	0.0906040268456
57	0.141534391534	0.0872483221477
58	0.148148148148	0.0771812080537
59	0.148148148148	0.110738255034
60	0.145502645503	0.0771812080537
61	0.161375661376	0.0805369127517
62	0.185185185185	0.11744966443
63	0.133597883598	0.0939597315436
64	0.156084656085	0.127516778523
65	0.156084656085	0.0939597315436
66	0.175925925926	0.0771812080537
67	0.169312169312	0.0771812080537
68	0.128306878307	0.0872483221477
69	0.165343915344	0.104026845638
70	0.132275132275	0.107382550336
71	0.177248677249	0.0872483221477
72	0.169312169312	0.10067114094
73	0.171957671958	0.0771812080537
74	0.156084656085	0.0906040268456
75	0.171957671958	0.130872483221
76	0.140211640212	0.0536912751678
77	0.146825396825	0.0671140939597
78	0.145502645503	0.0604026845638
79	0.12962962963	0.0604026845638
80	0.157407407407	0.0604026845638
81	0.142857142857	0.114093959732
82	0.154761904762	0.127516778523
83	0.128306878307	0.0671140939597
84	0.166666666667	0.0604026845638
85	0.185185185185	0.104026845638
86	0.161375661376	0.104026845638
87	0.186507936508	0.0906040268456
88	0.169312169312	0.0872483221477
89	0.141534391534	0.0939597315436
90	0.149470899471	0.0805369127517
91	0.167989417989	0.0838926174497
92	0.146825396825	0.107382550336
93	0.133597883598	0.0671140939597
94	0.142857142857	0.0738255033557
95	0.128306878307	0.104026845638
96	0.134920634921	0.0939597315436
97	0.126984126984	0.0604026845638
98	0.138888888889	0.0671140939597
99	0.179894179894	0.0637583892617
100	0.154761904762	0.0906040268456
101	0.128306878307	0.0872483221477
102	0.116402116402	0.120805369128
103	0.126984126984	0.11744966443
104	0.103174603175	0.0838926174497
105	0.115079365079	0.0906040268456
106	0.104497354497	0.0671140939597
107	0.130952380952	0.0402684563758
108	0.157407407407	0.0704697986577
109	0.141534391534	0.120805369128
110	0.141534391534	0.124161073826
111	0.125661375661	0.0939597315436
112	0.125661375661	0.0738255033557
113	0.12037037037	0.0704697986577
114	0.137566137566	0.0369127516779
115	0.108465608466	0.0469798657718
116	0.112433862434	0.0838926174497
117	0.124338624339	0.0604026845638
118	0.126984126984	0.10067114094
119	0.14417989418	0.0536912751678
120	0.149470899471	0.0838926174497
121	0.130952380952	0.0704697986577
122	0.123015873016	0.0570469798658
123	0.136243386243	0.0436241610738
124	0.0912698412698	0.0469798657718
125	0.125661375661	0.0436241610738
126	0.133597883598	0.0771812080537
127	0.107142857143	0.0771812080537
128	0.137566137566	0.0369127516779
129	0.109788359788	0.0469798657718
130	0.14417989418	0.0335570469799
131	0.133597883598	0.0637583892617
132	0.0912698412698	0.0604026845638
133	0.100529100529	0.0872483221477
134	0.103174603175	0.0469798657718
135	0.104497354497	0.0402684563758
136	0.128306878307	0.0637583892617
137	0.117724867725	0.120805369128
138	0.104497354497	0.0671140939597
139	0.0846560846561	0.0738255033557
140	0.116402116402	0.0570469798658
141	0.130952380952	0.0402684563758
142	0.103174603175	0.0503355704698
143	0.0820105820106	0.0570469798658
144	0.126984126984	0.0939597315436
145	0.121693121693	0.0469798657718
146	0.107142857143	0.0637583892617
147	0.100529100529	0.0704697986577
148	0.138888888889	0.0469798657718
149	0.137566137566	0.0872483221477
150	0.0978835978836	0.0906040268456
