X	with_clust5_REL	wo_clust5_REL
30	0.141252006421	0.104054054054
31	0.0963081861958	0.0959459459459
32	0.113964686998	0.0864864864865
33	0.128410914928	0.0837837837838
34	0.134831460674	0.0864864864865
35	0.138041733547	0.104054054054
36	0.149277688604	0.118918918919
37	0.117174959872	0.0797297297297
38	0.118780096308	0.102702702703
39	0.115569823435	0.113513513514
40	0.121990369181	0.136486486486
41	0.141252006421	0.0972972972973
42	0.128410914928	0.101351351351
43	0.154093097913	0.110810810811
44	0.144462279294	0.0959459459459
45	0.131621187801	0.0986486486486
46	0.109149277689	0.104054054054
47	0.112359550562	0.106756756757
48	0.113964686998	0.0959459459459
49	0.120385232745	0.0932432432432
50	0.102728731942	0.0918918918919
51	0.0882825040128	0.0918918918919
52	0.0930979133226	0.0878378378378
53	0.117174959872	0.0932432432432
54	0.128410914928	0.106756756757
55	0.105939004815	0.0837837837838
56	0.112359550562	0.0837837837838
57	0.128410914928	0.0756756756757
58	0.110754414125	0.110810810811
59	0.138041733547	0.0905405405405
60	0.121990369181	0.102702702703
61	0.110754414125	0.0905405405405
62	0.131621187801	0.12972972973
63	0.125200642055	0.109459459459
64	0.110754414125	0.0932432432432
65	0.139646869984	0.108108108108
66	0.120385232745	0.0864864864865
67	0.107544141252	0.0878378378378
68	0.141252006421	0.0797297297297
69	0.171749598716	0.0743243243243
70	0.136436597111	0.0608108108108
71	0.0898876404494	0.0797297297297
72	0.0866773675762	0.0621621621622
73	0.152487961477	0.0986486486486
74	0.121990369181	0.114864864865
75	0.109149277689	0.0878378378378
76	0.105939004815	0.102702702703
77	0.107544141252	0.0702702702703
78	0.0898876404494	0.0972972972973
79	0.0947030497592	0.0864864864865
80	0.171749598716	0.0608108108108
81	0.125200642055	0.0824324324324
82	0.121990369181	0.0810810810811
83	0.141252006421	0.0986486486486
84	0.130016051364	0.0648648648649
85	0.15088282504	0.0621621621622
86	0.126805778491	0.0702702702703
87	0.115569823435	0.0594594594595
88	0.0947030497592	0.0810810810811
89	0.0963081861958	0.0797297297297
90	0.101123595506	0.0716216216216
91	0.107544141252	0.0797297297297
92	0.138041733547	0.0837837837838
93	0.121990369181	0.0905405405405
94	0.115569823435	0.0567567567568
95	0.101123595506	0.077027027027
96	0.112359550562	0.072972972973
97	0.128410914928	0.0635135135135
98	0.113964686998	0.0797297297297
99	0.0930979133226	0.0783783783784
100	0.139646869984	0.0783783783784
101	0.0963081861958	0.0932432432432
102	0.0866773675762	0.0675675675676
103	0.0802568218299	0.0635135135135
104	0.102728731942	0.0743243243243
105	0.149277688604	0.0675675675676
106	0.107544141252	0.0675675675676
107	0.101123595506	0.0594594594595
108	0.105939004815	0.0702702702703
109	0.120385232745	0.0797297297297
110	0.0947030497592	0.0743243243243
111	0.0930979133226	0.0581081081081
112	0.0963081861958	0.0540540540541
113	0.0754414125201	0.0689189189189
114	0.109149277689	0.0756756756757
115	0.113964686998	0.0743243243243
116	0.0930979133226	0.0608108108108
117	0.091492776886	0.0716216216216
118	0.083467094703	0.0378378378378
119	0.091492776886	0.0594594594595
120	0.0850722311396	0.0486486486486
121	0.0674157303371	0.0567567567568
122	0.0658105939005	0.0486486486486
123	0.0786516853933	0.0418918918919
124	0.0674157303371	0.0527027027027
125	0.112359550562	0.0540540540541
126	0.0930979133226	0.0675675675676
127	0.091492776886	0.0513513513514
128	0.0963081861958	0.0567567567568
129	0.105939004815	0.0418918918919
130	0.0866773675762	0.0689189189189
131	0.117174959872	0.0783783783784
132	0.0963081861958	0.0635135135135
133	0.0818619582665	0.0608108108108
134	0.0626003210273	0.0864864864865
135	0.0754414125201	0.0608108108108
136	0.0754414125201	0.0391891891892
137	0.0626003210273	0.05
138	0.0738362760835	0.0594594594595
139	0.0722311396469	0.0608108108108
140	0.0626003210273	0.077027027027
141	0.0690208667737	0.05
142	0.0722311396469	0.0445945945946
143	0.0979133226324	0.0324324324324
144	0.0593900481541	0.0527027027027
145	0.0497592295345	0.0364864864865
146	0.0722311396469	0.0608108108108
147	0.0754414125201	0.0702702702703
148	0.091492776886	0.0418918918919
149	0.104333868379	0.0405405405405
150	0.0898876404494	0.0635135135135
