X	with_clust5_REL	wo_clust5_REL
-150	0.0658105939005	0.0662162162162
-149	0.0963081861958	0.0905405405405
-148	0.0706260032103	0.072972972973
-147	0.0593900481541	0.0689189189189
-146	0.0626003210273	0.0648648648649
-145	0.0882825040128	0.0810810810811
-144	0.0930979133226	0.0594594594595
-143	0.105939004815	0.0635135135135
-142	0.0818619582665	0.077027027027
-141	0.0802568218299	0.0864864864865
-140	0.0930979133226	0.0959459459459
-139	0.0882825040128	0.0716216216216
-138	0.0722311396469	0.0783783783784
-137	0.0979133226324	0.0675675675676
-136	0.0850722311396	0.0648648648649
-135	0.115569823435	0.0608108108108
-134	0.101123595506	0.0783783783784
-133	0.101123595506	0.0797297297297
-132	0.109149277689	0.0878378378378
-131	0.083467094703	0.0851351351351
-130	0.0754414125201	0.05
-129	0.0850722311396	0.0608108108108
-128	0.123595505618	0.0648648648649
-127	0.0642054574639	0.0702702702703
-126	0.0738362760835	0.0918918918919
-125	0.0770465489567	0.0648648648649
-124	0.105939004815	0.0810810810811
-123	0.110754414125	0.0797297297297
-122	0.0722311396469	0.0662162162162
-121	0.0947030497592	0.0891891891892
-120	0.083467094703	0.0891891891892
-119	0.0947030497592	0.0810810810811
-118	0.0722311396469	0.0689189189189
-117	0.0626003210273	0.0716216216216
-116	0.0513643659711	0.0959459459459
-115	0.0947030497592	0.0743243243243
-114	0.0802568218299	0.077027027027
-113	0.0850722311396	0.077027027027
-112	0.091492776886	0.105405405405
-111	0.101123595506	0.105405405405
-110	0.0722311396469	0.0918918918919
-109	0.091492776886	0.0905405405405
-108	0.128410914928	0.0864864864865
-107	0.083467094703	0.0824324324324
-106	0.121990369181	0.104054054054
-105	0.091492776886	0.0702702702703
-104	0.0802568218299	0.116216216216
-103	0.105939004815	0.251351351351
-102	0.102728731942	0.0824324324324
-101	0.0963081861958	0.0905405405405
-100	0.107544141252	0.127027027027
-99	0.110754414125	0.0810810810811
-98	0.109149277689	0.102702702703
-97	0.117174959872	0.116216216216
-96	0.0882825040128	0.0810810810811
-95	0.115569823435	0.1
-94	0.112359550562	0.105405405405
-93	0.0866773675762	0.0891891891892
-92	0.0754414125201	0.109459459459
-91	0.099518459069	0.102702702703
-90	0.0690208667737	0.108108108108
-89	0.121990369181	0.0743243243243
-88	0.109149277689	0.0783783783784
-87	0.101123595506	0.0959459459459
-86	0.130016051364	0.0810810810811
-85	0.118780096308	0.0608108108108
-84	0.101123595506	0.222972972973
-83	0.083467094703	0.232432432432
-82	0.0979133226324	0.0959459459459
-81	0.107544141252	0.0797297297297
-80	0.0850722311396	0.0797297297297
-79	0.099518459069	0.1
-78	0.112359550562	0.133783783784
-77	0.0866773675762	0.110810810811
-76	0.099518459069	0.0756756756757
-75	0.109149277689	0.110810810811
-74	0.101123595506	0.108108108108
-73	0.115569823435	0.106756756757
-72	0.123595505618	0.0945945945946
-71	0.105939004815	0.0851351351351
-70	0.120385232745	0.118918918919
-69	0.101123595506	0.0891891891892
-68	0.126805778491	0.0878378378378
-67	0.102728731942	0.1
-66	0.123595505618	0.0945945945946
-65	0.110754414125	0.105405405405
-64	0.118780096308	0.0959459459459
-63	0.141252006421	0.0986486486486
-62	0.131621187801	0.0972972972973
-61	0.0979133226324	0.0891891891892
-60	0.133226324238	0.0810810810811
-59	0.083467094703	0.113513513514
-58	0.101123595506	0.0864864864865
-57	0.113964686998	0.112162162162
-56	0.120385232745	0.0986486486486
-55	0.102728731942	0.114864864865
-54	0.120385232745	0.133783783784
-53	0.130016051364	0.1
-52	0.110754414125	0.0932432432432
-51	0.123595505618	0.0945945945946
-50	0.134831460674	0.0905405405405
-49	0.144462279294	0.072972972973
-48	0.121990369181	0.0864864864865
-47	0.117174959872	0.112162162162
-46	0.130016051364	0.0918918918919
-45	0.125200642055	0.117567567568
-44	0.109149277689	0.233783783784
-43	0.123595505618	0.137837837838
-42	0.126805778491	0.110810810811
-41	0.117174959872	0.121621621622
-40	0.109149277689	0.0905405405405
-39	0.109149277689	0.113513513514
-38	0.134831460674	0.1
-37	0.125200642055	0.0945945945946
-36	0.162118780096	0.114864864865
-35	0.15088282504	0.104054054054
-34	0.15088282504	0.0824324324324
-33	0.113964686998	0.0851351351351
-32	0.168539325843	0.0662162162162
-31	0.123595505618	0.0864864864865
-30	0.154093097913	0.0945945945946
-29	0.173354735152	0.0756756756757
-28	0.142857142857	0.0797297297297
-27	0.16532905297	0.108108108108
-26	0.126805778491	0.077027027027
-25	0.136436597111	0.1
-24	0.147672552167	0.109459459459
-23	0.176565008026	0.122972972973
-22	0.157303370787	0.108108108108
-21	0.142857142857	0.0783783783784
-20	0.131621187801	0.0702702702703
-19	0.113964686998	0.0918918918919
-18	0.149277688604	0.118918918919
-17	0.149277688604	0.0891891891892
-16	0.182985553772	0.112162162162
-15	0.22150882825	0.108108108108
-14	0.152487961477	0.0702702702703
-13	0.142857142857	0.0864864864865
-12	0.128410914928	0.0932432432432
-11	0.120385232745	0.118918918919
-10	0.147672552167	0.106756756757
-9	0.149277688604	0.109459459459
-8	0.128410914928	0.101351351351
-7	0.170144462279	0.106756756757
-6	0.152487961477	0.0783783783784
-5	0.168539325843	0.112162162162
-4	0.186195826645	0.108108108108
-3	0.166934189406	0.0918918918919
-2	0.102728731942	0.0635135135135
-1	0.0642054574639	0.027027027027
0	0.0609951845907	0.0513513513514
1	0.102728731942	0.077027027027
2	0.115569823435	0.0891891891892
3	0.152487961477	0.116216216216
4	0.15088282504	0.0756756756757
5	0.0963081861958	0.0824324324324
6	0.109149277689	0.0689189189189
7	0.0866773675762	0.0783783783784
8	0.139646869984	0.0932432432432
9	0.117174959872	0.1
10	0.125200642055	0.0621621621622
11	0.110754414125	0.077027027027
12	0.115569823435	0.106756756757
13	0.154093097913	0.0864864864865
14	0.15569823435	0.160810810811
15	0.197431781701	0.102702702703
16	0.179775280899	0.0959459459459
17	0.163723916533	0.0689189189189
18	0.133226324238	0.0959459459459
19	0.14606741573	0.113513513514
20	0.138041733547	0.121621621622
21	0.136436597111	0.113513513514
22	0.162118780096	0.118918918919
23	0.166934189406	0.122972972973
24	0.158908507223	0.0905405405405
25	0.154093097913	0.109459459459
26	0.131621187801	0.0972972972973
27	0.139646869984	0.109459459459
28	0.125200642055	0.0824324324324
29	0.15569823435	0.077027027027
