with_clust2_REL	wo_clust2_REL
0.318936877076	0.063122923588
0.318936877076	0.00332225913621
0.0132890365449	0.0431893687708
0.0199335548173	0.00664451827243
0.00332225913621	0.00332225913621
0.00996677740864	0.0
0.159468438538	0.0
0.0166112956811	0.0132890365449
0.0232558139535	0.0
0.196013289037	0.468438538206
0.119601328904	0.00332225913621
0.00664451827243	0.0
0.0166112956811	0.0
0.00996677740864	0.196013289037
0.0	0.00332225913621
0.00996677740864	0.0598006644518
0.0132890365449	0.116279069767
0.00332225913621	0.299003322259
0.0	0.14950166113
0.00664451827243	0.00664451827243
0.451827242525	0.00664451827243
0.0	0.00996677740864
0.00332225913621	0.00664451827243
0.063122923588	0.0365448504983
0.0	0.0
0.0	0.0166112956811
0.0	0.0132890365449
0.132890365449	0.0132890365449
0.142857142857	0.00664451827243
0.00332225913621	0.00332225913621
0.199335548173	0.00996677740864
0.199335548173	0.00332225913621
0.205980066445	0.00332225913621
0.00996677740864	0.00332225913621
0.0132890365449	0.0265780730897
0.0232558139535	0.0166112956811
0.0166112956811	0.00332225913621
0.34219269103	0.00332225913621
0.0	0.00332225913621
0.0	0.00664451827243
0.00996677740864	0.0
0.0664451827243	0.00332225913621
0.0166112956811	0.0299003322259
0.00332225913621	0.00332225913621
0.0265780730897	0.202657807309
0.418604651163	0.0232558139535
0.418604651163	0.00664451827243
0.00996677740864	0.0
0.0963455149502	0.0332225913621
0.229235880399	0.00996677740864
0.0	0.00996677740864
0.0	0.0166112956811
0.0	0.0764119601329
0.0	0.00332225913621
0.0	0.00664451827243
0.0	0.00664451827243
0.0	0.00996677740864
0.00664451827243	0.21926910299
0.0132890365449	0.299003322259
0.00996677740864	0.0
0.136212624585	0.0
0.109634551495	0.0
0.00664451827243	0.0232558139535
0.126245847176	0.00332225913621
0.0132890365449	0.0132890365449
0.0132890365449	0.00332225913621
0.0	0.00332225913621
0.0132890365449	0.0166112956811
0.0199335548173	0.0199335548173
0.372093023256	0.0531561461794
0.372093023256	0.0
0.179401993355	0.265780730897
0.093023255814	0.0199335548173
0.093023255814	0.00664451827243
0.00332225913621	0.00664451827243
0.00996677740864	0.129568106312
0.0	0.129568106312
0.00664451827243	0.00664451827243
0.00664451827243	0.00664451827243
0.272425249169	0.0598006644518
0.00996677740864	0.0398671096346
0.00664451827243	0.00996677740864
0.00664451827243	0.0
0.00996677740864	0.00332225913621
0.00664451827243	0.0365448504983
0.332225913621	0.0
0.332225913621	0.00996677740864
0.707641196013	0.0299003322259
0.00332225913621	0.269102990033
0.259136212625	0.43853820598
0.176079734219	0.43853820598
0.112956810631	0.00664451827243
0.21926910299	0.0265780730897
0.00664451827243	0.0265780730897
0.136212624585	0.00664451827243
0.136212624585	0.0
0.126245847176	0.0132890365449
0.0	0.00996677740864
0.0	0.00996677740864
0.00332225913621	0.0166112956811
0.14950166113	0.0830564784053
0.00332225913621	0.0498338870432
0.00664451827243	0.0
0.212624584718	0.00332225913621
0.119601328904	0.0299003322259
0.215946843854	0.0
0.558139534884	0.0664451827243
0.0	0.0
0.00996677740864	0.156146179402
0.0132890365449	0.00332225913621
0.0299003322259	0.0730897009967
0.68438538206	0.119601328904
0.0199335548173	0.00996677740864
0.0199335548173	0.385382059801
0.0166112956811	0.0232558139535
0.00332225913621	0.136212624585
0.162790697674	0.00996677740864
0.375415282392	0.00996677740864
0.0431893687708	0.102990033223
0.00664451827243	0.0166112956811
0.00996677740864	0.0166112956811
0.0132890365449	0.189368770764
0.046511627907	0.00664451827243
0.0166112956811	0.106312292359
0.0730897009967	0.00332225913621
0.159468438538	0.0265780730897
0.159468438538	0.0232558139535
0.00996677740864	0.0299003322259
0.275747508306	0.229235880399
0.803986710963	0.229235880399
0.00996677740864	0.24584717608
0.00332225913621	0.43853820598
0.14950166113	0.0166112956811
0.00996677740864	0.0
0.0	NA
0.405315614618	NA
0.0199335548173	NA
0.00332225913621	NA
0.0	NA
0.0166112956811	NA
0.272425249169	NA
0.159468438538	NA
0.212624584718	NA
0.212624584718	NA
0.318936877076	NA
0.152823920266	NA
0.00996677740864	NA
0.0	NA
0.0	NA
0.00664451827243	NA
0.0	NA
0.0	NA
0.0	NA
0.00332225913621	NA
0.0365448504983	NA
0.392026578073	NA
0.0132890365449	NA
0.00996677740864	NA
0.00332225913621	NA
0.00664451827243	NA
0.0730897009967	NA
0.0	NA
0.0	NA
0.0	NA
0.00332225913621	NA
0.00664451827243	NA
0.182724252492	NA
0.179401993355	NA
0.0	NA
0.00996677740864	NA
0.00664451827243	NA
0.152823920266	NA
0.352159468439	NA
0.0531561461794	NA
0.0199335548173	NA
0.093023255814	NA
0.259136212625	NA
0.259136212625	NA
0.063122923588	NA
0.063122923588	NA
0.504983388704	NA
0.0332225913621	NA
0.00996677740864	NA
0.0132890365449	NA
0.0	NA
0.00996677740864	NA
0.0166112956811	NA
0.14950166113	NA
0.182724252492	NA
0.182724252492	NA
0.445182724252	NA
0.0232558139535	NA
0.0365448504983	NA
0.0166112956811	NA
0.00664451827243	NA
0.00332225913621	NA
0.00996677740864	NA
0.00332225913621	NA
0.0730897009967	NA
0.318936877076	NA
0.431893687708	NA
0.554817275748	NA
0.335548172757	NA
0.335548172757	NA
0.14950166113	NA
0.0299003322259	NA
0.0232558139535	NA
0.00332225913621	NA
0.00332225913621	NA
0.0132890365449	NA
0.00996677740864	NA
0.00996677740864	NA
0.106312292359	NA
0.00664451827243	NA
0.00332225913621	NA
0.451827242525	NA
0.00332225913621	NA
0.448504983389	NA
0.0	NA
0.00996677740864	NA
0.0132890365449	NA
0.00664451827243	NA
0.00664451827243	NA
0.0199335548173	NA
0.0199335548173	NA
0.0797342192691	NA
0.196013289037	NA
0.0	NA
0.591362126246	NA
0.00332225913621	NA
0.0	NA
0.00332225913621	NA
0.0132890365449	NA
0.00996677740864	NA
0.0232558139535	NA
0.0232558139535	NA
0.126245847176	NA
0.00664451827243	NA
0.0166112956811	NA
0.00332225913621	NA
0.225913621262	NA
0.169435215947	NA
0.00664451827243	NA
0.0199335548173	NA
0.249169435216	NA
0.139534883721	NA
0.139534883721	NA
0.126245847176	NA
0.129568106312	NA
0.215946843854	NA
0.00664451827243	NA
0.00664451827243	NA
0.0166112956811	NA
0.093023255814	NA
0.0764119601329	NA
