X	wo_clust1_REL
-150	0.0801526717557
-149	0.0343511450382
-148	0.0267175572519
-147	0.0572519083969
-146	0.0343511450382
-145	0.0572519083969
-144	0.0381679389313
-143	0.0343511450382
-142	0.0610687022901
-141	0.0725190839695
-140	0.087786259542
-139	0.0572519083969
-138	0.0725190839695
-137	0.0343511450382
-136	0.0458015267176
-135	0.0496183206107
-134	0.0534351145038
-133	0.0725190839695
-132	0.0610687022901
-131	0.0534351145038
-130	0.0381679389313
-129	0.0687022900763
-128	0.0381679389313
-127	0.0419847328244
-126	0.0343511450382
-125	0.0267175572519
-124	0.0610687022901
-123	0.0343511450382
-122	0.0572519083969
-121	0.0419847328244
-120	0.0610687022901
-119	0.0610687022901
-118	0.0381679389313
-117	0.0496183206107
-116	0.0496183206107
-115	0.0687022900763
-114	0.0458015267176
-113	0.0572519083969
-112	0.0687022900763
-111	0.0458015267176
-110	0.0343511450382
-109	0.0267175572519
-108	0.0343511450382
-107	0.030534351145
-106	0.0534351145038
-105	0.0725190839695
-104	0.0534351145038
-103	0.0725190839695
-102	0.0496183206107
-101	0.0572519083969
-100	0.0572519083969
-99	0.0687022900763
-98	0.0534351145038
-97	0.0648854961832
-96	0.0992366412214
-95	0.0572519083969
-94	0.0610687022901
-93	0.0534351145038
-92	0.0763358778626
-91	0.0687022900763
-90	0.0725190839695
-89	0.0419847328244
-88	0.0763358778626
-87	0.0687022900763
-86	0.0725190839695
-85	0.0648854961832
-84	0.0687022900763
-83	0.0267175572519
-82	0.0496183206107
-81	0.0343511450382
-80	0.0458015267176
-79	0.0496183206107
-78	0.0687022900763
-77	0.0572519083969
-76	0.0916030534351
-75	0.0648854961832
-74	0.0496183206107
-73	0.087786259542
-72	0.0381679389313
-71	0.0458015267176
-70	0.0381679389313
-69	0.0534351145038
-68	0.0610687022901
-67	0.087786259542
-66	0.0992366412214
-65	0.0954198473282
-64	0.0458015267176
-63	0.0419847328244
-62	0.030534351145
-61	0.0648854961832
-60	0.0572519083969
-59	0.0954198473282
-58	0.0534351145038
-57	0.087786259542
-56	0.114503816794
-55	0.087786259542
-54	0.0763358778626
-53	0.0687022900763
-52	0.0648854961832
-51	0.0610687022901
-50	0.030534351145
-49	0.0610687022901
-48	0.0954198473282
-47	0.0572519083969
-46	0.0458015267176
-45	0.0992366412214
-44	0.0648854961832
-43	0.0725190839695
-42	0.0954198473282
-41	0.0648854961832
-40	0.0610687022901
-39	0.0572519083969
-38	0.0687022900763
-37	0.0801526717557
-36	0.0648854961832
-35	0.0648854961832
-34	0.0763358778626
-33	0.103053435115
-32	0.0572519083969
-31	0.0534351145038
-30	0.0610687022901
-29	0.0954198473282
-28	0.0572519083969
-27	0.0343511450382
-26	0.0725190839695
-25	0.0801526717557
-24	0.0687022900763
-23	0.114503816794
-22	0.0687022900763
-21	0.0725190839695
-20	0.0725190839695
-19	0.0763358778626
-18	0.0687022900763
-17	0.0916030534351
-16	0.129770992366
-15	0.0954198473282
-14	0.0954198473282
-13	0.103053435115
-12	0.0801526717557
-11	0.0801526717557
-10	0.0648854961832
-9	0.0419847328244
-8	0.030534351145
-7	0.0458015267176
-6	0.087786259542
-5	0.0916030534351
-4	0.0610687022901
-3	0.0687022900763
-2	0.0458015267176
-1	0.0267175572519
0	0.0229007633588
1	0.0458015267176
2	0.0687022900763
3	0.0992366412214
4	0.0763358778626
5	0.0458015267176
6	0.0572519083969
7	0.0343511450382
8	0.0343511450382
9	0.0496183206107
10	0.103053435115
11	0.0534351145038
12	0.0801526717557
13	0.0763358778626
14	0.087786259542
15	0.0648854961832
16	0.0572519083969
17	0.0839694656489
18	0.0419847328244
19	0.0496183206107
20	0.0725190839695
21	0.0687022900763
22	0.0610687022901
23	0.087786259542
24	0.0648854961832
25	0.0610687022901
26	0.0496183206107
27	0.0648854961832
28	0.0687022900763
29	0.0572519083969
30	0.106870229008
31	0.087786259542
32	0.0419847328244
33	0.0419847328244
34	0.0839694656489
35	0.0496183206107
36	0.0725190839695
37	0.0763358778626
38	0.087786259542
39	0.0610687022901
40	0.0763358778626
41	0.0725190839695
42	0.0648854961832
43	0.0572519083969
44	0.0572519083969
45	0.0763358778626
46	0.0496183206107
47	0.0839694656489
48	0.0763358778626
49	0.0534351145038
50	0.156488549618
51	0.118320610687
52	0.0992366412214
53	0.0839694656489
54	0.0763358778626
55	0.0763358778626
56	0.0801526717557
57	0.0725190839695
58	0.0954198473282
59	0.0534351145038
60	0.0610687022901
61	0.0610687022901
62	0.0458015267176
63	0.0534351145038
64	0.0610687022901
65	0.0419847328244
66	0.0763358778626
67	0.0725190839695
68	0.0725190839695
69	0.0534351145038
70	0.0343511450382
71	0.0610687022901
72	0.0572519083969
73	0.030534351145
74	0.0534351145038
75	0.0419847328244
76	0.0419847328244
77	0.0458015267176
78	0.0419847328244
79	0.0496183206107
80	0.0229007633588
81	0.0267175572519
82	0.0610687022901
83	0.0572519083969
84	0.0687022900763
85	0.0343511450382
86	0.0419847328244
87	0.0534351145038
88	0.0496183206107
89	0.0648854961832
90	0.0610687022901
91	0.0763358778626
92	0.0381679389313
93	0.0648854961832
