TF	MERGED_WITH	CLUSTER1_WITH	CLUSTER2_WITH	CLUSTER3_WITH	CLUSTER4_WITH	CLUSTER5_WITH	MERGED_WO	CLUSTER1_WO	CLUSTER2_WO	CLUSTER3_WO	CLUSTER4_WO	CLUSTER5_WO
MA0027.1.En1	0.538732804712	0.985445614705	1.0	0.708513209965	1.0	1.0	1.0	1.0	0.986274601813	1.0	1.0	1.0
MA0028.1.ELK1	0.562071677053	1.0	0.990425880574	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.428755974196	0.956798678185
MA0029.1.Mecom	1.0	1.0	1.0	1.0	1.0	1.0	0.00229640475711	1.0	0.782451608659	0.182255749248	0.285322539188	0.65025707346
MA0030.1.FOXF2	1.0	1.0	1.0	1.0	1.0	1.0	0.000676490112333	1.0	1.0	0.986757728917	0.0171224476852	0.128907855648
MA0031.1.FOXD1	1.0	0.985445614705	1.0	1.0	1.0	1.0	0.013242934967	1.0	0.986274601813	0.669998921366	0.278251628791	0.278491055096
MA0032.1.FOXC1	1.0	0.883539118778	1.0	1.0	1.0	1.0	0.508895398365	1.0	1.0	0.750617811123	1.0	0.250187987687
MA0033.1.FOXL1	1.0	1.0	1.0	1.0	1.0	1.0	0.00492706303986	1.0	0.221942319468	0.0220743883659	0.578366672913	1.0
MA0035.3.Gata1	1.0	1.0	1.0	1.0	1.0	1.0	5.71800780931e-05	0.404650432099	0.60987034914	0.316474914633	0.0854115735473	0.549107874312
MA0036.2.GATA2	1.0	1.0	1.0	1.0	1.0	1.0	0.000384265890853	0.404650432099	1.0	0.566984806869	0.139275214248	0.228429528656
MA0037.2.GATA3	1.0	1.0	1.0	1.0	1.0	1.0	9.59614221531e-06	0.404650432099	0.463343743987	0.541603607653	0.109264820914	0.156601192834
MA0038.1.Gfi1	1.0	1.0	1.0	1.0	1.0	1.0	0.00972966483611	1.0	1.0	0.311613597539	0.865256552375	0.380021593717
MA0039.2.Klf4	9.69940526326e-50	0.00779796092369	0.0142649827403	0.00118345654993	3.42180489937e-09	4.40030451058e-29	1.0	1.0	1.0	1.0	1.0	1.0
MA0040.1.Foxq1	1.0	1.0	1.0	1.0	1.0	1.0	2.09652142595e-08	1.0	0.30528696141	0.391390105512	0.0517635572943	0.0105536295466
MA0041.1.Foxd3	1.0	0.985445614705	1.0	1.0	1.0	1.0	4.1216040648e-11	1.0	0.655755609623	0.382084663153	0.00800851753119	0.000117106394053
MA0042.1.FOXI1	1.0	1.0	1.0	1.0	1.0	1.0	2.67953333675e-05	1.0	0.655755609623	0.946555231675	0.179048722104	0.010205486984
MA0043.1.HLF	1.0	0.832860034678	1.0	1.0	1.0	1.0	0.201784392528	1.0	0.986274601813	0.5320763059	0.601081971194	0.0725933119203
MA0046.1.HNF1A	1.0	1.0	1.0	1.0	1.0	1.0	0.00310229510098	1.0	0.986274601813	0.382084663153	0.309455145339	0.211024261352
MA0047.2.Foxa2	1.0	1.0	1.0	1.0	1.0	1.0	3.76722428589e-08	1.0	0.614527686891	0.311613597539	0.163648758844	0.00440032299383
MA0048.1.NHLH1	0.0139221900539	0.122156998272	1.0	0.86638056684	0.229467294667	0.121132337837	1.0	1.0	0.913060119097	1.0	1.0	1.0
MA0050.2.IRF1	1.0	1.0	1.0	1.0	1.0	1.0	0.000419803779499	1.0	0.0575053746966	0.629287219789	0.364139518686	0.120673368516
MA0051.1.IRF2	1.0	1.0	1.0	1.0	1.0	1.0	0.0623664531469	1.0	0.849619944598	1.0	0.142163262998	0.301163920247
MA0052.2.MEF2A	1.0	1.0	1.0	1.0	1.0	1.0	0.000676490112333	1.0	0.817252136152	0.0486838085027	0.69798401625	0.461171506746
MA0056.1.MZF1_1-4	3.49249284642e-23	0.0287415282742	0.283667138995	0.0347536195211	1.76448024595e-07	9.27519857214e-17	1.0	1.0	1.0	1.0	1.0	1.0
MA0057.1.MZF1_5-13	3.70212033764e-06	0.999294900769	0.177704391821	1.0	3.9340770002e-05	0.0104710325936	1.0	1.0	1.0	0.750617811123	1.0	1.0
MA0058.2.MAX	1.0	1.0	1.0	1.0	1.0	1.0	0.453212759145	1.0	0.975263177022	1.0	0.356827886039	0.995783778459
MA0059.1.MYC::MAX	0.881356606061	0.883539118778	1.0	1.0	1.0	0.478956864121	1.0	1.0	0.853803100744	0.967987876096	0.753886894475	1.0
MA0060.2.NFYA	1.0	1.0	1.0	1.0	1.0	1.0	0.136774173164	1.0	0.821988521356	0.374041384561	0.753480931276	0.290954030183
MA0062.2.GABPA	0.169078524496	1.0	1.0	0.244046807664	1.0	1.0	1.0	1.0	1.0	1.0	0.926940392929	0.869415020686
MA0063.1.Nkx2-5	1.0	1.0	0.819335855558	1.0	1.0	1.0	0.134818007931	1.0	1.0	0.552334099906	0.216378929417	0.301163920247
MA0065.2.PPARG::RXRA	0.0214274534847	0.743496249207	0.990425880574	1.0	0.596890832092	0.116820048515	1.0	1.0	1.0	1.0	1.0	1.0
MA0066.1.PPARG	1.0	0.832860034678	1.0	1.0	0.71350292761	0.633437178727	1.0	1.0	0.913060119097	0.900783707131	1.0	1.0
MA0067.1.Pax2	0.312134108746	0.614770071181	1.0	1.0	0.43188573823	1.0	1.0	1.0	0.90360198122	0.870045267256	1.0	1.0
MA0068.1.Pax4	0.983186201184	1.0	1.0	1.0	0.575552210941	0.981089656243	1.0	1.0	0.986274601813	0.995603948698	1.0	1.0
MA0069.1.Pax6	1.0	1.0	1.0	1.0	1.0	1.0	0.123683398972	1.0	1.0	0.382084663153	0.439775656618	0.869415020686
MA0070.1.PBX1	1.0	1.0	1.0	1.0	1.0	1.0	2.23870599246e-07	1.0	0.019637256192	0.515604607524	0.19854891594	0.00623792833355
MA0071.1.RORA_1	1.0	0.614770071181	1.0	1.0	1.0	1.0	0.0533522914836	1.0	0.943971115807	0.584824207963	0.40379543466	0.388189817948
MA0072.1.RORA_2	1.0	1.0	1.0	1.0	1.0	1.0	0.0244969104443	1.0	0.573442748284	0.975376896199	0.559387097487	0.228429528656
MA0073.1.RREB1	2.55720290279e-16	0.546136259648	0.705665046081	0.167074566076	2.96222952836e-05	3.88632077051e-10	1.0	1.0	1.0	1.0	1.0	1.0
MA0074.1.RXRA::VDR	0.0129108216021	0.231023402574	1.0	1.0	1.0	0.0130094040438	1.0	1.0	1.0	1.0	0.874004553704	1.0
MA0075.1.Prrx2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0076.2.ELK4	1.0	0.985445614705	1.0	1.0	1.0	1.0	0.219120484609	1.0	0.853803100744	0.975376896199	0.237558292518	0.368308952765
MA0077.1.SOX9	1.0	1.0	1.0	1.0	1.0	1.0	4.39658583928e-05	1.0	0.853803100744	0.854153055577	0.0137560680479	0.156601192834
MA0078.1.Sox17	1.0	1.0	1.0	1.0	1.0	1.0	0.000367025429195	1.0	1.0	0.687469575185	0.0879487364517	0.0480344199712
MA0079.3.SP1	1.19992565358e-76	4.41017064816e-05	0.000754928451268	1.36935485288e-05	4.41788937634e-22	2.55648543064e-29	1.0	1.0	1.0	1.0	1.0	1.0
MA0080.3.Spi1	1.0	1.0	1.0	1.0	1.0	1.0	0.000543509373193	1.0	0.60987034914	0.156476148863	0.671779178102	0.192889426204
MA0081.1.SPIB	1.0	1.0	1.0	1.0	1.0	1.0	3.15077812286e-05	1.0	0.943971115807	0.104874614695	0.250137265911	0.368308952765
MA0083.2.SRF	1.0	1.0	1.0	1.0	1.0	1.0	0.0140903283381	1.0	0.804260355827	0.240463476103	0.587096861685	0.344092871083
MA0084.1.SRY	1.0	1.0	1.0	1.0	1.0	1.0	2.50205750949e-12	0.219946670436	0.782451608659	0.216692315932	0.0636286362145	7.95357932623e-05
MA0087.1.Sox5	1.0	1.0	1.0	1.0	1.0	1.0	5.81502137728e-12	0.970843722834	0.614527686891	0.519883494975	0.000364711955623	0.000340564355514
MA0088.1.znf143	0.206276773037	0.722069826805	1.0	1.0	1.0	0.451295965985	1.0	1.0	0.943971115807	0.975376896199	1.0	1.0
MA0089.1.NFE2L1::MafG	1.0	1.0	0.862153553155	1.0	1.0	1.0	2.66801430161e-06	1.0	1.0	0.938898773875	0.0820339177781	0.0044391815529
MA0090.1.TEAD1	1.0	0.985445614705	1.0	1.0	1.0	1.0	0.0206703511882	1.0	0.102525294697	0.96050418318	0.512365390641	0.055888692537
MA0091.1.TAL1::TCF3	1.0	0.985445614705	1.0	1.0	1.0	1.0	0.196524737074	1.0	0.953049525118	1.0	0.394146011976	0.329269114304
MA0092.1.Hand1::Tcfe2a	1.0	0.614770071181	1.0	1.0	1.0	1.0	0.0617863597824	1.0	0.817252136152	0.0486838085027	0.391428948918	0.929395399146
MA0093.2.USF1	1.0	0.985445614705	1.0	1.0	1.0	0.621236242109	0.850083631278	1.0	0.986274601813	1.0	0.635688602264	1.0
MA0095.2.YY1	1.0	1.0	1.0	1.0	1.0	1.0	0.0990291964639	0.10530678392	0.986274601813	1.0	0.641521239942	0.0210857244384
MA0098.2.Ets1	1.0	0.6653801616	1.0	1.0	1.0	1.0	1.5123802396e-06	1.0	0.288446680009	0.0193835194253	0.074957461127	0.173738013901
MA0099.2.JUN::FOS	1.0	0.839693700799	1.0	1.0	1.0	1.0	2.25673721063e-31	1.0	0.679338691451	0.00198979251927	2.31017627511e-07	1.00194088468e-07
MA0100.2.Myb	1.0	0.985445614705	1.0	1.0	1.0	1.0	0.00221600772761	1.0	0.652947960415	0.485538137564	0.0636286362145	0.600132221239
MA0101.1.REL	1.70221715126e-57	3.47411894058e-06	0.0148835412574	2.52082401749e-15	3.04523797113e-08	5.53870348049e-33	1.0	1.0	1.0	1.0	1.0	1.0
MA0102.3.CEBPA	1.0	0.832860034678	1.0	1.0	1.0	1.0	0.0352161553971	1.0	1.0	0.870045267256	0.0222418696569	0.228429528656
MA0103.2.ZEB1	7.39304818812e-07	0.0676383234839	0.0480074893884	1.0	0.00250833201914	0.246886598431	1.0	1.0	1.0	1.0	1.0	1.0
MA0104.3.Mycn	0.486195861185	0.832860034678	0.819335855558	1.0	1.0	0.455136902011	1.0	1.0	1.0	1.0	0.471679100279	1.0
MA0105.3.NFKB1	1.31869221041e-52	1.44051294479e-06	0.432580767446	4.01080834955e-12	1.03811930893e-13	4.87662677102e-29	1.0	1.0	1.0	1.0	1.0	1.0
MA0106.2.TP53	1.0	1.0	1.0	1.0	1.0	1.0	0.977703784113	1.0	0.731372822374	1.0	0.955851361511	1.0
MA0107.1.RELA	8.10597724766e-86	6.65757875741e-11	7.08000921909e-05	1.30009083854e-20	2.15507611888e-15	1.23920567201e-41	1.0	1.0	1.0	1.0	1.0	1.0
MA0108.2.TBP	1.0	0.618776871935	1.0	1.0	1.0	1.0	0.491289102653	1.0	0.90360198122	0.584824207963	0.856413189742	0.90729508502
MA0109.1.Hltf	1.0	1.0	1.0	1.0	1.0	1.0	7.31273298156e-06	1.0	0.817252136152	0.0826683586118	0.139275214248	0.180715325017
MA0111.1.Spz1	0.429211015943	0.996308574202	1.0	1.0	1.0	0.751135377832	1.0	1.0	1.0	1.0	0.8945718591	1.0
MA0112.2.ESR1	0.000215203473255	0.00855447777142	1.0	0.762609253347	1.0	0.00870682960697	1.0	1.0	1.0	1.0	1.0	1.0
MA0113.2.NR3C1	1.0	0.98602756666	1.0	1.0	1.0	0.408489937774	0.507292190952	1.0	0.288446680009	0.604020869823	0.824421287406	1.0
MA0114.2.HNF4A	0.234764381847	0.614770071181	1.0	1.0	0.396701994607	0.574296292073	1.0	1.0	0.986274601813	0.946555231675	1.0	1.0
MA0115.1.NR1H2::RXRA	1.0	0.985445614705	1.0	1.0	1.0	1.0	0.158057548714	1.0	1.0	0.285549107375	0.950479392181	0.344092871083
MA0116.1.Zfp423	8.42556333999e-07	0.614770071181	0.121191954585	0.611553949784	0.056243765445	0.00415081172966	1.0	1.0	1.0	1.0	1.0	1.0
MA0117.1.Mafb	1.0	1.0	1.0	1.0	1.0	1.0	0.00358352424755	1.0	0.986274601813	0.77015641139	0.00800851753119	0.726557862301
MA0119.1.TLX1::NFIC	1.0	0.561276002704	1.0	0.231753787941	1.0	1.0	0.67519913514	1.0	1.0	1.0	0.0466944679801	0.839677591766
MA0122.1.Nkx3-2	1.0	0.667350849089	1.0	1.0	1.0	1.0	0.186436564845	1.0	0.853803100744	0.950240300033	0.0546364272149	1.0
MA0124.1.NKX3-1	1.0	0.985445614705	1.0	1.0	1.0	1.0	7.38925648941e-06	1.0	0.60987034914	0.870045267256	0.0222418696569	0.00416502721288
MA0125.1.Nobox	1.0	1.0	1.0	1.0	1.0	1.0	0.134034970112	1.0	0.986274601813	0.669998921366	0.33606954181	0.86600409462
MA0130.1.ZNF354C	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0131.1.HINFP	0.00678469935617	1.0	0.729986150613	1.0	0.185104166624	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0132.1.Pdx1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0133.1.BRCA1	1.0	1.0	1.0	1.0	1.0	1.0	0.0460913979281	1.0	0.943971115807	0.94162075183	0.877245382736	0.105349875251
MA0135.1.Lhx3	1.0	0.999294900769	1.0	1.0	1.0	1.0	0.392081973899	1.0	1.0	0.803335968129	0.93053887731	0.917779735264
MA0136.1.ELF5	1.0	0.985445614705	1.0	1.0	1.0	1.0	4.22785935515e-12	1.0	0.614527686891	0.0551780562738	0.00490264558753	0.000756607027048
MA0137.3.STAT1	1.0	0.779455739368	1.0	1.0	1.0	1.0	0.178884117854	1.0	0.986274601813	0.77579977781	0.113540510398	0.908983679198
MA0138.2.REST	4.05894494963e-05	0.122156998272	1.0	0.0284830648104	0.71350292761	0.0140927357809	1.0	1.0	0.986274601813	1.0	1.0	1.0
MA0139.1.CTCF	2.03027248512e-11	0.0485561805337	0.121191954585	0.285618225267	0.0117215531334	1.15804014848e-07	1.0	1.0	1.0	1.0	1.0	1.0
MA0140.2.TAL1::GATA1	1.0	1.0	1.0	1.0	1.0	1.0	0.0134937183388	1.0	1.0	0.412759542589	0.189065943429	0.642706265275
MA0141.2.Esrrb	1.0	0.999294900769	1.0	1.0	1.0	1.0	0.162642379361	1.0	0.986274601813	0.400286856136	0.612820051391	0.86600409462
MA0142.1.Pou5f1::Sox2	1.0	1.0	1.0	1.0	1.0	1.0	2.29039647209e-05	1.0	0.60987034914	0.115286132297	0.176953193191	0.317730286854
MA0143.3.Sox2	1.0	1.0	1.0	1.0	1.0	1.0	0.0315900496988	0.404650432099	1.0	1.0	0.89565285571	0.0751847537995
MA0144.2.STAT3	1.0	0.639061331363	1.0	1.0	1.0	1.0	0.00301591456668	1.0	0.935349450154	0.104874614695	0.0731243143047	0.647421485198
MA0145.2.Tcfcp2l1	1.77266913165e-08	0.0810183894485	0.190912455421	0.231753787941	0.104076788029	0.000148315894845	1.0	1.0	1.0	1.0	1.0	1.0
MA0146.2.Zfx	2.05895081225e-24	0.819760055194	0.139158350465	0.0021355669796	6.50423253316e-05	6.61644845397e-16	1.0	1.0	1.0	1.0	1.0	1.0
MA0147.2.Myc	0.520574489358	0.832860034678	0.819335855558	1.0	1.0	0.0849951520498	1.0	1.0	1.0	0.938898773875	0.635688602264	1.0
MA0148.3.FOXA1	1.0	1.0	1.0	1.0	1.0	1.0	1.49846551241e-05	1.0	0.60987034914	0.104874614695	0.401887879011	0.0335074674704
MA0149.1.EWSR1-FLI1	0.0251199425707	0.777399204469	1.0	1.0	0.194233663276	0.00837191266931	1.0	1.0	0.787721909445	0.938898773875	1.0	1.0
MA0150.2.Nfe2l2	1.0	1.0	1.0	1.0	1.0	1.0	9.6489387776e-11	1.0	0.361175093774	0.0193835194253	0.0820339177781	0.180715325017
MA0151.1.ARID3A	1.0	0.985445614705	1.0	1.0	1.0	1.0	0.000392956779993	1.0	0.986274601813	0.499363396131	0.108853474119	0.0365755873784
MA0152.1.NFATC2	1.0	0.985445614705	1.0	1.0	1.0	1.0	0.00122669901692	1.0	0.926569074083	0.100997902541	0.179048722104	0.678936912251
MA0153.1.HNF1B	1.0	0.989397098829	1.0	1.0	1.0	1.0	0.075744983594	1.0	0.986274601813	1.0	0.278251628791	0.541173499383
MA0154.2.EBF1	5.54801657259e-19	0.0354477174794	0.0301036978439	0.0672204060739	1.64152613208e-07	1.33777871667e-08	1.0	1.0	1.0	1.0	1.0	1.0
MA0155.1.INSM1	4.22650488052e-13	0.000407232058139	0.301130043024	0.200241136874	0.00272520517295	7.80049467163e-05	1.0	1.0	1.0	1.0	1.0	1.0
MA0156.1.FEV	1.0	1.0	1.0	1.0	1.0	1.0	4.77062109077e-11	1.0	0.60987034914	0.0224903236843	0.00731117560876	0.010246063441
MA0157.1.FOXO3	1.0	1.0	1.0	1.0	1.0	1.0	1.85488998958e-07	0.575058118917	0.817252136152	0.215465513164	0.206732846227	0.0211395841
MA0158.1.HOXA5	1.0	1.0	1.0	1.0	1.0	1.0	0.00544345853093	1.0	0.731372822374	0.440916948986	0.231724287628	0.682516105173
MA0159.1.RXR::RAR_DR5	0.00883031530745	0.13387947455	1.0	0.464204674977	1.0	0.0861379962444	1.0	1.0	1.0	1.0	0.85616318772	1.0
MA0160.1.NR4A2	1.0	0.985445614705	1.0	1.0	1.0	1.0	0.21878921474	1.0	0.986274601813	0.870045267256	0.552229348839	0.461365392797
MA0161.1.NFIC	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0162.2.EGR1	2.97918676841e-65	0.00592781177152	0.000946971185465	4.5395049491e-06	1.42869341373e-24	1.14044839355e-22	1.0	1.0	1.0	1.0	1.0	1.0
MA0163.1.PLAG1	2.37405211537e-33	0.0583535470465	0.0359663491726	0.177279921286	3.68396637647e-10	7.15308811144e-21	1.0	1.0	1.0	1.0	1.0	1.0
MA0164.1.Nr2e3	1.0	1.0	1.0	1.0	1.0	1.0	0.0796748557518	1.0	1.0	0.42901345711	0.265763829905	1.0
MA0258.2.ESR2	0.00384071127842	0.184908596984	0.805808129576	0.678811233216	0.0787778443132	0.837942598127	1.0	1.0	1.0	1.0	1.0	1.0
MA0259.1.HIF1A::ARNT	0.333164655382	0.780849871865	0.0266409883072	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.191221779488	0.705968002399
MA0442.1.SOX10	1.0	1.0	1.0	1.0	1.0	1.0	0.00492706303986	1.0	0.986274601813	0.669998921366	0.323036188933	0.112872012334
MA0461.1.Atoh1	1.0	0.475354179832	1.0	1.0	1.0	0.837942598127	0.602394717706	1.0	0.935349450154	0.77015641139	0.32089344556	1.0
MA0462.1.BATF::JUN	1.0	1.0	1.0	1.0	1.0	1.0	1.61808380016e-38	1.0	0.184498663368	0.000161655725545	1.82368775968e-10	1.00194088468e-07
MA0463.1.Bcl6	1.0	0.985445614705	1.0	1.0	1.0	1.0	0.0482684514822	1.0	0.786571617007	0.156476148863	0.358396948441	0.63093140532
MA0464.1.Bhlhe40	0.717204552427	0.98602756666	1.0	1.0	1.0	0.416893961912	1.0	1.0	1.0	1.0	0.701941659407	1.0
MA0465.1.CDX2	1.0	1.0	1.0	1.0	1.0	1.0	2.55333633762e-06	1.0	0.966707651568	0.0607400840265	0.00578967668857	0.493351085408
MA0466.1.CEBPB	1.0	1.0	1.0	1.0	1.0	1.0	0.123683398972	1.0	1.0	1.0	0.139275214248	0.344092871083
MA0467.1.Crx	1.0	1.0	1.0	1.0	1.0	1.0	0.397983096178	1.0	1.0	0.515604607524	0.824421287406	0.917779735264
MA0468.1.DUX4	1.0	0.985445614705	1.0	1.0	1.0	1.0	0.00320736353902	1.0	0.986274601813	0.374041384561	0.00918139283064	0.696645358985
MA0469.1.E2F3	5.69600584683e-30	0.232134115481	0.121191954585	0.0117416566084	5.68013118508e-12	9.95815514068e-11	1.0	1.0	1.0	1.0	1.0	1.0
MA0470.1.E2F4	7.62469562775e-34	0.832860034678	0.139158350465	0.000535540053698	5.74406283894e-13	5.37520229799e-12	1.0	1.0	1.0	1.0	1.0	1.0
MA0471.1.E2F6	5.54801657259e-19	0.176626601758	0.729986150613	0.0385297447777	3.02988167523e-05	1.90625330185e-08	1.0	1.0	1.0	1.0	1.0	1.0
MA0472.1.EGR2	9.90621499606e-31	0.000160335567984	0.216890709577	0.025742394711	1.99588707936e-09	1.16636314485e-11	1.0	1.0	1.0	1.0	1.0	1.0
MA0473.1.ELF1	1.0	0.985445614705	1.0	1.0	1.0	1.0	3.39901541616e-06	1.0	0.817252136152	0.0566353863272	0.139275214248	0.0110825834457
MA0474.1.Erg	1.0	0.832860034678	1.0	1.0	1.0	1.0	1.27159091083e-07	1.0	0.679338691451	0.0683261539308	0.00918139283064	0.17732361835
MA0475.1.FLI1	1.0	1.0	1.0	1.0	1.0	1.0	2.55333633762e-06	1.0	0.238493535176	0.364864464046	0.144758604111	0.0337929025132
MA0476.1.FOS	1.0	1.0	1.0	1.0	1.0	1.0	6.45013658705e-40	1.0	0.102525294697	7.56002300573e-05	1.48064536755e-08	2.62765876491e-07
MA0477.1.FOSL1	1.0	1.0	1.0	1.0	1.0	1.0	2.21299439071e-33	1.0	0.390188799235	0.000136202551381	2.31017627511e-07	6.91323946572e-06
MA0478.1.FOSL2	1.0	1.0	1.0	1.0	1.0	1.0	6.59692996079e-40	1.0	0.190602965393	6.52807723853e-05	2.31017627511e-07	1.08890295293e-08
MA0479.1.FOXH1	1.0	1.0	1.0	1.0	1.0	1.0	0.000476807999095	1.0	0.731372822374	0.686200846648	0.0636286362145	0.247373110061
MA0480.1.Foxo1	1.0	1.0	1.0	1.0	1.0	1.0	1.1244666625e-09	0.404650432099	0.378739683934	0.324656297294	0.0311265873666	0.0146520857428
MA0481.1.FOXP1	1.0	1.0	1.0	1.0	1.0	1.0	2.91840764933e-09	1.0	0.273097298196	0.4596581386	0.0328555390291	0.055888692537
MA0482.1.Gata4	1.0	1.0	1.0	1.0	1.0	1.0	4.08922733431e-06	0.10530678392	0.731372822374	0.577433293369	0.0494231666068	0.104195703072
MA0483.1.Gfi1b	1.0	1.0	0.705665046081	1.0	1.0	1.0	0.0337543987465	1.0	1.0	0.374041384561	0.688100253302	0.108778770677
MA0484.1.HNF4G	0.109101069684	0.371301169259	1.0	1.0	0.78297670537	0.446822325612	1.0	1.0	1.0	0.950240300033	1.0	1.0
MA0485.1.Hoxc9	1.0	0.627147345161	1.0	1.0	1.0	1.0	0.000449392724684	1.0	0.731372822374	0.745293154049	0.122820153242	0.0586077625572
MA0486.1.HSF1	1.0	0.985445614705	1.0	1.0	1.0	1.0	0.901620972383	1.0	1.0	1.0	0.93428261821	0.926533320634
MA0488.1.JUN	1.0	1.0	1.0	1.0	1.0	1.0	3.87205166155e-07	1.0	0.273097298196	0.0764547125568	0.137267711669	0.0052489508745
MA0489.1.JUN.var.2	1.0	1.0	1.0	1.0	1.0	1.0	2.97770710688e-42	1.0	0.102525294697	6.52807723853e-05	5.6274895839e-10	4.05842596901e-08
MA0490.1.JUNB	1.0	1.0	1.0	1.0	1.0	1.0	5.02753277391e-40	1.0	0.60987034914	0.000104076788843	3.12405040779e-08	5.79257239295e-09
MA0491.1.JUND	1.0	1.0	1.0	1.0	1.0	1.0	6.90563278631e-39	1.0	0.0891747625874	0.000104076788843	2.19008607485e-09	3.20908083939e-07
MA0492.1.JUND.var.2	1.0	0.985445614705	1.0	1.0	1.0	1.0	1.47943570832e-07	1.0	0.372431650117	0.00975553519915	0.176953193191	0.00107772026847
MA0493.1.Klf1	5.54801657259e-19	0.832860034678	0.0189975889302	0.123503026614	0.0323067183343	1.10479199932e-15	1.0	1.0	1.0	1.0	1.0	1.0
MA0494.1.Nr1h3::Rxra	0.0165397665059	0.399033887619	1.0	1.0	0.661280824409	0.000635784473496	1.0	1.0	0.786718294406	1.0	1.0	1.0
MA0495.1.MAFF	1.0	1.0	1.0	1.0	1.0	1.0	0.000615471327502	1.0	0.986274601813	0.0220743883659	0.0171224476852	1.0
MA0496.1.MAFK	1.0	1.0	1.0	1.0	1.0	1.0	0.000328373887474	1.0	0.90360198122	0.19792154849	0.0416878288362	0.666015990776
MA0497.1.MEF2C	1.0	1.0	1.0	1.0	1.0	1.0	2.67275313529e-07	1.0	0.60987034914	0.0320123245734	0.0820339177781	0.120524110552
MA0498.1.Meis1	1.0	1.0	1.0	1.0	1.0	1.0	0.0460913979281	1.0	0.730421563657	0.764226985034	0.674080483439	0.497428029882
MA0499.1.Myod1	0.192743161643	0.883539118778	1.0	0.712894070844	1.0	0.524518762819	1.0	1.0	1.0	1.0	1.0	1.0
MA0500.1.Myog	0.456665771384	0.985445614705	1.0	1.0	1.0	0.118858474948	1.0	1.0	1.0	1.0	0.8945718591	1.0
MA0501.1.NFE2::MAF	1.0	1.0	1.0	1.0	1.0	1.0	9.20334023624e-15	0.756307957628	0.102525294697	0.00160617707053	0.0066186895083	0.301163920247
