HMGB1_footprints_peaks_hg19	HMGB1_footprints_no_peaks_hg19
1.56675589075	1.63721685484
1.57657384263	1.64628791765
1.5840965703	1.65504051846
1.59323193199	1.66381383145
1.60328285221	1.6726940216
1.6117309765	1.68147110272
1.61735549808	1.69019893981
1.62580043766	1.69869122469
1.63468651614	1.70726460238
1.64307358454	1.71623059401
1.65142510524	1.72556436343
1.65868246396	1.73417738886
1.66653884004	1.74325935914
1.67590066458	1.75198925778
1.68372174488	1.76090988254
1.69195229457	1.76970657683
1.70139117586	1.77839181467
1.70989981913	1.78666061721
1.71888574119	1.79509035081
1.72810463159	1.8036394261
1.73620106567	1.81259289448
1.74322839254	1.82124676258
1.75344966989	1.83000646662
1.76198510949	1.8386909575
1.76888250838	1.84704537669
1.77826780475	1.85532451734
1.78572485063	1.86429757463
1.79366541942	1.87308796068
1.80430671955	1.88164350182
1.81371440476	1.8901737967
1.82077493317	1.89900177642
1.82911172863	1.90738957494
1.83738509156	1.9152086634
1.84525962325	1.92312793081
1.85591033903	1.9314683286
1.86431680582	1.93988983557
1.87170523062	1.94769060998
1.8792763853	1.95546340175
1.88645259731	1.96311960612
1.89350821018	1.97088925881
1.90198683702	1.97825162805
1.90967484275	1.98551502751
1.91702998635	1.99272277102
1.92538356575	2.00025929071
1.93317136486	2.00760755534
1.94119213233	2.01516912568
1.94708290345	2.02303344285
1.95440476587	2.03069498675
1.96312443838	2.03835138897
1.97171098612	2.04578365042
1.97953206643	2.05324652819
1.98738642793	2.06049310385
1.99327719905	2.06788585701
1.99960062569	2.07492996799
2.00675608214	2.08210830164
2.01457716245	2.08982470689
2.02259792991	2.09760584256
2.03078510334	2.10513479931
2.03714181116	2.1124220583
2.04456351716	2.11993752954
2.05305022132	2.12699479273
2.05890771125	2.13449003572
2.06666222917	2.14176007079
2.07365127966	2.14866330016
2.08044064299	2.15621140121
2.08876094119	2.16347199643
2.09807967518	2.17107681743
2.10610044264	2.17825784818
2.11288980597	2.18578545638
2.12174260325	2.19346679932
2.13195992944	2.2007395315
2.13934835425	2.20817408972
2.14563849968	2.21543873059
2.154324891	2.222449844
2.1603487869	2.22950276246
2.16643924518	2.2370020511
2.17482610577	2.24402156305
2.18184843745	2.25162199297
2.18890405032	2.25886218139
2.1982560655	2.26639518379
2.2070423004	2.27387424417
2.21609478484	2.28148141684
2.22444836423	2.28885529029
2.23260225646	2.29595675657
2.24095583586	2.30306361705
2.24731254368	2.31043209631
2.25420175059	2.31762930966
2.26485173229	2.32523513378
2.27187406397	2.33256176609
2.27736546078	2.33930991217
2.28641794522	2.34667299722
2.29510433654	2.35402664242
2.30212666822	2.36036078354
2.31038040403	2.36758631645
2.3197657004	2.37517191231
2.32971677705	2.38307711462
2.33680567112	2.39026084247
2.34376144041	2.39745266162
2.35251439412	2.40450288299
2.3609012547	2.41152343624
2.36872233501	2.41882179088
2.3770759144	2.42567916954
2.3839984025	2.43316227557
2.39088760941	2.44078832795
2.40067228009	2.44815815575
2.40879289114	2.45598514213
2.41688022099	2.46285080852
2.42443505175	2.47039864498
2.43169035178	2.47746504895
2.4394781509	2.48490230427
2.44467001697	2.4918527329
2.45225812893	2.49919424115
2.45844843079	2.5067447747
2.46686857257	2.51400267283
2.47452324691	2.52102457463
2.48320963823	2.52818942278
2.48976603321	2.53555115928
2.49752055114	2.54298706605
2.50484241355	2.55021934172
2.51256365028	2.55744217753
2.51775551636	2.56500889369
2.52481112923	2.57213328532
2.53173361733	2.57946535372
2.53799048158	2.58673134314
2.54378140913	2.59364401237
2.55136952108	2.60068883953
2.55609545046	2.60783885362
2.56241887709	2.6151142829
2.57083901887	2.62166688918
2.5762305721	2.62856472435
2.58445102672	2.63612469776
2.59327054282	2.64334213937
2.59949412587	2.65038696653
2.60558458415	2.65738324588
2.61074316904	2.66453191142
2.61932971678	2.67124769229
2.62575298699	2.6786310056
2.63151063334	2.68613164279
2.6372682797	2.69360665752
2.64442373615	2.70060698252
2.65101341232	2.70777183067
2.65950011648	2.71509311066
2.66612307385	2.72250744063
2.67134822112	2.72969656268
2.67773821014	2.73677105795
2.68149898492	2.7442973176
2.6885213166	2.7511209825
2.6945452125	2.75836134947
2.70279894831	2.76561655049
2.70882284421	2.77328575648
2.71684361168	2.78041419376
2.72213532133	2.78750082599
2.72915765301	2.79475467846
2.73538123606	2.80228363521
2.74350184711	2.8096184007
2.74925949346	2.81660658875
2.75498385862	2.82394135424
2.76260525177	2.83126263423
2.77082570639	2.83817665201
2.77794788165	2.84521608497
2.78497021333	2.85247533164
2.78999567344	2.85955117546
2.7971511299	2.86642743383
2.80290877625	2.87366375515
2.80813392352	2.88095401848
2.80763470563	2.88120754595
2.80703564416	2.88165526467
2.80736845609	2.88217445657
2.8077678304	2.8822958261
2.80773454921	2.88240236158
2.80643658269	2.88243607534
2.80627017672	2.88238348188
2.80800079875	2.88252912532
2.8086997038	2.8824805775
2.80820048591	2.88221895873
2.80830032948	2.88246574345
2.80859986022	2.88214613701
2.8091656405	2.88225806669
2.81252704097	2.88215827396
2.81129563684	2.88196947691
2.8109961061	2.88214748556
2.81182813592	2.88243742389
