HMGB1_footprints_peaks_hg19	HMGB1_footprints_no_peaks_hg19
0.972982575996	1.01576915086
0.976809913167	1.02111946853
0.980836937496	1.02628404318
0.984730837053	1.03157609665
0.989438904388	1.03694521829
0.993350849666	1.04211437349
0.997827607781	1.04768880956
1.00273314378	1.05300212007
1.00662704334	1.05827250879
1.01072063005	1.06340169445
1.01488077915	1.06884991306
1.01857499155	1.07414578603
1.02230702812	1.07947463145
1.02685242351	1.08496621532
1.02994757444	1.0904789037
1.03370797011	1.0956715805
1.03866491548	1.10079875147
1.04299147054	1.10605753782
1.04781724349	1.11142896957
1.05302793168	1.11651499708
1.05638933215	1.12184039903
1.06064932483	1.1270453199
1.06384431934	1.13220473335
1.06737212577	1.13747547059
1.07143243129	1.14270075559
1.07616166873	1.1480627054
1.08068791095	1.15337376549
1.08617930776	1.15850410197
1.09173726695	1.16359137025
1.09606382202	1.16887880342
1.09965499638	1.17390781607
1.10471329474	1.17908662519
1.1090174687	1.18410151804
1.11340392778	1.18912906932
1.11735389195	1.19413516036
1.12068318758	1.19912272767
1.12451052475	1.20415727932
1.12918189377	1.20927894318
1.13239266011	1.21408005234
1.13735436184	1.21875357002
1.1415024355	1.22352881149
1.14622836488	1.22803315182
1.14932351581	1.23284684088
1.15331687983	1.23756675418
1.15727772089	1.24235191955
1.16157099476	1.24709433809
1.16691349497	1.2516417343
1.17080739453	1.25602105256
1.17482610577	1.26088561536
1.17911937964	1.26519472715
1.18248078011	1.26963067715
1.1866742104	1.27417815199
1.19096748427	1.27856466894
1.19462841548	1.28288130487
1.19942090725	1.28740128725
1.20461277332	1.29189322255
1.20923885912	1.29649680751
1.21393150731	1.30087905903
1.21775884448	1.30516475212
1.22205211835	1.30979027991
1.2269111725	1.31409350416
1.23047226013	1.31875274571
1.23483209638	1.32354009954
1.2388924019	1.328250586
1.2416880221	1.33270889355
1.24621426432	1.33703234605
1.25187206709	1.34137198116
1.25752986987	1.34570358593
1.26188970613	1.35008637465
1.26671547908	1.35469841694
1.27044297268	1.35905693175
1.27433687223	1.36361638057
1.28012779978	1.36811379607
1.2832895131	1.37243050583
1.28705028788	1.37688072207
1.29044496955	1.38108280504
1.29473824342	1.38549391332
1.29786667554	1.38994143246
1.30235963657	1.39443749941
1.30612041136	1.39902661634
1.3109794655	1.40335276594
1.31600492562	1.40800256764
1.32149632243	1.41232467159
1.3257895963	1.41691378852
1.32955037109	1.42141120403
1.33454255	1.42588569417
1.33923519819	1.43034804737
1.34409425234	1.43466071147
1.34802143309	1.43893022196
1.35038439778	1.44335211864
1.35411189137	1.44791291601
1.35887110194	1.452369875
1.36189969048	1.45688482166
1.36592671481	1.46104644812
1.37025326988	1.46566388461
1.37457982494	1.47008443274
1.37814091257	1.47426628745
1.3830998103	1.4785695117
1.3881585516	1.48317211414
1.39132026492	1.48765334703
1.39458182181	1.49197545099
1.39877525211	1.49641757593
1.40306852598	1.50084756391
1.40779445535	1.50519529032
1.41049023197	1.50973181379
1.41508303658	1.51416989307
1.41930974806	1.51857830425
1.42410223982	1.5228653459
1.42876160682	1.52726701432
1.43428628482	1.53193839282
1.43907877658	1.53637782066
1.44403767431	1.5408226427
1.44896329084	1.54497213221
1.45219156655	1.54919579198
1.45625187207	1.55369590459
1.46047858355	1.55797215783
1.46493826339	1.56260712547
1.46923153726	1.56698047434
1.47315871801	1.57135112611
1.47771824142	1.57575818874
1.4824441708	1.58041203608
1.48673744467	1.58472739728
1.49056478184	1.58893217736
1.49382633874	1.59333519433
1.49885179885	1.59777192507
1.50297866676	1.60212234858
1.50803740806	1.6063284772
1.51213099477	1.61077329924
1.51622458149	1.61513451116
1.52045129297	1.61944312961
1.52491097281	1.62384210093
1.52873830998	1.62792686002
1.53266549073	1.6321478227
1.53655939029	1.63651712592
1.5402203215	1.64080147046
1.54541218757	1.64530428016
1.54957233667	1.64968706889
1.5526674876	1.65399164168
1.55642826239	1.65844590358
1.55998935002	1.66267900321
1.56401637435	1.66722092087
1.56847605418	1.67130972561
1.57273604686	1.67579230706
1.57636369687	1.68012789652
1.5813225946	1.68446483453
1.58478383865	1.68883953195
1.58831164509	1.69294586784
1.59300429327	1.69723425803
1.59856225247	1.70163188081
1.60285552634	1.70592971086
1.60671614471	1.71022888946
1.61054348188	1.71487059985
1.61390488235	1.71897828429
1.6182979998	1.72318576147
1.62305721037	1.7276090067
1.62804938929	1.73171803969
1.63177688288	1.73594844222
1.63593703198	1.74005612667
1.63889905814	1.74442677843
1.6427929577	1.74884732657
1.64605451459	1.75315864212
1.64958232103	1.75763582937
1.65324325224	1.76211301661
1.65707058941	1.76615057644
1.66076480181	1.77062911224
1.66435917063	1.77502538646
1.6645255766	1.77511708789
1.66462542018	1.77486221187
1.66429260825	1.77457766774
1.66489166972	1.77446843516
1.66412620228	1.77446843516
1.66432588944	1.77437403663
1.66429260825	1.77457631919
1.66389323393	1.77468015756
1.66362698439	1.77453586267
1.66492495091	1.77439696199
1.66598994908	1.77451293732
1.66608979266	1.7739182266
1.66512463807	1.77361075712
1.66562385596	1.77334778979
1.66675541651	1.77329384778
1.66678869771	1.773380155
1.66712150963	1.77308617102
1.66569041834	1.77298368119
1.66492495091	1.77290546527
1.66605651147	1.77269509141
1.66582354312	1.77217724807
1.66582354312	1.77183741337
1.6663560422	1.77179830541
1.66608979266	1.7715623091
1.66685526009	1.77128046207
1.6677538523	1.77108222516
1.66758744633	1.77103098025
1.67054947249	1.77104446575
1.66938463075	1.77079633248
1.6705161913	1.77066417455
1.67011681699	1.77043761808
1.66851931973	1.7701571196
1.66795353945	1.76965411031
1.66808666423	1.76927247056
1.66808666423	1.76915919233
1.66798682065	1.76876811272
1.66825307019	1.76861302942
1.66875228808	1.76793875424
1.66978400506	1.76780794485
1.67131493993	1.76784705281
1.66968416148	1.76753553767
1.66945119313	1.76735887757
1.66928478717	1.76706624214
1.67044962891	1.76687339944
1.67141478351	1.76667111688
1.67324524911	1.76645130317
1.67381102939	1.76625441482
1.67391087297	1.76592132287
1.67490930875	1.7656462186
1.67550837022	1.76557339688
1.67447665324	1.76560036788
1.67470962159	1.76555721427
1.67401071654	1.76544123894
1.67341165507	1.76557744253
1.67550837022	1.76518096872
1.67590774453	1.76474808405
1.67580790096	1.76463345727
1.67657336839	1.76484652822
1.6774386794	1.76467256523
1.67667321197	1.76435295879
1.67723899225	1.76422889215
1.67733883582	1.76415607043
1.67757180417	1.7638688292
1.67840383399	1.76355731407
1.67966851932	1.76335638006
1.6788364895	1.76304621347
1.67973508171	1.76305969898
1.68060039272	1.7626079346
1.6820647652	1.76222090064
1.68356241888	1.76211975936
1.68309648218	1.76195523622
1.68359570007	1.76163428123
1.68509335375	1.76175834786
1.68569241522	1.76148324359
1.68768928678	1.76119330526
1.68752288082	1.76098427995
1.68961959597	1.76056353223
1.69065131294	1.76058241194
1.69055146936	1.76038822068
1.69115053084	1.75998635267
1.69015209505	1.75975979621
1.69108396845	1.75980834402
1.69174959231	1.75939433906
1.69198256065	1.75932556299
1.69424568177	1.7593606253
1.69574333544	1.75900325945
1.69660864645	1.75886301021
1.69857223683	1.75880637109
1.70016973408	1.75849890161
1.70116816987	1.75831549875
1.70156754418	1.75797836116
1.70163410657	1.75782327787
1.70296535428	1.75785968873
1.70416347722	1.75741197
1.70363097813	1.75754952214
1.70509535062	1.757211036
1.70549472493	1.75686985275
1.70709222219	1.75624682248
1.70985456119	1.75589754793
1.70905581256	1.75584765157
1.70948846807	1.75574516174
1.70905581256	1.75577213275
1.71055346624	1.75564941466
1.71161846441	1.75525294085
1.7130162745	1.75516528508
1.71484674011	1.75483623879
1.71611142543	1.75458945407
1.71847439012	1.75446808453
1.71947282591	1.75430356139
1.72107032316	1.75437233746
1.72246813326	1.75404329116
1.72336672546	1.75374661008
1.72436516125	1.75343104929
1.72616234566	1.75314515661
1.72666156355	1.75302108998
1.72706093786	1.75250459519
1.72726062502	1.75214453224
1.72832562319	1.75183166855
1.7296901521	1.75153363891
1.72988983925	1.75128011144
1.73068858788	1.75095915645
1.73231936633	1.75072181159
1.73451592505	1.75071372029
1.7361467035	1.75078114781
1.73697873332	1.75062336741
1.73860951176	1.75041299355
1.74117216361	1.75002461104
1.74237028655	1.74978861473
1.74433387693	1.74966185099
1.74533231271	1.74907118593
1.74726262189	1.74875832224
1.74756215263	1.7484279274
1.74895996273	1.74833892307
1.75095683429	1.74831060352
1.75218823843	1.74814877747
1.75448464073	1.74787771885
1.75498385862	1.74748259359
1.75391886045	1.74710499948
1.75541651413	1.74695261329
1.75584916963	1.74661547569
1.75728026092	1.74627429245
1.7587779146	1.74601402223
1.75960994442	1.745927715
1.76077478617	1.74547999628
1.76193962792	1.74524804561
1.76193962792	1.74525613692
1.76277165774	1.74516982969
1.76463540453	1.74510240217
1.76656571372	1.74470862546
1.76822977336	1.7446614262
1.76966086465	1.74453466246
1.77152461144	1.74447802335
1.77345492062	1.74440789873
1.77458648118	1.7441314459
1.77515226146	1.7435691004
1.77528538623	1.74344638231
1.77661663394	1.74350436998
1.77778147569	1.74318476354
1.77721569541	1.74291505346
1.77848038074	1.74287459695
1.77924584817	1.74285571725
1.78107631378	1.7425253224
1.78137584451	1.74214637975
1.78117615735	1.74185509287
1.78260724864	1.74170000957
1.78477052618	1.74166764437
1.78703364729	1.74175530014
1.78746630279	1.74154088063
1.7887975505	1.74163258206
1.78889739408	1.74133050677
1.78853130096	1.74145592196
1.79136020235	1.74161639945
1.79262488768	1.74112552711
1.79488800879	1.74117812058
1.79532066429	1.74097853512
1.79605285053	1.74110260176
1.79695144274	1.7409111076
1.79864878357	1.74063330623
1.79841581522	1.74039596136
1.80027956202	1.74018423895
1.80247612074	1.74019637591
1.80350783772	1.74018963315
1.80307518221	1.74004264116
1.80503877259	1.73991722598
1.80583752122	1.73972842893
1.80773454921	1.73934948627
1.81009751389	1.73935488047
1.81016407628	1.73945332465
1.81049688821	1.73924429934
1.81079641894	1.73907707909
1.81186141711	1.73894626971
1.81319266483	1.73917687182
1.81575531667	1.73890985885
1.81618797218	1.73878444366
1.81785203182	1.73882759727
1.81991546577	1.73893143565
1.82028155889	1.73871027339
1.82034812128	1.73888828204
1.82284421074	1.7387318502
1.82494092588	1.73842033506
1.82640529837	1.7380225127
1.82757014011	1.73781079029
1.82943388691	1.73771234611
1.82930076214	1.73764222149
1.83073185343	1.73752489761
1.83209638233	1.73756130847
1.83239591307	1.73728215854
1.83392684794	1.73688703328
1.83552434519	1.73692344414
1.83532465804	1.7367751036
1.83625653143	1.73657821525
1.83665590575	1.73676836085
1.83802043465	1.73697873471
1.83908543282	1.73708257309
1.84061636769	1.73712168105
1.84191433421	1.73689242749
1.84238027091	1.73663485436
1.84304589476	1.73646223992
1.8447099544	1.73643796601
1.8461410457	1.7362451233
1.84697307552	1.7362289407
1.84730588744	1.7358594379
1.84850401038	1.73548049524
1.8498019769	1.73543329598
1.85129963058	1.73546431264
1.85040103837	1.73539149092
1.85103338104	1.73527281848
1.85143275535	1.73507997578
1.85316337738	1.73519325401
1.85452790628	1.73495051494
