HMGB2_footprints_peaks_hg19	HMGB2_footprints_no_peaks_hg19
0.899762596535	1.28675159952
0.907722075551	1.29323605026
0.909711945305	1.2997567793
0.914957965566	1.30594499704
0.921108472078	1.312187912
0.926173595088	1.31859704932
0.930515129097	1.32491920239
0.93738922461	1.33121024401
0.94227345037	1.33746056368
0.944804954212	1.34366427597
0.94896559097	1.35011228072
0.952402638727	1.35641569086
0.958553145239	1.36250767137
0.963075576498	1.36871798256
0.966693521505	1.3748467717
0.971215952764	1.38115763018
0.978451842779	1.38746473594
0.981346198785	1.39354646721
0.984602349291	1.39948735879
0.987858499798	1.40582438435
0.99382810906	1.41199333543
0.997626951317	1.41809433334
1.00088310182	1.42450032153
1.00721450559	1.43109488444
1.0133650121	1.43720979754
1.01718523878	1.44354072605
1.02007959479	1.44943902449
1.0236975398	1.45581512928
1.03274240232	1.46210050685
1.03636034732	1.46824468249
1.03997829233	1.47431066471
1.04431982634	1.48035638636
1.0488422576	1.48621321497
1.0520984081	1.49222683701
1.05788712012	1.49787721269
1.06259044863	1.50385600602
1.06874095514	1.5098635255
1.0768813314	1.51574811941
1.08556439942	1.52169399321
1.09207670043	1.52750682968
1.09497105644	1.53327881319
1.09732272069	1.53915650704
1.09822720695	1.54498455483
1.10437771346	1.55100387519
1.10510130246	1.55692351499
1.11052821997	1.56283149822
1.11287988423	1.56819486573
1.12065846599	1.5737983679
1.12590448625	1.57946414724
1.13024602026	1.58532366202
1.13277858177	1.59127753484
1.14218523878	1.59668776515
1.14652677279	1.60226313046
1.15068740955	1.60791806952
1.15629522431	1.61386933157
1.15810419682	1.61943550428
1.16154124457	1.62554515436
1.16335021708	1.63103422378
1.16371201158	1.63678184536
1.17149059334	1.64234468498
1.1749276411	1.64796960013
1.18017366136	1.65344961726
1.18306801737	1.65942959784
1.18578147612	1.66508323151
1.18958031838	1.67090787097
1.19428364689	1.67677167204
1.19772069465	1.68259761688
1.1997105644	1.68836090312
1.20477568741	1.69402367451
1.20803183792	1.70014724772
1.21327785818	1.70608676128
1.21617221418	1.71193098155
1.22178002894	1.71754023205
1.22937771346	1.72306854851
1.23245296671	1.72873915223
1.23715629522	1.73429096567
1.24366859624	1.74038451497
1.24692474674	1.74634752551
1.25289435601	1.75207165011
