	"with_clust1"	"with_clust2"	"with_clust3"	"with_clust4"	"with_clust5"	"wo_clust1"	"wo_clust2"	"wo_clust3"	"wo_clust4"	"wo_clust5"
"MA0150.2.Nfe2l2"	0.000251167109256612	-1.79364908778908e-14	3.08279245219409	0.318198495634119	12.6466660665786	1.82970180127694	0.409839959693756	13.3840468303086	8.13760922767841	13.3840468303086
"MA0522.1.Tcf3"	0.48846552897387	3.8971844177056	13.3840468303086	11.0678622217017	13.3840468303086	1.80449961997383	2.00040816611529	6.52129516830395	5.99167275265167	13.3840468303086
"UP00085_1_Sfpi1_primary"	1.86269463216015	0.043229706746539	8.25741060965658	1.81537951707335	3.50648913211253	3.75419792462191	0.016407522971073	13.3840468303086	12.7450747556488	13.3840468303086
"MA0143.3.Sox2"	-1.79364908778908e-14	7.93261140609383e-06	4.4714418135178e-11	-1.79364908778908e-14	-1.79364908778908e-14	0.0335463942306421	-1.79364908778908e-14	-1.79364908778908e-14	-1.79364908778908e-14	6.74796247822169
"MA0119.1.TLX1::NFIC"	-1.79364908778908e-14	0.6450698654932	4.69628684090959	-1.79364908778908e-14	0.223033034046854	-1.79364908778908e-14	0.00026441854116195	0.0106154968166185	3.40364821339197	7.65504465051134
"MA0076.2.ELK4"	13.3840468303086	13.3840468303086	13.3840468303086	13.3840468303086	13.3840468303086	13.3840468303086	13.3840468303086	13.3840468303086	13.3840468303086	13.3840468303086
"MA0028.1.ELK1"	13.3840468303086	13.3840468303086	13.3840468303086	13.3840468303086	13.3840468303086	13.3840468303086	5.41986047931001	13.3840468303086	13.3840468303086	13.3840468303086
"UP00021_1_Zfp281_primary"	13.3840468303086	13.3840468303086	13.3840468303086	13.3840468303086	13.3840468303086	13.3840468303086	13.3840468303086	13.3840468303086	13.3840468303086	13.3840468303086
"MA0474.1.Erg"	13.3840468303086	13.3840468303086	13.3840468303086	13.3840468303086	13.3840468303086	13.3840468303086	13.3840468303086	13.3840468303086	13.3840468303086	13.3840468303086
"MA0475.1.FLI1"	13.3840468303086	13.3840468303086	13.3840468303086	13.3840468303086	13.3840468303086	13.3840468303086	13.3840468303086	13.3840468303086	13.3840468303086	13.3840468303086
