id	baseMean	0.TNF.rnaseq.HG18	60.TNF.rnaseq.HG18	foldChange	log2FoldChange	pval	padj	pseudo.log2foldchange
A1BG	68.2866066147584	101.074724019677	35.4984892098393	0.351210350106208	-1.50959273342276	0.126153734895089	1	-1.48371701439977
A1BG-AS1	77.6859108739451	78.0033196238815	77.3685021240087	0.991861660466069	-0.011789179594979	1	1	-0.0116393521585438
A1CF	0	0	0	NA	NA	NA	NA	0
A2M	72.8666881548807	48.3400854007153	97.3932909090462	2.01475214827827	1.01060237153585	0.297671746368675	1	0.995799733897928
A2M-AS1	24.9063363298336	19.7754894821108	30.0371831775563	1.51890971926275	0.603036121688142	0.660241041774436	1	0.579115161589143
A2ML1	0	0	0	NA	NA	NA	NA	0
A2MP1	0.45510883602358	0	0.910217672047161	Inf	Inf	1	1	0.933737044800273
A4GALT	670.169400819392	995.36630393291	344.972497705874	0.346578436845624	-1.52874619810314	0.0539966585967015	1	-1.52601887329497
A4GNT	0	0	0	NA	NA	NA	NA	0
AA06	0	0	0	NA	NA	NA	NA	0
AAAS	882.616836584173	776.73728132513	988.496391843216	1.27262642802058	0.347808986766964	0.653526084616101	1	0.347411549620638
AACS	1668.69261357157	1658.94383988818	1678.44138725496	1.01175298819524	0.0168571099888981	0.98346136743853	1	0.0168470138232415
AACSP1	0	0	0	NA	NA	NA	NA	0
AADAC	0	0	0	NA	NA	NA	NA	0
AADACL2	0	0	0	NA	NA	NA	NA	0
AADACL3	0	0	0	NA	NA	NA	NA	0
AADACL4	0	0	0	NA	NA	NA	NA	0
AADAT	89.0013069488029	87.8910643649369	90.1115495326689	1.02526406050235	0.0359955289642486	0.982987996875226	1	0.0355955436430335
AAED1	317.332581012512	261.475916485687	373.189245539336	1.42724137104139	0.513229339969504	0.525626965567081	1	0.511583040943098
AAGAB	1314.68467251042	1054.69277237924	1574.67657264159	1.4930192126844	0.57823273068757	0.451861470123248	1	0.57778139116027
AAK1	3027.03147534702	2952.04112435732	3102.02182633672	1.05080576308437	0.0714960179846735	0.925560493220617	1	0.0714723969383151
AAMDC	1056.57997612527	1160.16204961717	952.997902633377	0.821435163258313	-0.283781388655644	0.712779897810949	1	-0.283511326513697
AAMP	2258.78028318815	2346.69141854382	2170.86914783248	0.925076527181218	-0.112355377022679	0.882917239033585	1	-0.112305607179378
AANAT	1.55374714058529	2.19727660912342	0.910217672047161	0.414248105253476	-1.271432996228	0.957219141733262	1	-0.743106518006894
AAR2	797.631795433269	661.38025934615	933.883331520387	1.4120217806979	0.497762342619353	0.52158225461445	1	0.497126658131885
AARD	0	0	0	NA	NA	NA	NA	0
AARS	4698.02425277589	4807.64122076205	4588.40728478974	0.954398856756295	-0.0673357800111911	0.929192936368416	1	-0.0673214450729347
AARS2	689.607200340345	855.839239253573	523.375161427117	0.611534430091781	-0.70949436845793	0.36320904732444	1	-0.708425200645273
AARSD1	0	0	0	NA	NA	NA	NA	0
AASDH	217.534757805926	185.669873470929	249.399642140922	1.34324237679825	0.425719650450344	0.609824410037548	1	0.423743389702465
