Group_tag	Sort_tag	Color_tag	-975	-925	-875	-825	-775	-725	-675	-625	-575	-525	-475	-425	-375	-325	-275	-225	-175	-125	-75	-25	25	75	125	175	225	275	325	375	425	475	525	575	625	675	725	775	825	875	925
1	CTCF_UW	with	0.430480993322	0.451983954399	0.470231133345	0.486014277178	0.497890482452	0.506466508567	0.511512970871	0.513718023314	0.514687358449	0.517328981678	0.522286649924	0.533245316598	0.555873002412	0.59135362814	0.636342617593	0.687991161405	0.741926152215	0.78678195058	0.821552223843	0.842041452757	0.840161978526	0.815691816007	0.774594966102	0.721429523796	0.664519932039	0.610148370444	0.563605484974	0.524654491474	0.500946477953	0.48824892764	0.480331457457	0.475758563463	0.471311461052	0.46593202103	0.458465920643	0.451932157865	0.443703908478	0.434839301675	0.428394332956	0.423510659758
1	CTCF_UW	without	0.248551267137	0.261034015342	0.275014176983	0.293899658497	0.315812238723	0.340183933255	0.369525491343	0.400525822072	0.431338976122	0.461739050604	0.493094371587	0.523094275237	0.556140640703	0.594492496875	0.637368865194	0.678657458922	0.716918953938	0.751688635729	0.773827118844	0.782876143138	0.775718248743	0.75142400663	0.7131044223	0.664593390494	0.61237755131	0.55807695118	0.507836148682	0.465560036611	0.433481826383	0.40952321142	0.391741426877	0.379394220405	0.369628761235	0.361373624236	0.357430005233	0.35488698414	0.352479504781	0.350136569104	0.346922293713	0.342488142722
2	CTCF_UW	with	0.366101918462	0.374293291241	0.386517916166	0.403400135674	0.422386389197	0.445162401314	0.470491974001	0.495016144943	0.516811939434	0.540330919052	0.564424293713	0.587749727175	0.616531913541	0.653855104451	0.697221930155	0.743098612457	0.790367578395	0.834308799142	0.867142967926	0.884855562876	0.887228064139	0.870364574904	0.835969550025	0.790785887828	0.738185037475	0.682662264514	0.62756404441	0.58046365093	0.542784584831	0.512647575376	0.486425193004	0.464922839459	0.445074993373	0.426126200397	0.408756993787	0.395002729891	0.381910268978	0.367850077287	0.354320576668	0.341234359179
2	CTCF_UW	without	0.235705759434	0.242164145363	0.246317773961	0.24971159245	0.253092747437	0.259931038421	0.270163147894	0.281990858597	0.300910130321	0.32674367404	0.35640159531	0.38904810301	0.427013281476	0.468853491499	0.513859576978	0.561993547408	0.610114854336	0.653689964109	0.690705379938	0.719071624022	0.732178348409	0.726897668149	0.707079287796	0.673217083921	0.630300476242	0.581710619747	0.531753105055	0.48212484141	0.441297711532	0.413564642539	0.395949711503	0.386502739143	0.382045186502	0.377802913391	0.375333530535	0.373623957789	0.369774253235	0.361353024523	0.349626621834	0.33389855257
3	CTCF_UW	with	0.187239821161	0.195289327779	0.204141695828	0.213223879231	0.222625416437	0.233104399654	0.245499505692	0.261416457413	0.281362639366	0.307039282093	0.339455185458	0.381186072196	0.43552695725	0.502337563716	0.577949799777	0.656618281584	0.729804025661	0.79395832479	0.84380736429	0.871218068324	0.871516529822	0.847645579163	0.803222569708	0.746959592602	0.683897662558	0.617907825213	0.553040203102	0.495577410773	0.449268124646	0.411990283468	0.381329333715	0.353533614348	0.327277956314	0.304875436228	0.28500983888	0.265997841417	0.250164458915	0.236271076154	0.223765539362	0.212179263986
3	CTCF_UW	without	0.182318119975	0.191113524087	0.199279597495	0.208597752111	0.222204490959	0.236536990216	0.25296049149	0.272870687872	0.296693900164	0.322704544177	0.353100202127	0.388748741355	0.427995631141	0.472541079433	0.518791810924	0.563834633482	0.603198253963	0.6324519812	0.650692421118	0.654640963761	0.641648329873	0.6144906799	0.576888170341	0.533570931971	0.485777325206	0.440237128381	0.398960139551	0.360941459688	0.328647659131	0.302205619071	0.278981285998	0.257604343055	0.239683643736	0.224128009804	0.211186128393	0.203420999546	0.199462306409	0.198076763811	0.198914179667	0.202537906462
4	CTCF_UW	with	0.272704693037	0.28981290883	0.3076011862	0.32678292308	0.346560269448	0.366582082395	0.387148389091	0.409048149862	0.432165798689	0.456341321083	0.482681483927	0.511599657983	0.547118429715	0.589657837156	0.636948785953	0.683910816079	0.729201583762	0.768927403103	0.79737664581	0.811706832278	0.808413200711	0.789171458397	0.755777323493	0.714073547273	0.667429323702	0.619680555672	0.576038826195	0.540644510177	0.513590949403	0.49241569868	0.475283036229	0.460657267442	0.445578124268	0.429065517963	0.411312799367	0.391562122082	0.369477900163	0.347171435899	0.324796076508	0.303203010174
4	CTCF_UW	without	0.22422071006	0.234822028367	0.245621296602	0.257429166845	0.271225962543	0.284834234502	0.301091265007	0.319613722453	0.340577562331	0.364243575814	0.3913627158	0.422453422573	0.459448064468	0.503565761669	0.550753253768	0.597001269229	0.639463099581	0.672944915789	0.692098927764	0.696664344332	0.683376562731	0.65327246353	0.609299301196	0.557568386965	0.501557983839	0.445990611501	0.394734148682	0.351043771958	0.315437921614	0.285927672194	0.261473001066	0.240572002434	0.221537388828	0.204824759286	0.189654882348	0.176998655275	0.167267688233	0.159305702285	0.153433187787	0.147987993766
5	CTCF_UW	with	0.231503402359	0.24468132344	0.257380130354	0.269681956958	0.282202807181	0.295791397547	0.31045685404	0.328375723875	0.348681038559	0.369470030402	0.39376340015	0.425339305232	0.470152450291	0.530580154192	0.603761420912	0.681920911974	0.756252052694	0.823286969104	0.874876157378	0.904982779015	0.904832200277	0.872946011735	0.818062343191	0.745465139455	0.662692463417	0.577962263783	0.499232398714	0.43075101382	0.379152699561	0.343570487448	0.316562137422	0.295362476293	0.279661220601	0.269403614442	0.262157583044	0.257699539798	0.253912256385	0.249052669837	0.243015831337	0.235441264511
